Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
ERR579127_1	(1, 32.46665165496545)	(2, 32.58326223498203)	(3, 31.43323575727546)	(4, 36.018225713900264)	(5, 36.410812229604424)	(6, 36.49769904440284)	(7, 36.47411156694682)	(8, 36.48603477848933)	(9, 36.5042599701714)	(10, 36.45605814775418)	(12, 36.45388196500765)	(14, 38.479896128311495)	(16, 38.4740949803018)	(18, 38.45864418475831)	(20, 38.44298085883758)	(22, 38.35770257559264)	(24, 38.27290210957506)	(26, 38.18570708656326)	(28, 38.117770986178)	(30, 38.02193517904314)	(32, 37.89746497874137)	(34, 37.81066067441995)	(36, 37.71184306348122)	(38, 37.581845332643674)	(40, 37.58693218561376)	(42, 37.77307692833736)	(44, 37.789354096895096)	(46, 37.70873765560082)	(48, 37.60247081328647)	(50, 37.50066717106314)	(52, 37.33131229084073)	(54, 37.16571361429088)	(56, 36.97390797644796)	(58, 36.80244391904871)	(60, 36.59155002446343)	(62, 36.38045955202381)	(64, 36.11313449667801)	(66, 35.90437332882402)	(68, 35.671304830580596)	(70, 35.393856823931024)	(72, 35.12515715348801)	(74, 34.88344645367209)	(76, 33.41116492583569)	(78, 34.28806021424624)	(80, 34.35214128737979)	(82, 34.21683670050102)	(84, 34.06572827370202)	(86, 33.820850855101234)	(88, 33.577296240091066)	(90, 33.52473554932071)	(92, 33.42950893459403)	(94, 33.299238593417684)	(96, 33.11867894957051)	(98, 32.93787473352883)	(100, 31.832113037861443)
ERR579127_2	(1, 31.80235095177377)	(2, 31.763745199788875)	(3, 31.772255317455826)	(4, 35.559359611270715)	(5, 35.55924062012169)	(6, 35.553855804362136)	(7, 35.530889244356466)	(8, 35.50655029489786)	(9, 35.4951630533104)	(10, 35.50202179266321)	(12, 35.47039079950986)	(14, 37.38525703393735)	(16, 37.346300624858955)	(18, 37.31558187231391)	(20, 37.26995170103257)	(22, 37.199553752106745)	(24, 37.12448427532587)	(26, 37.04232562419064)	(28, 36.96400347399447)	(30, 36.88698665794645)	(32, 36.826972334247)	(34, 36.783813908784644)	(36, 36.691117441279985)	(38, 36.59357573376321)	(40, 36.460062902426635)	(42, 36.32525201069552)	(44, 36.423068181182366)	(46, 36.33484765837977)	(48, 36.20831544217894)	(50, 35.28610460652412)	(52, 35.26070518108849)	(54, 35.69666982691575)	(56, 35.61135388179093)	(58, 35.738521848926005)	(60, 35.62229650430861)	(62, 35.39859911235338)	(64, 35.16552536706034)	(66, 34.91556425366625)	(68, 34.64905991397077)	(70, 34.39233965569656)	(72, 34.14828522812543)	(74, 33.9140259480281)	(76, 33.658128941892656)	(78, 33.42250250695825)	(80, 33.21703269396832)	(82, 33.04381664421335)	(84, 32.86459120572103)	(86, 32.698858306657726)	(88, 32.54354198230302)	(90, 32.3872563587838)	(92, 32.21831890498302)	(94, 32.02971931392961)	(96, 31.83014718471542)	(98, 31.62095170538438)	(100, 30.58392220689415)
ERR579128_1	(1, 32.74840392024203)	(2, 32.766836803608975)	(3, 32.70566561994595)	(4, 36.55771413646736)	(5, 36.56661076452848)	(6, 36.587994288658244)	(7, 36.59124884500126)	(8, 36.58805788082684)	(9, 36.6081579667719)	(10, 36.600453901056795)	(12, 36.593357278016114)	(14, 38.88271129753126)	(16, 38.85761265197273)	(18, 38.82517843460466)	(20, 38.839765784783545)	(22, 38.8089210727951)	(24, 38.77212962641991)	(26, 38.6924560203973)	(28, 38.64458692583264)	(30, 38.55714509413912)	(32, 38.523954195708484)	(34, 38.446731009908184)	(36, 38.36748957961034)	(38, 38.24589122272679)	(40, 38.07179131488762)	(42, 37.62050533660219)	(44, 37.84799107916628)	(46, 37.714461510600884)	(48, 37.79698525904844)	(50, 37.68951087820545)	(52, 37.49516618833084)	(54, 37.349368112591605)	(56, 36.159206729533665)	(58, 36.47750701964304)	(60, 36.6905926025095)	(62, 36.60537565997794)	(64, 36.32219360707451)	(66, 32.18449919971886)	(68, 31.976300710869598)	(70, 34.76885301602594)	(72, 34.9469001806161)	(74, 34.26563177982766)	(76, 34.10197757300249)	(78, 33.95879039208397)	(80, 33.850109343865086)	(82, 33.74910815569562)	(84, 33.64509240587582)	(86, 33.55926117733967)	(88, 33.46750568683726)	(90, 33.58335152244672)	(92, 33.54581328646001)	(94, 33.510120627888995)	(96, 33.41993157267497)	(98, 33.33780820386789)	(100, 32.39185282118528)
ERR579128_2	(1, 30.96455531502628)	(2, 30.98286537705255)	(3, 30.982179968227822)	(4, 34.68453108545377)	(5, 34.67340550406954)	(6, 34.70493550534856)	(7, 34.62289628858413)	(8, 34.594464791813344)	(9, 34.579322623870254)	(10, 34.58382930045029)	(12, 34.560485356468774)	(14, 36.6074723487624)	(16, 36.55437817736717)	(18, 36.545342142601854)	(20, 36.499472376255255)	(22, 36.45135698157142)	(24, 36.40276129866683)	(26, 36.31814546349965)	(28, 36.19012202643856)	(30, 36.13554117891752)	(32, 36.102547213001486)	(34, 35.99538191759076)	(36, 35.90493912125664)	(38, 35.811931600167824)	(40, 35.65119871835483)	(42, 35.46492506404042)	(44, 35.25524844575719)	(46, 35.093701237537076)	(48, 35.16621480765162)	(50, 35.08193659669536)	(52, 34.92125391922599)	(54, 34.78778570156386)	(56, 34.597689942755096)	(58, 34.3993549339514)	(60, 34.20966012257032)	(62, 34.00680630447022)	(64, 33.77746237363746)	(66, 33.5327948817867)	(68, 33.30767334543816)	(70, 33.0958066523146)	(72, 32.908545227539236)	(74, 32.6847378197688)	(76, 32.48001517486053)	(78, 32.27746419653327)	(80, 32.114949986911014)	(82, 31.972550267099063)	(84, 31.87752160280953)	(86, 31.758012792544896)	(88, 31.61368394094535)	(90, 31.644698839681993)	(92, 31.751367022440146)	(94, 31.734229411138912)	(96, 31.63929544778091)	(98, 31.526155267690754)	(100, 30.312277651536434)
ERR579129_1	(1, 32.62568843814912)	(2, 32.68362302785853)	(3, 31.919816189839416)	(4, 36.294295024362775)	(5, 36.52205820154411)	(6, 36.58184576048175)	(7, 36.54783478686038)	(8, 36.53338639520047)	(9, 36.52389941686305)	(10, 36.49739319511117)	(12, 36.46606399629292)	(14, 38.57205415800859)	(16, 38.55975891325406)	(18, 38.512302695254846)	(20, 38.47990542847505)	(22, 38.41000285574697)	(24, 38.34240774468659)	(26, 38.26475294427083)	(28, 38.18535465525856)	(30, 38.13244531475824)	(32, 38.016153721774046)	(34, 37.907864323743)	(36, 37.825415883350864)	(38, 37.684423008937834)	(40, 37.85291401106994)	(42, 37.94361233680782)	(44, 37.855734973139576)	(46, 37.75524605819658)	(48, 37.685611214726705)	(50, 37.57773550423508)	(52, 37.3915586713667)	(54, 37.2838683650851)	(56, 37.148166263791296)	(58, 36.95028275185099)	(60, 36.70835557754705)	(62, 36.469658725601576)	(64, 36.25746219461174)	(66, 35.95530543808799)	(68, 35.74053371617222)	(70, 35.517185419373284)	(72, 35.23819300739194)	(74, 34.949863938367365)	(76, 33.46231676418358)	(78, 34.3811460071088)	(80, 34.42390844567734)	(82, 34.35004083589416)	(84, 34.174750399895174)	(86, 34.00593953884431)	(88, 33.82750096248543)	(90, 33.74123396783463)	(92, 33.63152724622928)	(94, 33.49960226249164)	(96, 33.323230538363376)	(98, 33.108654925536484)	(100, 32.03112020334406)
ERR579129_2	(1, 31.827861542858663)	(2, 31.833097086909216)	(3, 31.842136916020248)	(4, 35.632120949776905)	(5, 35.634017048461295)	(6, 35.621079689788345)	(7, 35.59135400552724)	(8, 35.57688453789208)	(9, 35.58114279087683)	(10, 35.57254328037351)	(12, 35.53027418413326)	(14, 37.49306406104671)	(16, 37.4557191017858)	(18, 37.4264771874502)	(20, 37.38479921986467)	(22, 37.29633734358599)	(24, 37.24500622170419)	(26, 37.15657173942503)	(28, 37.08741404983638)	(30, 37.01067151251975)	(32, 36.95610302308639)	(34, 36.91759157773511)	(36, 36.83084949150157)	(38, 36.71753787214474)	(40, 36.598380316069054)	(42, 36.460066522358225)	(44, 36.43264938455768)	(46, 36.43434218591051)	(48, 36.300418977990674)	(50, 35.39384909821052)	(52, 35.38683692573809)	(54, 35.82871800469069)	(56, 35.72141909405158)	(58, 35.66413784765465)	(60, 35.68073433180051)	(62, 35.4749008260924)	(64, 35.25404737402408)	(66, 34.96877867250538)	(68, 34.717322141418265)	(70, 34.47660826618824)	(72, 34.2297558462705)	(74, 33.919540616694476)	(76, 33.65322371108252)	(78, 33.48291940022543)	(80, 33.28892979392369)	(82, 33.14382100088376)	(84, 32.94459772209715)	(86, 32.76763113810362)	(88, 32.656245407511605)	(90, 32.5224371041877)	(92, 32.34722706206722)	(94, 32.1082081816173)	(96, 31.954639864034213)	(98, 31.591862475351363)	(100, 30.655864216074335)
ERR579130_1	(1, 31.491258435536526)	(2, 31.766241067497546)	(3, 31.925650421647983)	(4, 35.63881081574565)	(5, 35.46671871433809)	(6, 35.419655584203696)	(7, 35.3714069804939)	(8, 35.363890028433815)	(9, 36.99282902457736)	(10, 36.9961167744776)	(12, 36.89179739692926)	(14, 38.081785985119)	(16, 38.03351938756127)	(18, 37.959910030760355)	(20, 37.91776820330987)	(22, 37.76161173045746)	(24, 37.67841059251592)	(26, 37.45805207024963)	(28, 37.27203470368315)	(30, 37.066500108228134)	(32, 36.854838151080585)	(34, 37.09457581196871)	(36, 37.003652957278604)	(38, 37.035244117027744)	(40, 36.8002158672755)	(42, 36.429035768294604)	(44, 36.55328452514353)	(46, 36.34297781985832)	(48, 36.132957985395834)	(50, 35.91970927124916)	(52, 35.57836706566282)	(54, 35.27418904731263)	(56, 35.03659439186831)	(58, 34.699864236270116)	(60, 34.344112492471886)	(62, 33.926063838402875)	(64, 33.15771354441992)	(66, 32.85910113219883)	(68, 32.36841269817897)	(70, 31.562032539120423)	(72, 30.822108431339924)	(74, 30.300774913454305)	(76, 29.4158072272835)	(78, 29.972713610682042)	(80, 29.8585788099617)	(82, 29.542044908050258)	(84, 29.24247896913805)	(86, 28.77406591756108)	(88, 28.59857618892657)	(90, 28.356014554107443)	(92, 28.012904033301872)	(94, 27.692626056328695)	(96, 27.29350463319497)	(98, 26.73684989861895)	(100, 25.59409787062983)
ERR579130_2	(1, 30.64715996118512)	(2, 30.80680785898242)	(3, 30.919991223949783)	(4, 34.39675604200135)	(5, 34.36072305229849)	(6, 34.3773400616385)	(7, 34.24564612197237)	(8, 34.29692122611434)	(9, 35.66334823985711)	(10, 35.70223471222359)	(12, 35.6080152137837)	(14, 36.67148001607961)	(16, 36.56215175204419)	(18, 36.45079937154057)	(20, 36.34328642465776)	(22, 36.30934042681643)	(24, 36.08484505706642)	(26, 35.89922679463601)	(28, 35.895979773854734)	(30, 35.707586365316345)	(32, 35.6161775589328)	(34, 35.50260896070067)	(36, 35.35162381961388)	(38, 35.30254944258829)	(40, 35.34451268625179)	(42, 35.15313182775971)	(44, 34.98664305771726)	(46, 34.73947013860564)	(48, 34.56611832059383)	(50, 33.82055227271724)	(52, 33.86481118975853)	(54, 34.06548679837614)	(56, 33.87591053729748)	(58, 33.539485069670945)	(60, 33.22787279439157)	(62, 32.8437772944733)	(64, 32.42594126819816)	(66, 31.758992020567764)	(68, 31.35649467473396)	(70, 30.993129442323237)	(72, 30.608379832165404)	(74, 30.233721089467117)	(76, 29.8486867877742)	(78, 29.483520845328)	(80, 29.14387282973137)	(82, 28.835662010157247)	(84, 28.526708259647396)	(86, 28.159932972180215)	(88, 27.816593626172654)	(90, 27.497572361920778)	(92, 27.159167099824625)	(94, 26.70268770955397)	(96, 26.218151846283654)	(98, 25.607550377620484)	(100, 23.993323310573523)
ERR579131_1	(1, 32.79033392571929)	(2, 32.80827501568744)	(3, 32.669492339298415)	(4, 36.70548133829779)	(5, 36.71777192091779)	(6, 36.72807618988547)	(7, 36.702987883956155)	(8, 36.7017608124621)	(9, 36.64055430704487)	(10, 36.666575969902404)	(12, 36.66446365094474)	(14, 38.96469999455759)	(16, 38.90502690450258)	(18, 38.86902532163002)	(20, 38.86375981114317)	(22, 38.818064572441635)	(24, 38.743066096589445)	(26, 38.67183889092799)	(28, 38.58806253509591)	(30, 38.46956011049701)	(32, 38.44177853770306)	(34, 38.35645300259543)	(36, 38.27421489275799)	(38, 38.3036172411601)	(40, 38.23931973671327)	(42, 38.149458268045336)	(44, 38.248716725081984)	(46, 38.20924055462202)	(48, 38.132323075967435)	(50, 38.045571247421634)	(52, 37.87980676319431)	(54, 37.733217345659256)	(56, 37.48235503234237)	(58, 37.34585950140423)	(60, 37.159932078582365)	(62, 36.92619038973088)	(64, 36.71522928195511)	(66, 36.50262893919523)	(68, 36.26476508543662)	(70, 35.993695403821334)	(72, 35.745997715035145)	(74, 35.49772754330601)	(76, 34.091626739243466)	(78, 34.92395079345182)	(80, 35.01426946103559)	(82, 34.935460237065634)	(84, 34.70440916504533)	(86, 34.56494038742157)	(88, 34.40069088946662)	(90, 34.37200414095743)	(92, 34.29043833703767)	(94, 34.18716199012486)	(96, 34.01962599638608)	(98, 33.83316441767665)	(100, 32.74196733214408)
ERR579131_2	(1, 32.0594370099312)	(2, 32.052557704781485)	(3, 32.05699022646459)	(4, 35.88920961192274)	(5, 35.87116379263219)	(6, 35.87107899156142)	(7, 35.846303419866665)	(8, 35.8381666662679)	(9, 35.83201177426524)	(10, 35.83148147985501)	(12, 35.80557296585476)	(14, 37.90178417212849)	(16, 37.86961712710266)	(18, 37.83463701855669)	(20, 37.78704933795956)	(22, 37.72935679205545)	(24, 37.67580237183144)	(26, 37.58111323877671)	(28, 37.51566169775802)	(30, 37.46454788263689)	(32, 37.425021664402124)	(34, 37.361082974485996)	(36, 37.273333582486956)	(38, 37.16717360544866)	(40, 37.048491175434)	(42, 36.905734039431465)	(44, 36.996871461353535)	(46, 36.91591107650689)	(48, 36.77994444681853)	(50, 35.83807203735875)	(52, 35.813276370838835)	(54, 36.27089679343226)	(56, 36.18505398693597)	(58, 36.277965068682356)	(60, 36.15695076065198)	(62, 35.94824619422637)	(64, 35.71823066442457)	(66, 35.47451397704877)	(68, 35.21206503600063)	(70, 34.971904905532966)	(72, 34.74997052405638)	(74, 34.50439449748869)	(76, 34.28631125063983)	(78, 34.04971702034114)	(80, 33.86722952266901)	(82, 33.719032413119564)	(84, 33.56567262952463)	(86, 33.38604020218877)	(88, 33.27093907282325)	(90, 33.1369447494675)	(92, 32.99930602438013)	(94, 32.853532287144546)	(96, 32.68349746328197)	(98, 32.484123997821705)	(100, 31.414501167847035)
ERR579132_1	(1, 32.647957496547036)	(2, 32.71415190322934)	(3, 31.951005299011822)	(4, 36.33146218976215)	(5, 36.56679169382772)	(6, 36.629882692255464)	(7, 36.60330645244387)	(8, 36.585938132312634)	(9, 36.577622167235994)	(10, 36.5517160896099)	(12, 36.52078179734018)	(14, 38.69102655008581)	(16, 38.67926251220667)	(18, 38.63053916573263)	(20, 38.59943823009107)	(22, 38.53140524092929)	(24, 38.467851572316036)	(26, 38.40505926503843)	(28, 38.32757921840384)	(30, 38.28057544284874)	(32, 38.174036878386175)	(34, 38.06853366692276)	(36, 37.99067145112624)	(38, 37.8536944328499)	(40, 38.01441532454568)	(42, 38.104816125303856)	(44, 38.022477973753624)	(46, 37.92678514825985)	(48, 37.8594070693166)	(50, 37.75797157919655)	(52, 37.58123809323661)	(54, 37.484414515185506)	(56, 37.358090411322166)	(58, 37.163899988856)	(60, 36.92996557758832)	(62, 36.703589372353285)	(64, 36.50016037674371)	(66, 36.203659718992434)	(68, 35.99691792003081)	(70, 35.77919745074111)	(72, 35.49950745118399)	(74, 35.21378240325923)	(76, 33.72849727534893)	(78, 34.62584465923286)	(80, 34.64871441279071)	(82, 34.562489932274474)	(84, 34.384361367110195)	(86, 34.21615029152327)	(88, 34.04000251100119)	(90, 33.954040657937774)	(92, 33.84594769782433)	(94, 33.7156915226876)	(96, 33.54257143432733)	(98, 33.33328882350813)	(100, 32.276524903756965)
ERR579132_2	(1, 31.981846924027614)	(2, 31.988039657615364)	(3, 31.99478151638862)	(4, 35.80012011807578)	(5, 35.800905091413796)	(6, 35.78434324962215)	(7, 35.758039179937896)	(8, 35.7416166720692)	(9, 35.7483779696239)	(10, 35.74021330079725)	(12, 35.70266216966543)	(14, 37.689948445361026)	(16, 37.652816688946956)	(18, 37.620319382713475)	(20, 37.58269870696216)	(22, 37.49672297488067)	(24, 37.44640159744915)	(26, 37.362174295400585)	(28, 37.29515949057995)	(30, 37.21991503974714)	(32, 37.1654466361814)	(34, 37.128835852703624)	(36, 37.03956602199965)	(38, 36.927080876015346)	(40, 36.80620104468633)	(42, 36.6640004044354)	(44, 36.636847145466604)	(46, 36.63923920306868)	(48, 36.5041891525564)	(50, 35.59493411490104)	(52, 35.587712702748874)	(54, 36.03034754012823)	(56, 35.92404176526864)	(58, 35.88359339930756)	(60, 35.91661873353158)	(62, 35.72438156876186)	(64, 35.50665912840691)	(66, 35.23251412961524)	(68, 34.98982549710742)	(70, 34.7519305768525)	(72, 34.504497644658585)	(74, 34.1960041015557)	(76, 33.92766785924724)	(78, 33.75751077132786)	(80, 33.56112770868884)	(82, 33.409703257893554)	(84, 33.20801686068247)	(86, 33.03047923447414)	(88, 32.92176810751718)	(90, 32.78847649189318)	(92, 32.61413672194884)	(94, 32.380039786156004)	(96, 32.23074123118608)	(98, 31.874028132293876)	(100, 30.934670822995322)
ERR579133_1	(1, 32.148112712347874)	(2, 32.424857682559036)	(3, 29.91693235821174)	(4, 34.8662548285736)	(5, 35.90928305130059)	(6, 36.19796851256362)	(7, 36.240581904811656)	(8, 36.25221080940047)	(9, 36.200087103899676)	(10, 36.221097093568126)	(12, 36.20481542735941)	(14, 38.027886239974485)	(16, 38.00715384287811)	(18, 37.98112186185446)	(20, 37.902847090585425)	(22, 37.84312708540735)	(24, 37.77989904026633)	(26, 37.68383956563605)	(28, 37.51039953892532)	(30, 37.39718847620725)	(32, 37.3188497387799)	(34, 37.215184960503855)	(36, 37.07947677872057)	(38, 37.017801772919384)	(40, 37.124217341768436)	(42, 36.98120614838335)	(44, 36.84764225164273)	(46, 36.67615018771375)	(48, 36.52071473546586)	(50, 36.612764316187025)	(52, 36.48989578230433)	(54, 36.32618081237781)	(56, 36.15694333769113)	(58, 35.94825306477884)	(60, 35.70300245707799)	(62, 35.45440210498931)	(64, 35.197131512142555)	(66, 34.92777549339625)	(68, 34.66979934019455)	(70, 34.469187090445104)	(72, 34.18956460383142)	(74, 33.95773457873783)	(76, 32.42213489812624)	(78, 33.28263788885135)	(80, 33.38068172195736)	(82, 33.30953193841678)	(84, 33.15256659350737)	(86, 32.97924838847955)	(88, 32.68946270035673)	(90, 32.572536752166236)	(92, 32.4719494431861)	(94, 32.291971295348446)	(96, 32.04238471825912)	(98, 31.804645688030767)	(100, 30.859267112265545)
ERR579133_2	(1, 31.318793681814768)	(2, 31.107435798911848)	(3, 31.221278982668633)	(4, 34.98660428443228)	(5, 34.99870798637706)	(6, 34.93569180260388)	(7, 34.88761311319204)	(8, 34.92095371374825)	(9, 34.90916711682785)	(10, 34.92510347079079)	(12, 34.85677138200103)	(14, 36.496750606293276)	(16, 36.29499881831292)	(18, 36.35882650988174)	(20, 36.31127083262489)	(22, 36.27214944970113)	(24, 36.17273622023055)	(26, 36.10055266716091)	(28, 35.98370823504746)	(30, 35.90984327464548)	(32, 35.87734572928816)	(34, 35.794854185087004)	(36, 35.648346770844)	(38, 35.523796550349545)	(40, 35.38394074521848)	(42, 35.22283635642506)	(44, 35.30991040671529)	(46, 35.10071882724449)	(48, 34.88085777970359)	(50, 33.96851532289996)	(52, 33.883570845212574)	(54, 34.31103865088647)	(56, 34.246128148322484)	(58, 34.18534924963876)	(60, 34.2412466456866)	(62, 34.03854317398424)	(64, 33.770282232185224)	(66, 33.53425043704995)	(68, 33.27890498427076)	(70, 33.01025010209339)	(72, 32.77085119139036)	(74, 32.51125423449042)	(76, 32.27032893887539)	(78, 32.067121133225626)	(80, 31.865680998735378)	(82, 31.69049817907584)	(84, 31.498193374947007)	(86, 31.327610533097044)	(88, 31.161499848451818)	(90, 30.99453103869021)	(92, 30.805354130549322)	(94, 30.602705542838535)	(96, 30.38977655680291)	(98, 30.125389823799708)	(100, 29.088787798179375)
ERR579134_1	(1, 32.780414843778395)	(2, 32.79794394655393)	(3, 32.656613677260864)	(4, 36.69174806840963)	(5, 36.70081323367774)	(6, 36.70960033072284)	(7, 36.68680588842843)	(8, 36.684753757834656)	(9, 36.62332597343216)	(10, 36.648406490128906)	(12, 36.64440855726947)	(14, 38.93258467835803)	(16, 38.87214391490099)	(18, 38.83562891302981)	(20, 38.829874843822594)	(22, 38.78204609652255)	(24, 38.70395822242118)	(26, 38.63064488622132)	(28, 38.54456753101202)	(30, 38.42499193328966)	(32, 38.39218364314249)	(34, 38.30290865684484)	(36, 38.21421556030363)	(38, 38.238860311957)	(40, 38.171434906927104)	(42, 38.07668721938407)	(44, 38.17288251002138)	(46, 38.127766669850786)	(48, 38.04455087884169)	(50, 37.95386975872555)	(52, 37.78354864410509)	(54, 37.63056856249503)	(56, 37.37366065903427)	(58, 37.2338439262214)	(60, 37.04460267706736)	(62, 36.80654760881587)	(64, 36.59390247862875)	(66, 36.381538992660644)	(68, 36.1439815557185)	(70, 35.87556789272479)	(72, 35.632254652294094)	(74, 35.38562162904822)	(76, 33.96889130555962)	(78, 34.81465763015029)	(80, 34.911030630907604)	(82, 34.83422417584495)	(84, 34.60322470122476)	(86, 34.45930992301142)	(88, 34.29004056560777)	(90, 34.25634820636634)	(92, 34.17189527420922)	(94, 34.06201096335921)	(96, 33.882091491720146)	(98, 33.68034472356108)	(100, 32.582787684429306)
ERR579134_2	(1, 32.1224384818181)	(2, 32.11354536339732)	(3, 32.11697380737923)	(4, 35.95715932207219)	(5, 35.93756765231963)	(6, 35.93428307695028)	(7, 35.912026108393015)	(8, 35.90259726586404)	(9, 35.89674748888341)	(10, 35.89525141799753)	(12, 35.871830178803485)	(14, 37.98521755377561)	(16, 37.95189263196254)	(18, 37.91400529173743)	(20, 37.86768272940644)	(22, 37.81085745140574)	(24, 37.756512257102386)	(26, 37.664338074234365)	(28, 37.600123913633894)	(30, 37.549259759614486)	(32, 37.505813019424934)	(34, 37.43741709214369)	(36, 37.34366274876654)	(38, 37.23001586084692)	(40, 37.106886736019916)	(42, 36.95729602334508)	(44, 37.034073670920456)	(46, 36.94222758952452)	(48, 36.79274411068754)	(50, 35.83111889140071)	(52, 35.80320389905734)	(54, 36.24947388350344)	(56, 36.155484215031734)	(58, 36.24840819064546)	(60, 36.12714751606712)	(62, 35.92092146756667)	(64, 35.6892761342998)	(66, 35.447355844079944)	(68, 35.18959003922116)	(70, 34.95723440264106)	(72, 34.742738211061486)	(74, 34.50926167622558)	(76, 34.302047609184214)	(78, 34.075801907132394)	(80, 33.90965847672514)	(82, 33.7786921805951)	(84, 33.63907185130634)	(86, 33.46960596759761)	(88, 33.36628586555188)	(90, 33.243098573235905)	(92, 33.114615000594256)	(94, 32.98131529799435)	(96, 32.822546599679)	(98, 32.63238286633178)	(100, 31.57544532047309)
ERR579135_1	(1, 32.733358726221645)	(2, 32.77570289568911)	(3, 32.665515662244665)	(4, 36.722909303991486)	(5, 36.72783548825478)	(6, 36.713407131794675)	(7, 36.6557709610073)	(8, 36.639719565011625)	(9, 36.634058048188244)	(10, 36.63098456140487)	(12, 36.618040154061326)	(14, 38.87231603473191)	(16, 38.87285014251037)	(18, 38.8847838840435)	(20, 38.86144306231399)	(22, 38.807141203101224)	(24, 38.743597199158344)	(26, 38.657079584151965)	(28, 38.619619668219585)	(30, 38.548873203869846)	(32, 38.44992632436461)	(34, 38.32786785393607)	(36, 38.24055180382718)	(38, 38.20454719027957)	(40, 38.215846588948786)	(42, 38.14930060114854)	(44, 38.2341685231989)	(46, 38.168117061708706)	(48, 38.09010315500183)	(50, 37.98810108446389)	(52, 37.82793969857259)	(54, 37.651232817513716)	(56, 37.47353430676789)	(58, 37.319175165481866)	(60, 37.09942832115002)	(62, 36.90101698460742)	(64, 36.669884915314455)	(66, 36.40228596933194)	(68, 36.15477689663291)	(70, 35.92509024859554)	(72, 35.691623968988175)	(74, 35.40722313104564)	(76, 33.87461254298576)	(78, 34.877892636491424)	(80, 34.879314536673)	(82, 34.7581062989664)	(84, 34.68665830292205)	(86, 34.51950688666294)	(88, 34.309924221705884)	(90, 34.23273755345065)	(92, 34.15434779364922)	(94, 34.08662226385269)	(96, 33.91491039325072)	(98, 33.74320743559811)	(100, 32.64820463584992)
ERR579135_2	(1, 31.932361193485495)	(2, 31.903113706111412)	(3, 31.905621462655425)	(4, 35.719656305282356)	(5, 35.70446006833527)	(6, 35.685318441740804)	(7, 35.672410212998415)	(8, 35.66608671747294)	(9, 35.653180083379645)	(10, 35.63307436327086)	(12, 35.59458171272374)	(14, 37.68820338974557)	(16, 37.6624421042716)	(18, 37.63513455022524)	(20, 37.588755776189174)	(22, 37.49345550319664)	(24, 37.45222885526634)	(26, 37.38373396423726)	(28, 37.307192545106645)	(30, 37.213394673598685)	(32, 37.19545226583119)	(34, 37.13219270741914)	(36, 37.04059036870679)	(38, 36.91327801362765)	(40, 36.80331239369244)	(42, 36.67761664260075)	(44, 36.76939089017982)	(46, 36.67677115111225)	(48, 36.4875983998152)	(50, 35.483351692680145)	(52, 35.507394686811494)	(54, 35.99650350407051)	(56, 35.88693191907703)	(58, 36.01457594692826)	(60, 35.884882239721094)	(62, 35.64487893822796)	(64, 35.429398150389304)	(66, 35.16800973613)	(68, 34.93118499740471)	(70, 34.68391207514989)	(72, 34.455462404951795)	(74, 34.21759241646403)	(76, 34.00478542800552)	(78, 33.806092151809224)	(80, 33.63796247528721)	(82, 33.47941544378914)	(84, 33.312497287672755)	(86, 33.096876355807666)	(88, 33.01074372041428)	(90, 32.90902390276467)	(92, 32.73203673365293)	(94, 32.57815135976297)	(96, 32.36216049778566)	(98, 32.174434221351646)	(100, 31.19682503088778)
ERR579136_1	(1, 32.63185054781397)	(2, 32.737305252057745)	(3, 31.8812193409145)	(4, 36.262713776037046)	(5, 36.56632066253766)	(6, 36.64858299241782)	(7, 36.61163083891454)	(8, 36.55862686112115)	(9, 36.59981160017712)	(10, 36.57445716531912)	(12, 36.58662472390289)	(14, 38.764007822010655)	(16, 38.747706450491606)	(18, 38.75363737482115)	(20, 38.695294024180754)	(22, 38.64222260778359)	(24, 38.60730903545016)	(26, 38.54355514634611)	(28, 38.45780098488551)	(30, 38.31069279178905)	(32, 38.25019871077339)	(34, 38.170955789875194)	(36, 37.975816565479846)	(38, 37.89890869268423)	(40, 37.99164071671839)	(42, 37.999174175264905)	(44, 38.11103920611536)	(46, 38.01186892320716)	(48, 37.90414318061272)	(50, 37.79397736946944)	(52, 37.6448854432798)	(54, 37.50949791959497)	(56, 37.3428454200948)	(58, 37.13625850626312)	(60, 36.91847495458194)	(62, 36.740576837506794)	(64, 36.532406661502876)	(66, 36.235327712582304)	(68, 36.021604815962)	(70, 35.77636652891989)	(72, 35.53375272302337)	(74, 35.28231692858577)	(76, 33.74271953108703)	(78, 34.689021841000155)	(80, 34.71948695919552)	(82, 34.61617166876066)	(84, 34.44884760219985)	(86, 34.32286522937149)	(88, 34.11833256371647)	(90, 34.032535033378856)	(92, 33.97682814453633)	(94, 33.81929407340442)	(96, 33.64125888357235)	(98, 33.45424653948888)	(100, 32.33554529965942)
