Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
ERR579151_2 - polyg	(1, 0.004373390898819937)	(2, 0.005361137233529026)	(3, 0.008204907998469015)	(4, 0.01140921684238489)	(5, 0.014348988870957513)	(6, 0.017056224505397757)	(7, 0.019046650704714344)	(8, 0.020772540088687674)	(9, 0.022713898975480915)	(10, 0.02675021877087961)	(12, 0.032849499053672876)	(14, 0.03747142655723063)	(16, 0.041694415476359444)	(18, 0.04590887094983202)	(20, 0.05004119200886335)	(22, 0.054228980464660195)	(24, 0.05823329983884801)	(26, 0.062221619002430395)	(28, 0.0663347398087352)	(30, 0.07058866246836784)	(32, 0.07489911920547307)	(34, 0.07906664072783635)	(36, 0.08320749523252391)	(38, 0.08721928137166093)	(40, 0.09120760053524332)	(42, 0.0950284508278221)	(44, 0.09858903102788574)	(46, 0.10227654623208587)	(48, 0.10627553220273854)	(50, 0.1102414510714733)	(52, 0.11428417095111418)	(54, 0.11841435864873144)	(56, 0.12257441340614553)	(58, 0.1265413989555873)	(60, 0.13037824945877152)	(62, 0.1340124306276202)	(64, 0.13755274389425032)	(66, 0.14114212447340374)	(68, 0.14474217185962746)	(70, 0.1485139548396829)	(72, 0.1524734736241755)	(74, 0.15653539375654288)	(76, 0.16074771586860143)	(78, 0.16489283709611707)	(80, 0.1691883603033239)	(82, 0.1734081491803316)	(84, 0.17767913873127675)	(86, 0.18196079508929217)	(88, 0.18633205262669805)	(90, 0.18971343046798078)
ERR579152_1 - illumina_universal_adapter	(1, 0.042196174689759634)	(2, 0.04239647298733761)	(3, 0.043531496673612786)	(4, 0.046442498598412665)	(5, 0.046943244342357596)	(6, 0.04816506395758323)	(7, 0.0484054219146768)	(8, 0.04932679408353547)	(9, 0.05026151947223268)	(10, 0.054133953225406824)	(12, 0.05753902428423237)	(14, 0.06250976036912573)	(16, 0.06730356629115855)	(18, 0.0728718589638262)	(20, 0.07816307232484432)	(22, 0.08269649046002576)	(24, 0.08647878997928982)	(26, 0.09013423391008783)	(28, 0.09342914090524548)	(30, 0.09709459975092238)	(32, 0.10107052095784515)	(34, 0.10674230108426142)	(36, 0.11405986555577671)	(38, 0.12157772832486996)	(40, 0.13507115697170607)	(42, 0.15793520764023167)	(44, 0.191104605719144)	(46, 0.24024779302989968)	(48, 0.3197595405584357)	(50, 0.4607695420533286)	(52, 0.701110807622098)	(54, 1.0418949928163017)	(56, 1.4919752823888857)	(58, 2.094465884893509)	(60, 2.9064317853101365)	(62, 3.946747759880531)	(64, 5.182631653901099)	(66, 6.53844081529152)	(68, 7.9620910100716)	(70, 9.49350168894863)	(72, 11.214437955298894)	(74, 13.019993575765936)	(76, 14.844370559595387)	(78, 16.584769143860314)	(80, 18.319813086969987)	(82, 20.117396835193425)	(84, 21.95554432698136)	(86, 23.773374894784972)	(88, 25.500343478197294)	(90, 26.758490527993658)
ERR579152_1 - polya	(1, 0.005541586232990585)	(2, 0.0070972363441795085)	(3, 0.007618011917882238)	(4, 0.009180338638990428)	(5, 0.00977455692180508)	(6, 0.010709282310502288)	(7, 0.011911072095970126)	(8, 0.01567000348051675)	(9, 0.020083242637151423)	(10, 0.02526763023946129)	(12, 0.028826263326429943)	(14, 0.03564308205400028)	(16, 0.04408231699195221)	(18, 0.04899964019749145)	(20, 0.05600340400280124)	(22, 0.0627401034113404)	(24, 0.06671936292322278)	(26, 0.07068526921526666)	(28, 0.07473129482634172)	(30, 0.07857368383487916)	(32, 0.0832072511188496)	(34, 0.08828147465749159)	(36, 0.09229745552392993)	(38, 0.09692768450294076)	(40, 0.10342736425934597)	(42, 0.10852161762774576)	(44, 0.11350904523743727)	(46, 0.11949796433501866)	(48, 0.12397463128588636)	(50, 0.1288819395765467)	(52, 0.13467389868150975)	(54, 0.1427993329532562)	(56, 0.14907534627736602)	(58, 0.15409281863169422)	(60, 0.15994486722593065)	(62, 0.1697528071973321)	(64, 0.587745309497925)	(66, 0.6044635407357664)	(68, 0.6105192259325405)	(70, 0.6158638521729127)	(72, 0.621271906207518)	(74, 0.6270271439579251)	(76, 0.6322883125743064)	(78, 0.6377097198287502)	(80, 0.6427872816723519)	(82, 0.6481419228276031)	(84, 0.654317787002924)	(86, 0.6603300742352227)	(88, 0.6647800347464133)	(90, 0.6686291003648701)
ERR579152_2 - illumina_universal_adapter	(1, 0.04192911029298901)	(2, 0.042082672321132115)	(3, 0.04299736788007153)	(4, 0.04528076847246042)	(5, 0.045654658627939305)	(6, 0.04661609045631357)	(7, 0.04676297587453742)	(8, 0.047530786015252985)	(9, 0.04837871547499974)	(10, 0.05166694586023812)	(12, 0.054768231167737075)	(14, 0.05959208183440659)	(16, 0.06418558945886144)	(18, 0.06960699671330524)	(20, 0.07513856803141693)	(22, 0.08036969190316165)	(24, 0.08478960766971558)	(26, 0.08904260818828788)	(28, 0.09284827584226936)	(30, 0.09719808720467102)	(32, 0.1017248287299332)	(34, 0.107409962076188)	(36, 0.11443709401621521)	(38, 0.12181140967204426)	(40, 0.13499771426259413)	(42, 0.15742778528636747)	(44, 0.18993286067831286)	(46, 0.2380178053168649)	(48, 0.31568680850768355)	(50, 0.45413966840349773)	(52, 0.6911192608779168)	(54, 1.0278173608015297)	(56, 1.4756543094412407)	(58, 2.077200171642288)	(60, 2.8875536707634124)	(62, 3.926984994519505)	(64, 5.157464172810427)	(66, 6.5064097792038424)	(68, 7.914516826091871)	(70, 9.425657317254009)	(72, 11.125228431862626)	(74, 12.90265215643484)	(76, 14.699795248403607)	(78, 16.42457056545745)	(80, 18.144772404716598)	(82, 19.926596015225606)	(84, 21.750649183473975)	(86, 23.55534352126143)	(88, 25.26362761181469)	(90, 26.509519744104235)
ERR579152_2 - polya	(1, 0.012698912066443486)	(2, 0.015129198077056224)	(3, 0.016184102444300213)	(4, 0.01820711524983774)	(5, 0.019295402666678063)	(6, 0.02059066499101562)	(7, 0.022286523910509125)	(8, 0.026733146116740124)	(9, 0.03207443405215274)	(10, 0.038270328057231365)	(12, 0.04226294078895229)	(14, 0.04980083338780334)	(16, 0.05920150015412955)	(18, 0.06498344434421369)	(20, 0.0715131688452556)	(22, 0.07853028587040393)	(24, 0.08429553853568991)	(26, 0.09022436814399792)	(28, 0.09553894963973347)	(30, 0.10070664571724516)	(32, 0.10563398383766331)	(34, 0.11087512262428693)	(36, 0.11629986818369037)	(38, 0.12162446459430482)	(40, 0.12903216329973016)	(42, 0.13466388376663085)	(44, 0.14044248965175538)	(46, 0.14692213957840278)	(48, 0.1516658709260411)	(50, 0.15679350734403724)	(52, 0.1623050488323911)	(54, 0.17040711496942013)	(56, 0.17917350379341607)	(58, 0.6870932650965995)	(60, 0.8637763933901295)	(62, 0.8743821882468832)	(64, 0.8796400185583049)	(66, 0.8844872373596919)	(68, 0.8903526391737668)	(70, 0.8964583989449354)	(72, 0.9020400448374416)	(74, 0.9076717653043422)	(76, 0.9134904308489824)	(78, 0.9190086489472555)	(80, 0.9241229321454131)	(82, 0.9289267529823249)	(84, 0.934908995469987)	(86, 0.9408511782981335)	(88, 0.94561160117057)	(90, 0.9495207562783)
ERR579152_2 - polyg	(1, 0.0014822074020769999)	(2, 0.0020630724650531214)	(3, 0.002390226351097144)	(4, 0.00279082294625309)	(5, 0.004152851369783306)	(6, 0.005935506218227265)	(7, 0.006436251962172197)	(8, 0.006810142117651081)	(9, 0.01028197927566928)	(10, 0.025274306849380555)	(12, 0.047056746710985115)	(14, 0.05409723187085086)	(16, 0.05712173616427825)	(18, 0.05928161947316073)	(20, 0.06143816447708357)	(22, 0.06353128168677338)	(24, 0.06496675281941552)	(26, 0.06622529378919713)	(28, 0.06765075000696036)	(30, 0.06880246521803371)	(32, 0.06994082720926853)	(34, 0.07109254242034187)	(36, 0.07217081492230329)	(38, 0.07342267928216561)	(40, 0.07512187650661875)	(42, 0.07641713883095631)	(44, 0.07738524726924985)	(46, 0.07828325130339109)	(48, 0.07925803635160389)	(50, 0.08024617461965523)	(52, 0.08125100441250473)	(54, 0.08232593860950652)	(56, 0.08366126059335968)	(58, 0.08488975681850457)	(60, 0.08625846185195404)	(62, 0.08742686858782556)	(64, 0.08855521566418148)	(66, 0.08978705019428601)	(68, 0.0911457403128566)	(70, 0.09250109212646754)	(72, 0.09379301614584548)	(74, 0.0950548954205867)	(76, 0.09645030689371324)	(78, 0.09778229057260676)	(80, 0.09920107018045074)	(82, 0.10049299419982866)	(84, 0.10191177380767263)	(86, 0.10312357850801937)	(88, 0.10445222388195327)	(90, 0.10538361096569084)
ERR579153_1 - illumina_universal_adapter	(1, 3.803392017136563e-05)	(2, 5.433417167337947e-05)	(3, 0.00010595163476308997)	(4, 0.0002472204811138766)	(5, 0.0002635207326158904)	(6, 0.00036675565879531146)	(7, 0.0003939227446320012)	(8, 0.0004672738763910635)	(9, 0.0005596419682358085)	(10, 0.0007593200491354782)	(12, 0.0011423759594328033)	(14, 0.0017875942480541846)	(16, 0.0026134736574895527)	(18, 0.0035317211587696656)	(20, 0.004267949184943958)	(22, 0.004815365964553255)	(24, 0.0053437657840768715)	(26, 0.005733613465833369)	(28, 0.006164211776344901)	(30, 0.006685819824409344)	(32, 0.00726583710702267)	(34, 0.0081650676482171)	(36, 0.009243600955933682)	(38, 0.010730998905492447)	(40, 0.01334175585439833)	(42, 0.017829758434619473)	(44, 0.024151539308817173)	(46, 0.03259642794115218)	(48, 0.04446572774320193)	(50, 0.0616652097864102)	(52, 0.08548938571089526)	(54, 0.1162411685237362)	(56, 0.15278633239125122)	(58, 0.1965008902110687)	(60, 0.2507617107526891)	(62, 0.31640554025988255)	(64, 0.39273690133522965)	(66, 0.476510685575538)	(68, 0.5673981712421834)	(70, 0.6650258109049118)	(72, 0.7735542437596117)	(74, 0.893938392873443)	(76, 1.023673452932263)	(78, 1.1568139072007122)	(80, 1.2946610590903678)	(82, 1.4392402148503551)	(84, 1.5954971424572433)	(86, 1.7600468230157813)	(88, 1.9284433629287943)	(90, 2.0544619656451553)
ERR579153_1 - polya	(1, 0.008959704908940274)	(2, 0.015580323727341564)	(3, 0.019628219517008334)	(4, 0.024847016706236433)	(5, 0.02790059715428036)	(6, 0.030826492298891842)	(7, 0.0346217341902774)	(8, 0.040992415818981144)	(9, 0.0544808739368976)	(10, 0.06600379339452955)	(12, 0.07397733308759799)	(14, 0.08699715897483154)	(16, 0.09790338558397063)	(18, 0.10791717342337448)	(20, 0.11830994211020013)	(22, 0.13128086724292765)	(24, 0.14389182848831902)	(26, 0.1601160121499901)	(28, 0.172337125713625)	(30, 0.18310480018499697)	(32, 0.19306017878985193)	(34, 0.20598220316807342)	(36, 0.21675666941090455)	(38, 0.22691036774236734)	(40, 0.23679239521546325)	(42, 0.24965601035913582)	(44, 0.25989392665669236)	(46, 0.2701087509312877)	(48, 0.2804906527837787)	(50, 0.2899529487806977)	(52, 0.2998295428366263)	(54, 0.3110984500416852)	(56, 0.3222301634632688)	(58, 0.33264602417305567)	(60, 0.3415568283274899)	(62, 0.3530743143679545)	(64, 0.3621291040773232)	(66, 0.37694874940123746)	(68, 0.39632431501996457)	(70, 0.4118883384958041)	(72, 0.4227347975161025)	(74, 0.43289257091044075)	(76, 0.44421309557858935)	(78, 0.45603213627184125)	(80, 0.46570226047541097)	(82, 0.47599451094464085)	(84, 0.48870055699046067)	(86, 0.5056392350096367)	(88, 0.5179608667908673)	(90, 0.5292311323502181)
ERR579153_2 - illumina_universal_adapter	(1, 2.988379442035871e-05)	(2, 3.803392017136563e-05)	(3, 8.421796609373818e-05)	(4, 0.00020103643519150404)	(5, 0.0002146199781098489)	(6, 0.00029340452703624915)	(7, 0.000309704778538263)	(8, 0.00037490578454631835)	(9, 0.0004618404592237255)	(10, 0.0006520100600805537)	(12, 0.00103234926179421)	(14, 0.0016748508418319222)	(16, 0.0025102387313101315)	(18, 0.003435278004049417)	(20, 0.004167430967348206)	(22, 0.004695830786871821)	(24, 0.005237814149313781)	(26, 0.005634453602529451)	(28, 0.006088143936002171)	(30, 0.0066260522355686274)	(32, 0.007230519895434973)	(34, 0.00815284245959059)	(36, 0.009253109435976525)	(38, 0.010778541305706654)	(40, 0.013416465340449227)	(42, 0.017962877155219256)	(44, 0.02432812536675566)	(46, 0.03291699955402512)	(48, 0.0450240113571459)	(50, 0.06247207223575989)	(52, 0.08670239609350346)	(54, 0.11789021063402327)	(56, 0.15507787608157603)	(58, 0.1994947030702719)	(60, 0.25464660402733574)	(62, 0.3213716835508294)	(64, 0.3990315151235907)	(66, 0.4843714818623841)	(68, 0.5768020580045536)	(70, 0.6763259602586829)	(72, 0.7873048642558522)	(74, 0.9102237024782467)	(76, 1.042236722684473)	(78, 1.1780191760505403)	(80, 1.3188166734620603)	(82, 1.4657797410042173)	(84, 1.6249123046469192)	(86, 1.791892081033549)	(88, 1.9628966611868843)	(90, 2.091205449239278)
ERR579153_2 - polya	(1, 0.018625754049634482)	(2, 0.02337456065388785)	(3, 0.027514824535399364)	(4, 0.033361181407455)	(5, 0.038281140652479506)	(6, 0.042793593609953676)	(7, 0.04734951390476654)	(8, 0.05521710196307189)	(9, 0.06480979997200703)	(10, 0.07691273671225232)	(12, 0.08855247463898203)	(14, 0.10481469222082451)	(16, 0.12521989039276216)	(18, 0.1420825005715955)	(20, 0.1583583016963563)	(22, 0.17491664051381872)	(24, 0.190014748467559)	(26, 0.20711914571033888)	(28, 0.22298200713038202)	(30, 0.2382363258276833)	(32, 0.25281282573335917)	(34, 0.2677126139604917)	(36, 0.2818381402412785)	(38, 0.29614296928858747)	(40, 0.3121077072805182)	(42, 0.32606479762911755)	(44, 0.34232701521096004)	(46, 0.35745908202199617)	(48, 0.3731861080128559)	(50, 0.38850426936187343)	(52, 0.40418782801539443)	(54, 0.42092139453650346)	(56, 0.43548838596213646)	(58, 0.44939114213906245)	(60, 0.46311187884088256)	(62, 0.4771613372813267)	(64, 0.49302012363849435)	(66, 0.5094534938611079)	(68, 0.5239362673206472)	(70, 0.5419317449788705)	(72, 0.5604012882849441)	(74, 0.5751896914601461)	(76, 0.5889308034763439)	(78, 0.6015390480131515)	(80, 0.6149840387937293)	(82, 0.6276941599024245)	(84, 0.6415534487420118)	(86, 0.6569775617257924)	(88, 0.6702459664484317)	(90, 0.6805028997060739)
ERR579153_2 - polyg	(1, 0.004642854969490276)	(2, 0.005667054105533479)	(3, 0.010263725029101382)	(4, 0.015900895340214504)	(5, 0.020451382217860033)	(6, 0.024366159286927026)	(7, 0.027531124786901378)	(8, 0.03025598349632136)	(9, 0.033051476628916734)	(10, 0.03847946037908734)	(12, 0.046887673445542816)	(14, 0.05325971342853839)	(16, 0.0589987603115391)	(18, 0.0646549475827379)	(20, 0.07021061663634096)	(22, 0.07563180861505239)	(24, 0.08105164223947199)	(26, 0.086558410538569)	(28, 0.09211543794646389)	(30, 0.09783954293225441)	(32, 0.10354463095795927)	(34, 0.10902559052551142)	(36, 0.11424574606903135)	(38, 0.119139896582511)	(40, 0.12425817555414335)	(42, 0.12912244227320263)	(44, 0.13369194611093385)	(46, 0.1387816996424377)	(48, 0.14364596636149696)	(50, 0.14818966146768336)	(52, 0.15273199821957786)	(54, 0.1571615915652501)	(56, 0.16145534948173895)	(58, 0.1659759525649641)	(60, 0.17033626984175282)	(62, 0.1747400544558802)	(64, 0.17908950489833425)	(66, 0.18356935735280439)	(68, 0.18800574246993582)	(70, 0.19232666747226132)	(72, 0.19675897752651725)	(74, 0.20123067985523638)	(76, 0.20577980837859006)	(78, 0.21002874060344834)	(80, 0.21443252521757578)	(82, 0.21906179664414768)	(84, 0.22367340946492575)	(86, 0.22858793529278293)	(88, 0.23340601796591987)	(90, 0.23694317254185687)
ERR579154_1 - illumina_universal_adapter	(1, 2.149839006081271e-05)	(2, 3.0097746085137796e-05)	(3, 5.374597515203178e-05)	(4, 0.00013758969638920135)	(5, 0.00016768744247433915)	(6, 0.00024078196868110237)	(7, 0.00027302955377232145)	(8, 0.0003138764948878656)	(9, 0.00035472343600340974)	(10, 0.0005105867639443019)	(12, 0.0007707172836801357)	(14, 0.0011361899147139518)	(16, 0.0015586332794089216)	(18, 0.002075669560371467)	(20, 0.0024991878445694777)	(22, 0.002810914500451262)	(24, 0.003122641156333046)	(26, 0.003389221193087124)	(28, 0.003675149780895933)	(30, 0.004039547492426708)	(32, 0.004577007243947026)	(34, 0.0054455422024038596)	(36, 0.006667725677361062)	(38, 0.008548834807682175)	(40, 0.012003626090454777)	(42, 0.017902784323141786)	(44, 0.026341977341513813)	(46, 0.037421172659353644)	(48, 0.053075225382134425)	(50, 0.07623759083365403)	(52, 0.10830673928736836)	(54, 0.14805081299279282)	(56, 0.1951914077986399)	(58, 0.2523932491529473)	(60, 0.32339920676530254)	(62, 0.40833612113706447)	(64, 0.5069266630364485)	(66, 0.6154967576020618)	(68, 0.7314214514074792)	(70, 0.8567323423134474)	(72, 0.9953141894039552)	(74, 1.149049176728827)	(76, 1.3128110131780617)	(78, 1.4801480318944096)	(80, 1.6526962603614983)	(82, 1.8353745302252422)	(84, 2.032441672556688)	(86, 2.242609933791193)	(88, 2.4548291414374996)	(90, 2.613228204486065)
ERR579154_1 - polya	(1, 0.009564633738055574)	(2, 0.018000601997918482)	(3, 0.022407771960385087)	(4, 0.02966777828392154)	(5, 0.03342139718853944)	(6, 0.037592084860337105)	(7, 0.042442121658056456)	(8, 0.0511145722085883)	(9, 0.06625373848941261)	(10, 0.08153156938612915)	(12, 0.09145737607720639)	(14, 0.10542165534120729)	(16, 0.11876033145443854)	(18, 0.1303081916756041)	(20, 0.14348455494387619)	(22, 0.15960297289197053)	(24, 0.17594927377470948)	(26, 0.19724665388845358)	(28, 0.21576859184534677)	(30, 0.23095505458430488)	(32, 0.24405079888984893)	(34, 0.2584117234504718)	(36, 0.2702336881449128)	(38, 0.28177939852707223)	(40, 0.2942774875889257)	(42, 0.30696906216132647)	(44, 0.319444577913616)	(46, 0.332034035133228)	(48, 0.34360339374445437)	(50, 0.3542956180411996)	(52, 0.3653167677058752)	(54, 0.3782394499714297)	(56, 0.3908944772807271)	(58, 0.40244448734089877)	(60, 0.41263042455171184)	(62, 0.42439004391497637)	(64, 0.435992725030797)	(66, 0.44967430046549817)	(68, 0.4649080596625901)	(70, 0.47947859352630584)	(72, 0.49327518534783243)	(74, 0.5063333074707701)	(76, 0.5216347865965536)	(78, 0.5360064603522068)	(80, 0.5472232453664359)	(82, 0.5590269364293251)	(84, 0.5728976976965614)	(86, 0.588809731100072)	(88, 0.60235586667739)	(90, 0.6135662021746009)
ERR579154_2 - illumina_universal_adapter	(1, 2.149839006081271e-05)	(2, 2.364822906689398e-05)	(3, 4.299678012162542e-05)	(4, 0.00010964178931014482)	(5, 0.00014188937440136388)	(6, 0.00019993502756555822)	(7, 0.00021928357862028964)	(8, 0.0002601305197358338)	(9, 0.00029452794383313415)	(10, 0.0004471665132649044)	(12, 0.0007008475159824945)	(14, 0.001062020469004148)	(16, 0.0014812390751899958)	(18, 0.0020036499536677443)	(20, 0.002430392996374877)	(22, 0.0027507190082809866)	(24, 0.003064595503168852)	(26, 0.003341924734953336)	(28, 0.0036439771153077543)	(30, 0.004019124021868936)	(32, 0.004578082163450067)	(34, 0.005469190431470754)	(36, 0.006719321813507013)	(38, 0.008639128045937588)	(40, 0.012183137647462563)	(42, 0.018209136381508367)	(44, 0.026832140634900345)	(46, 0.0381263198533483)	(48, 0.05410607318555039)	(50, 0.07770593087480754)	(52, 0.1103845586867459)	(54, 0.1509498708924934)	(56, 0.19903639486101624)	(58, 0.2573991492786075)	(60, 0.3297767041768427)	(62, 0.41614541132665467)	(64, 0.516517094842577)	(66, 0.6268941290928017)	(68, 0.7445515931371205)	(70, 0.8719779256250727)	(72, 1.0129944653899674)	(74, 1.1694113768749257)	(76, 1.3363818480407368)	(78, 1.507061866411541)	(80, 1.6833637137832478)	(82, 1.869963289994084)	(84, 2.071111901678575)	(86, 2.285229417167251)	(88, 2.5009227646473855)	(90, 2.662257432858754)
ERR579154_2 - polya	(1, 0.022908684448802025)	(2, 0.028917484470799178)	(3, 0.033002178582353596)	(4, 0.04029228265197518)	(5, 0.04587326471176216)	(6, 0.05115756898870993)	(7, 0.05663320893719893)	(8, 0.06701478149756539)	(9, 0.07973752873555434)	(10, 0.09488744421140907)	(12, 0.10871305885951771)	(14, 0.12921177378250265)	(16, 0.15885697875686033)	(18, 0.18068536910510652)	(20, 0.20108411651430866)	(22, 0.22193218027578177)	(24, 0.2405659098609912)	(26, 0.26254801369817216)	(28, 0.28162138536012526)	(30, 0.298915765244546)	(32, 0.3156146397242823)	(34, 0.33274133216622875)	(36, 0.3493638873612491)	(38, 0.3656381686372844)	(40, 0.3840569143218856)	(42, 0.3999324004622928)	(44, 0.41658935308141043)	(46, 0.43486513447210734)	(48, 0.453451567599183)	(50, 0.4728570893875756)	(52, 0.4911038479516904)	(54, 0.5127172543993284)	(56, 0.5305770419423486)	(58, 0.5467287823950372)	(60, 0.5621775254927371)	(62, 0.5769361702694851)	(64, 0.594389638240356)	(66, 0.613359817630017)	(68, 0.6308552074615065)	(70, 0.6525739560204424)	(72, 0.6743410759570153)	(74, 0.6911420677895405)	(76, 0.7089674579084633)	(78, 0.7248192958198036)	(80, 0.7390512300400616)	(82, 0.7533412099134837)	(84, 0.7718480989973344)	(86, 0.7926950878393045)	(88, 0.8090274147685039)	(90, 0.8219973934921923)
ERR579154_2 - polyg	(1, 0.004301827851168624)	(2, 0.0056970733661153685)	(3, 0.010906133277850288)	(4, 0.01731695319398464)	(5, 0.021979953998174914)	(6, 0.025830315658066472)	(7, 0.029027126260109323)	(8, 0.031735923407771725)	(9, 0.0346661539730605)	(10, 0.03967205409872074)	(12, 0.047272809904721075)	(14, 0.054301708535103785)	(16, 0.06109734963332668)	(18, 0.06755654092709787)	(20, 0.07408345214956061)	(22, 0.08051577045575577)	(24, 0.08717812153560162)	(26, 0.09401998417245527)	(28, 0.10100696094221939)	(30, 0.1077338071922477)	(32, 0.11481215211977028)	(34, 0.12164971507861176)	(36, 0.1283561378580823)	(38, 0.13464441695087)	(40, 0.14100794040887057)	(42, 0.14698556776527955)	(44, 0.15264824370729763)	(46, 0.15883118068878735)	(48, 0.16520545334181833)	(50, 0.1716915176231655)	(52, 0.17775621345932077)	(54, 0.18339631609177498)	(56, 0.1890729659873326)	(58, 0.19477218919245404)	(60, 0.19996190055313423)	(62, 0.20520213313045732)	(64, 0.21060897823075173)	(66, 0.2159964747799914)	(68, 0.22178599122336826)	(70, 0.22734332505408833)	(72, 0.233180137955599)	(74, 0.23915991515101404)	(76, 0.24505584862519192)	(78, 0.2508163422419867)	(80, 0.2570261522110524)	(82, 0.2631897406414875)	(84, 0.26930603261378866)	(86, 0.2754653213662115)	(88, 0.2816041866480766)	(90, 0.2864402494922564)
