Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
ERR579127_1	(1, 0.010320026508790983)	(2, 0.035384013781587204)	(3, 0.0071295219278804224)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 6.216883439030713e-06)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 1.2433766878061426e-05)	(26, 0.0)	(28, 2.4867533756122854e-06)	(30, 0.0)	(32, 0.00013055455221964497)	(34, 0.00029343689832224965)	(36, 3.7301300634184276e-05)	(38, 0.0017096429457334461)	(40, 0.002154771799968045)	(42, 0.0009399927759814439)	(44, 0.0015181629358113002)	(46, 9.822675833668527e-05)	(48, 0.002537731819812337)	(50, 0.002098819849016769)	(52, 0.0003493888492735261)	(54, 0.0007659200396885838)	(56, 0.004350575030633693)	(58, 0.0003406852124588831)	(60, 0.001770568403435947)	(62, 0.002172179073597331)	(64, 8.579299145862384e-05)	(66, 0.002291543235626721)	(68, 0.005408688591956721)	(70, 0.007666660657012676)	(72, 0.0028572796285785155)	(74, 6.589896445372557e-05)	(76, 0.0)	(78, 0.00048367353155658955)	(80, 0.0006229317205908774)	(82, 0.0007161849721763382)	(84, 0.004466209062599665)	(86, 0.0016847754119773233)	(88, 0.0019409110096653887)	(90, 0.0004998374284980693)	(92, 0.0007422958826202671)	(94, 7.460260126836857e-06)	(96, 0.00028348988481980054)	(98, 0.0011302294092157838)	(100, 2.7354287131735136e-05)
ERR579127_2	(1, 0.05121468577073501)	(2, 0.0654612958596178)	(3, 0.05707596347705317)	(4, 0.04966543841772856)	(5, 0.04413738566374245)	(6, 0.0014920520253673712)	(7, 0.00019645351667337053)	(8, 0.00010941714852694054)	(9, 1.7407273629285996e-05)	(10, 3.108441719515357e-05)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0001255810454684204)	(28, 0.0010904413552059872)	(30, 0.0016586645015333945)	(32, 0.002381066357148763)	(34, 0.0027528359868027995)	(36, 0.0021982899840412603)	(38, 0.001927233866099521)	(40, 0.00223061777792422)	(42, 0.0034963752461108734)	(44, 0.002075195691948452)	(46, 0.0007248886089909812)	(48, 0.000976050699927822)	(50, 0.0011202823957133345)	(52, 0.0032153721146666848)	(54, 0.001741970739616406)	(56, 0.011528588649338554)	(58, 0.015322130923835095)	(60, 0.010787536143406093)	(62, 0.009884844668058834)	(64, 0.0030052414544274467)	(66, 0.001019568884001037)	(68, 9.698338164887913e-05)	(70, 0.0002014270234245951)	(72, 2.7354287131735136e-05)	(74, 0.0005744400297664379)	(76, 0.006756508921538579)	(78, 0.005673527826459429)	(80, 0.0034516136853498516)	(82, 0.0017568912598700797)	(84, 0.0007833273133178698)	(86, 0.00029219352163444354)	(88, 0.0006639631512884802)	(90, 0.0011090920055230793)	(92, 0.00038669014990771035)	(94, 0.0008467395243959831)	(96, 0.0015194063124991063)	(98, 0.0012645140914988471)	(100, 0.00027478624800515754)
ERR579128_1	(1, 0.06046635053868066)	(2, 0.0)	(3, 0.0007530651544799606)	(4, 0.36561910920759616)	(5, 0.0064966811342834704)	(6, 4.1836953026664486e-05)	(7, 0.0)	(8, 0.0009861567499142342)	(9, 2.3906830300951136e-05)	(10, 7.17204909028534e-05)	(12, 0.0007829486923561496)	(14, 0.0)	(16, 0.000110569090141899)	(18, 0.0025998677952284357)	(20, 0.0)	(22, 0.0005558338044971138)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 2.6895184088570026e-05)	(40, 0.0)	(42, 0.0)	(44, 0.0006365193567628239)	(46, 0.0)	(48, 5.976707575237784e-06)	(50, 0.00016435945831903904)	(52, 0.00020320805755808465)	(54, 9.861567499142344e-05)	(56, 0.0004362996529923582)	(58, 6.873213711523451e-05)	(60, 0.00039446269996569374)	(62, 0.0004661831908685471)	(64, 0.0006484727719132994)	(66, 8.720906881700637)	(68, 0.0030540975709465075)	(70, 0.0023966597376703512)	(72, 0.004380926652649295)	(74, 0.003968533829957888)	(76, 0.004449658789764529)	(78, 0.005199735590456871)	(80, 0.0009981101650647097)	(82, 0.0024922870588741557)	(84, 0.002841924452025566)	(86, 0.0005946824037361594)	(88, 0.0016525596445532472)	(90, 0.005764534456316842)	(92, 0.002483321997511299)	(94, 0.002044033990731322)	(96, 0.0006484727719132994)	(98, 0.0021067894202713186)	(100, 0.017218894524260054)
ERR579128_2	(1, 0.17307947467131096)	(2, 0.08639330800006216)	(3, 0.10081510337911093)	(4, 0.12126141999399939)	(5, 0.11388018613858071)	(6, 0.09554962400532643)	(7, 0.10729983109824391)	(8, 0.10766441026033344)	(9, 0.11680877285044725)	(10, 0.10718029694673917)	(12, 0.10152931993435185)	(14, 0.11141479426379514)	(16, 0.14464827673590483)	(18, 0.11086792552066088)	(20, 0.1035793306326584)	(22, 0.10495696172875071)	(24, 0.0966015245385683)	(26, 0.10184907378962707)	(28, 0.14138798275361264)	(30, 0.14088892767108027)	(32, 0.13437132806028346)	(34, 0.13395594688380444)	(36, 0.14060204570746884)	(38, 0.10934386508897524)	(40, 0.1046043359818117)	(42, 0.11164190915165417)	(44, 0.11572101207175396)	(46, 0.10257823211380608)	(48, 0.12671217730261625)	(50, 0.09540319466973311)	(52, 0.10952017796244476)	(54, 0.12422287859752972)	(56, 0.10307429884255082)	(58, 0.08462719091157939)	(60, 0.08207214842316525)	(62, 0.10194171275704324)	(64, 0.09892347543154817)	(66, 0.08678777070002786)	(68, 0.09104019813980953)	(70, 0.10273063815697464)	(72, 0.09772215720892537)	(74, 0.14668932237284854)	(76, 0.08557151070846697)	(78, 0.10753889940125344)	(80, 0.10955006150032096)	(82, 0.10761659659973154)	(84, 0.09009288998913435)	(86, 0.09185900707761711)	(88, 0.1101596856729952)	(90, 0.10982499004878188)	(92, 0.1368158014585557)	(94, 0.11339607282498645)	(96, 0.12752202117906097)	(98, 0.07757467597279881)	(100, 0.3940861673884537)
ERR579129_1	(1, 0.008833313163338904)	(2, 0.044486043269835525)	(3, 0.0005602776230457875)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0001955011280415088)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.00010847928446205671)	(32, 0.0)	(34, 0.00036120025485717784)	(36, 0.00022291896916928138)	(38, 0.0020837559257107156)	(40, 0.003808695756662321)	(42, 0.00016212288666856827)	(44, 0.0010514146032476266)	(46, 0.00594013488433438)	(48, 0.0007605470712834305)	(50, 0.005798277358499383)	(52, 0.0008094223532938078)	(54, 2.3841600980671808e-05)	(56, 6.675648274588105e-05)	(58, 0.00029802001225839755)	(60, 0.0003337824137294053)	(62, 0.0026857563504726787)	(64, 0.00041961217725982377)	(66, 0.003942208722154083)	(68, 0.007961902647495349)	(70, 0.002235150091937982)	(72, 0.001096713645110903)	(74, 0.0035333252653355616)	(76, 1.1920800490335903e-06)	(78, 0.0003385507339255396)	(80, 0.0)	(82, 0.0)	(84, 0.0015139416622726597)	(86, 0.0004720636994173017)	(88, 2.3841600980671806e-06)	(90, 0.001692753669627698)	(92, 0.001353010855653125)	(94, 0.0009667769197662417)	(96, 4.410696181424284e-05)	(98, 0.0004184200972107902)	(100, 0.00017285160710987058)
ERR579129_2	(1, 0.09032152115517707)	(2, 0.042716996477069676)	(3, 0.037867614837601024)	(4, 0.04036383046027737)	(5, 0.03858047870692311)	(6, 0.005619465351144344)	(7, 0.00015735456647243391)	(8, 0.00010251888421688876)	(9, 3.3378241372940527e-05)	(10, 8.344560343235132e-06)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 2.0265360833571034e-05)	(20, 3.69544815200413e-05)	(22, 5.7219842353612334e-05)	(24, 0.0)	(26, 2.3841600980671808e-05)	(28, 0.0021970035303689067)	(30, 0.0028407267568470456)	(32, 0.0028061564354250716)	(34, 0.0005435885023593171)	(36, 0.002751320753169526)	(38, 0.006917640524541924)	(40, 0.008215815697939504)	(42, 0.001925209279189248)	(44, 0.0025117126633137747)	(46, 0.004081682087891013)	(48, 0.0025760849859615886)	(50, 0.0018977914380614758)	(52, 0.0005578934629477203)	(54, 0.00043391713784822684)	(56, 0.007775938159846109)	(58, 0.013527724396433181)	(60, 0.014909345173263113)	(62, 0.011745564723127964)	(64, 0.0036418045497976182)	(66, 0.0006782935479001128)	(68, 0.0009584323594230066)	(70, 0.0017130190304612692)	(72, 1.1920800490335904e-05)	(74, 0.0009000204370203606)	(76, 0.005662380232909554)	(78, 0.0008773709160887224)	(80, 0.0013279771746234196)	(82, 0.0005388201821631828)	(84, 0.002738207872630157)	(86, 0.0011384364468270786)	(88, 8.821392362848568e-05)	(90, 0.0)	(92, 0.0003325903336803717)	(94, 0.0008559134752061178)	(96, 0.0011443968470722468)	(98, 0.00031470913294486783)	(100, 0.00013112880539369493)
ERR579130_1	(1, 0.03648834301987422)	(2, 0.09243124568375886)	(3, 0.0)	(4, 0.010177862266076296)	(5, 0.003257151523807981)	(6, 0.004181876278306811)	(7, 0.004959351868076528)	(8, 0.0013546923155078401)	(9, 0.0009423946542663237)	(10, 0.0006802911410485024)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 7.362458236455653e-05)	(20, 0.0013370224157403467)	(22, 0.001790549843106015)	(24, 0.0)	(26, 1.7669899767493567e-05)	(28, 0.0)	(30, 0.0)	(32, 7.65695656591388e-05)	(34, 5.0064716007898446e-05)	(36, 0.00023854364686116318)	(38, 0.0)	(40, 0.0004653073605439973)	(42, 1.7669899767493567e-05)	(44, 0.00012663428166703725)	(46, 0.00020909381391534057)	(48, 0.006632102379399252)	(50, 0.010996567621970165)	(52, 0.0038579281159027623)	(54, 0.0009659545206229818)	(56, 0.001814109709462673)	(58, 0.0023029769363633284)	(60, 3.239481624040488e-05)	(62, 3.5339799534987135e-05)	(64, 0.0015255013465936115)	(66, 0.0001678640477911889)	(68, 0.0)	(70, 0.0)	(72, 3.239481624040488e-05)	(74, 0.00019731388073701155)	(76, 0.0006066665586839458)	(78, 0.000665566224575591)	(80, 0.0)	(82, 0.0006390613749243508)	(84, 0.002308866902952493)	(86, 0.000877605021785514)	(88, 0.0014135919813994856)	(90, 0.0007568607067076412)	(92, 0.0038608730991973447)	(94, 0.00024737859674490997)	(96, 0.0005831066923272878)	(98, 0.0003357280955823778)	(100, 0.00047119732713316184)
ERR579130_2	(1, 0.1278535047509943)	(2, 0.022523232236965136)	(3, 0.035045301205528914)	(4, 0.041901222315316414)	(5, 0.03951578584670479)	(6, 0.016326987385164058)	(7, 0.018017407796254277)	(8, 0.021480708150683012)	(9, 0.024620060342707705)	(10, 0.01706028822551504)	(12, 0.022897245115377083)	(14, 0.015246178516052368)	(16, 0.012910806763448635)	(18, 0.02480264930697181)	(20, 0.013217085026085188)	(22, 0.0076569565659138795)	(24, 0.018747763653310677)	(26, 0.01161795909712702)	(28, 0.02691714731248187)	(30, 0.024266662347357835)	(32, 0.021666242098241698)	(34, 0.01386792633418787)	(36, 0.026660933765853212)	(38, 0.009117668280026681)	(40, 0.006767571610950037)	(42, 0.012545628834920435)	(44, 0.007739416098162183)	(46, 0.007547992184014337)	(48, 0.018141097094626732)	(50, 0.013455628672946352)	(52, 0.012159836023330158)	(54, 0.013853201417714957)	(56, 0.012778282515192432)	(58, 0.015576016645045581)	(60, 0.01122627631894758)	(62, 0.016106113638070386)	(64, 0.013052165961588582)	(66, 0.01921601599714926)	(68, 0.01260747348410666)	(70, 0.022950254814679563)	(72, 0.01989925212149234)	(74, 0.023006209497276626)	(76, 0.01958708389226662)	(78, 0.02213743942537486)	(80, 0.017507925686291545)	(82, 0.008546341520877722)	(84, 0.01108197213751305)	(86, 0.009886308919912653)	(88, 0.021586727549287976)	(90, 0.020703232560913297)	(92, 0.022134494442080276)	(94, 0.023333102642975258)	(96, 0.03060426639729886)	(98, 0.021268669353473095)	(100, 0.02780358728415113)
ERR579131_1	(1, 0.010176128492520743)	(2, 0.048727300986954235)	(3, 3.634331604471694e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0002680319558297874)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 3.48290112095204e-05)	(36, 0.0014855330433278047)	(38, 0.005801301823637941)	(40, 3.7857620879913475e-05)	(42, 0.0019216528358644081)	(44, 0.004135566504921748)	(46, 0.0062934508950768155)	(48, 0.000738980759575911)	(50, 0.0037887906976617402)	(52, 0.003266355529518935)	(54, 0.0012538444035427342)	(56, 0.0005481783503411471)	(58, 0.0007132375773775699)	(60, 0.0009842981428777504)	(62, 0.003190640287759108)	(64, 0.0008101530868301484)	(66, 0.0009070685962827269)	(68, 0.004371798059212408)	(70, 0.00650242496233394)	(72, 0.002309314873674722)	(74, 0.0021669702191662475)	(76, 0.0)	(78, 0.0007041517483663906)	(80, 8.480107077100618e-05)	(82, 0.0)	(84, 0.0006132934582545983)	(86, 0.0017793081813559332)	(88, 0.0025576608666469545)	(90, 0.004247625062726292)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR579131_2	(1, 0.08031267123948364)	(2, 0.041388979755591804)	(3, 0.04449330466774471)	(4, 0.04451450493543746)	(5, 0.03925986715730547)	(6, 0.021279011544181766)	(7, 0.0010630419943079704)	(8, 0.0002362315542906601)	(9, 0.001393160448380816)	(10, 0.00138256031453444)	(12, 0.0005330353019891818)	(14, 0.0006254078969361707)	(16, 0.00028166069934655623)	(18, 0.00010145842395816811)	(20, 2.877179186873424e-05)	(22, 0.001468875690140643)	(24, 0.0027348345323649492)	(26, 0.0016702782332217825)	(28, 0.005895188723420127)	(30, 0.004205224527340789)	(32, 0.004330911828662102)	(34, 0.002563718085987741)	(36, 0.0041340522000865515)	(38, 0.004438427471961056)	(40, 0.01667401054034909)	(42, 0.009597664045475664)	(44, 0.007061203446521462)	(46, 0.006335851430462319)	(48, 0.009108543583707182)	(50, 0.001215986782662821)	(52, 0.0038266483185416538)	(54, 0.0024274306508200523)	(56, 0.010044383971858644)	(58, 0.015783599297253526)	(60, 0.017114673247391285)	(62, 0.01980256432986514)	(64, 0.007656325246753701)	(66, 0.009924753889878117)	(68, 0.006387337794859001)	(70, 0.007089975238390195)	(72, 0.0014885616529981978)	(74, 0.0021366841224623166)	(76, 0.0037963622218377233)	(78, 0.006609940605632894)	(80, 0.0020655117952080794)	(82, 0.002996809268853951)	(84, 0.0012432442696963587)	(86, 0.000525463777813199)	(88, 0.0)	(90, 0.0005845216663858641)	(92, 0.0008086387819949518)	(94, 0.0)	(96, 0.003342070771278762)	(98, 0.0014522183369534809)	(100, 0.0012190153923332138)
ERR579132_1	(1, 0.00858568836436139)	(2, 0.04418176745067667)	(3, 0.0005736479559468819)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00017399748426824856)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.00011010778301350105)	(32, 0.0)	(34, 0.00042819693394139296)	(36, 0.00022293427671869344)	(38, 0.002173609198007261)	(40, 0.0038918343551562155)	(42, 0.00015088844338887177)	(44, 0.0010983591194433189)	(46, 0.006087193238697008)	(48, 0.000807457075432341)	(50, 0.0059458202827290555)	(52, 0.0008971745282581566)	(54, 3.670259433783368e-05)	(56, 6.253034590890182e-05)	(58, 0.0002800272012442125)	(60, 0.00037110400941587387)	(62, 0.002792115880367051)	(64, 0.0004445091980915412)	(66, 0.003872803380314376)	(68, 0.008021555895835426)	(70, 0.002336731839508744)	(72, 0.0012234198112611226)	(74, 0.0035152929243569588)	(76, 0.0)	(78, 0.00032760463834881175)	(80, 0.0)	(82, 0.0)	(84, 0.0015048063678511807)	(86, 0.00045674339620415245)	(88, 1.3593553458456918e-06)	(90, 0.0018364890722375295)	(92, 0.0014613069967841187)	(94, 0.000974657782971361)	(96, 6.388970125474752e-05)	(98, 0.00039285369494940496)	(100, 0.00021749685533531068)
ERR579132_2	(1, 0.08829284842336937)	(2, 0.042101953771532766)	(3, 0.03729799197931409)	(4, 0.03982639292258708)	(5, 0.03813535487235504)	(6, 0.005551607232433806)	(7, 0.00021749685533531068)	(8, 0.00011690455974272949)	(9, 3.534323899198799e-05)	(10, 1.4952908804302609e-05)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 3.806194968367937e-05)	(20, 4.214001572121645e-05)	(22, 7.748325471320444e-05)	(24, 0.0)	(26, 3.26245283002966e-05)	(28, 0.0021776872640447984)	(30, 0.0028628023583510266)	(32, 0.0027594913520667544)	(34, 0.0005899602200970303)	(36, 0.0027853191036378224)	(38, 0.00679677672922846)	(40, 0.008099039150548633)	(42, 0.0020036897797765497)	(44, 0.0023883873426508804)	(46, 0.0040209731130115564)	(48, 0.002607243553332037)	(50, 0.00196562783009287)	(52, 0.0005179143867672086)	(54, 0.0004268375785955472)	(56, 0.007699388678869998)	(58, 0.013351588206896386)	(60, 0.014743568081042373)	(62, 0.011660550156664343)	(64, 0.003638994260828917)	(66, 0.000630740880472401)	(68, 0.0008795029087621625)	(70, 0.0017576464621784794)	(72, 1.7671619495993994e-05)	(74, 0.0008305661163117178)	(76, 0.005599184669538405)	(78, 0.0008958151729123109)	(80, 0.0013389650156580065)	(82, 0.000577726021984419)	(84, 0.002721429402383075)	(86, 0.00112962429239777)	(88, 9.92329402467355e-05)	(90, 0.0)	(92, 0.00034119819180726866)	(94, 0.0008645499999578599)	(96, 0.0011636081760439123)	(98, 0.00032760463834881175)	(100, 0.0001468103773513347)
ERR579133_1	(1, 0.007124976557285504)	(2, 0.024455940230808132)	(3, 0.006468111361976022)	(4, 9.607212040240723e-05)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0004300903064526371)	(34, 0.0002781623020953419)	(36, 0.00090709955542738)	(38, 0.007948292286780553)	(40, 0.012517303594290383)	(42, 0.0029123257894078567)	(44, 0.006916075551294223)	(46, 0.0020789560008009286)	(48, 0.0023358930669934133)	(50, 0.0019862352334358148)	(52, 0.004068542587274036)	(54, 0.003501046806292375)	(56, 0.00606036340910534)	(58, 0.00043679301252722355)	(60, 0.0009495500272330948)	(62, 0.0004178020119825617)	(64, 0.00042562183573624605)	(66, 0.002291208359829503)	(68, 0.0049856962018132965)	(70, 0.007455643390298441)	(72, 0.0013237844497308439)	(74, 0.0025425598376264983)	(76, 0.00033625242140842535)	(78, 0.00011171176790977585)	(80, 9.383788504421172e-05)	(82, 0.0009450815565167038)	(84, 0.0030877132650262047)	(86, 0.000494883131840307)	(88, 0.00012511718005894895)	(90, 0.001194198798955504)	(92, 0.0003049731263936881)	(94, 0.0005149912500640667)	(96, 0.0007663427278610625)	(98, 0.0010355680885236222)	(100, 2.904505965654172e-05)
ERR579133_2	(1, 0.04370164360630431)	(2, 0.7409171294847974)	(3, 0.026381851109572665)	(4, 0.023682894796872484)	(5, 0.018273810994681134)	(6, 0.0031971907975777854)	(7, 0.0011126492083813676)	(8, 3.5747765731128273e-05)	(9, 1.7873882865564137e-05)	(10, 4.468470716391034e-06)	(12, 0.0)	(14, 0.0)	(16, 0.35706990935841204)	(18, 0.0)	(20, 1.6756765186466378e-05)	(22, 0.0)	(24, 5.138741323849689e-05)	(26, 0.0013684691568947543)	(28, 0.0015460908678712978)	(30, 0.0002714595960207553)	(32, 0.003475353099673127)	(34, 0.006595462777393166)	(36, 0.010880726194412169)	(38, 0.005580002807093303)	(40, 0.0053409396237663834)	(42, 0.00755059839302175)	(44, 0.004109875941400653)	(46, 0.020404154408720558)	(48, 0.010055176229558925)	(50, 0.0033021998594129744)	(52, 0.0033759296262334264)	(54, 0.0043567589484812584)	(56, 0.012796583014064824)	(58, 0.018020225281525946)	(60, 0.01264353789202843)	(62, 0.008450995242374543)	(64, 0.0005663786633025637)	(66, 0.002641983311066199)	(68, 0.004485227481577501)	(70, 0.0034407224516210966)	(72, 0.00020666677063308533)	(74, 0.003341298978181396)	(76, 0.013175285907278964)	(78, 0.01320321384925641)	(80, 0.009391608328174856)	(82, 0.00233254171395612)	(84, 0.0006635679013840686)	(86, 0.00020554965295398756)	(88, 0.00040439659983338864)	(90, 0.00046918942522105857)	(92, 0.000901513967031891)	(94, 7.037841378315879e-05)	(96, 0.001911388348936265)	(98, 0.00010277482647699378)	(100, 4.468470716391034e-06)
ERR579134_1	(1, 0.010307463217274203)	(2, 0.049959580501594686)	(3, 3.683429380800788e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.00033150864427207086)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 1.534762242000328e-06)	(32, 0.0)	(34, 2.7625720356005905e-05)	(36, 0.0015102060461283228)	(38, 0.006217321842343328)	(40, 3.223000708200689e-05)	(42, 0.00201053853702043)	(44, 0.004639586257566992)	(46, 0.006889547704339473)	(48, 0.0007182687292561535)	(50, 0.004039494220944863)	(52, 0.003479306002614743)	(54, 0.0014150507871243025)	(56, 0.0005095410643441089)	(58, 0.0007888677923881687)	(60, 0.0010298254643822202)	(62, 0.003473166953646742)	(64, 0.0008180282749861748)	(66, 0.0010712640449162289)	(68, 0.004638051495324992)	(70, 0.007053767264233508)	(72, 0.002498592929976534)	(74, 0.0023389776568085)	(76, 0.0)	(78, 0.0007167339670141532)	(80, 9.055097227801936e-05)	(82, 0.0)	(84, 0.000678364910964145)	(86, 0.0018862227954184031)	(88, 0.002606026286916557)	(90, 0.004481505746640958)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR579134_2	(1, 0.08350641358723786)	(2, 0.04341535430170528)	(3, 0.04643576639396192)	(4, 0.046675189303713976)	(5, 0.040600600349876684)	(6, 0.021630939038752624)	(7, 0.0010743335694002297)	(8, 0.00023328386078404987)	(9, 0.0013597993464122906)	(10, 0.0013828207800422956)	(12, 0.0005064715398601083)	(14, 0.0006384610926721365)	(16, 0.0002624443433820561)	(18, 9.515525900402033e-05)	(20, 2.7625720356005905e-05)	(22, 0.0014518850809323103)	(24, 0.002661277727628569)	(26, 0.001619174165310346)	(28, 0.005887347960313258)	(30, 0.004203713780838898)	(32, 0.004294264753116918)	(34, 0.002535427223784542)	(36, 0.004154601389094888)	(38, 0.004452345264042952)	(40, 0.017106459949335656)	(42, 0.009946794090404125)	(44, 0.00711362299167152)	(46, 0.006307872814621349)	(48, 0.00907658389918994)	(50, 0.0012830612343122743)	(52, 0.0037770498775628073)	(54, 0.002366603377164506)	(56, 0.009977489335244132)	(58, 0.01623318023363747)	(60, 0.017235379977663685)	(62, 0.020149893475222308)	(64, 0.007897886497333688)	(66, 0.009977489335244132)	(68, 0.006327824723767353)	(70, 0.007198034914981538)	(72, 0.0015132755706123236)	(74, 0.0021179718939604527)	(76, 0.004079398039236872)	(78, 0.006818948641207458)	(80, 0.0020842071246364455)	(82, 0.0030603159105486544)	(84, 0.0013244998148462831)	(86, 0.0005294929734901132)	(88, 0.0)	(90, 0.0006231134702521332)	(92, 0.0008533278065521823)	(94, 0.0)	(96, 0.0033396426385927137)	(98, 0.0014319331717863061)	(100, 0.001235483604810264)
ERR579135_1	(1, 0.011831726705394618)	(2, 0.031238036572365575)	(3, 3.417105185673536e-05)	(4, 0.0)	(5, 0.009345782682817121)	(6, 0.0009852653285358697)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.01153130620782082)	(12, 0.0)	(14, 0.0)	(16, 1.2814144446275761e-05)	(18, 0.0)	(20, 1.9933113583095627e-05)	(22, 0.000639283428486424)	(24, 1.4237938273639732e-06)	(26, 0.00025770668275287915)	(28, 4.84089901303751e-05)	(30, 0.0)	(32, 0.0006862686247894351)	(34, 0.0019007647595309042)	(36, 0.001811065748406974)	(38, 0.004809575548835502)	(40, 0.002750769674467196)	(42, 0.0032889637412107787)	(44, 0.007899208154215324)	(46, 0.011138339111468363)	(48, 0.00814837207400402)	(50, 0.0031679412658848403)	(52, 0.003394324484435712)	(54, 0.008635309562962499)	(56, 0.000585179263046593)	(58, 0.0004641567877206553)	(60, 0.0003616436321504492)	(62, 0.0012130723409141053)	(64, 0.0014736266113217125)	(66, 0.0007788152235680934)	(68, 0.002559981301600424)	(70, 0.0007531869346755419)	(72, 0.0010450646692851564)	(74, 0.0008613952655552038)	(76, 0.00034455810622208155)	(78, 8.115624815974648e-05)	(80, 0.0008400383581447442)	(82, 0.0013198568779664032)	(84, 0.00037872915807881687)	(86, 0.0024062115682451147)	(88, 5.4104165439830986e-05)	(90, 0.0011361874742364508)	(92, 0.0008428859457994722)	(94, 0.0006734544803431593)	(96, 0.0018680175015015328)	(98, 0.0016914670669084004)	(100, 0.0007147445013367146)
ERR579135_2	(1, 0.021915034590786277)	(2, 0.04897566007366596)	(3, 0.0426625582431341)	(4, 0.05128220607399559)	(5, 0.0437531843148949)	(6, 0.05065573678995544)	(7, 0.018910829615048294)	(8, 0.016396409715923516)	(9, 0.011817488767120979)	(10, 0.01103724974972552)	(12, 0.011433064433732706)	(14, 0.008591171954314214)	(16, 0.008910101771643746)	(18, 0.009791430150782045)	(20, 0.009842686728567147)	(22, 0.010748219602770634)	(24, 0.0062675404280562105)	(26, 0.011596800723879561)	(28, 0.016477565964083264)	(30, 0.023781628298460446)	(32, 0.016353695901102597)	(34, 0.016965927246869107)	(36, 0.017054202464165672)	(38, 0.018909405821220932)	(40, 0.038987746374707685)	(42, 0.028457367227523737)	(44, 0.025473095365368847)	(46, 0.027281313526121093)	(48, 0.027195885896479255)	(50, 0.019043242440993143)	(52, 0.020139563688063404)	(54, 0.01896350998666076)	(56, 0.029263234533811744)	(58, 0.03874712521788317)	(60, 0.03422230843452046)	(62, 0.03502248056549902)	(64, 0.030328232316679995)	(66, 0.019215521494104184)	(68, 0.021956324611779834)	(70, 0.017293399827162822)	(72, 0.01592086257758395)	(74, 0.02181964040435289)	(76, 0.023458427099648824)	(78, 0.021711432073473227)	(80, 0.02466010908994402)	(82, 0.02176268865125833)	(84, 0.019809243520114962)	(86, 0.02257852251433789)	(88, 0.014749080257663399)	(90, 0.01417529134523572)	(92, 0.02106930105733208)	(94, 0.013467665813035823)	(96, 0.021124829016599272)	(98, 0.023323166686049248)	(100, 0.024422335520774236)
