Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
ERR579136_1	(1, 0.006711333718738087)	(2, 0.032865477116195196)	(3, 0.002100679980622786)	(4, 8.673775403861825e-05)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 1.2197496661680692e-05)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 2.4394993323361384e-05)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 1.8973883695947743e-05)	(32, 0.0008321403278079938)	(34, 0.000346951016154473)	(36, 0.001252276323932551)	(38, 0.012099916688387245)	(40, 0.0036551831662836472)	(42, 0.008128953886306755)	(44, 0.004958960031676628)	(46, 0.010621309037510174)	(48, 0.005156830533077225)	(50, 0.005005039463509643)	(52, 0.002619751227447642)	(54, 0.0032906135438400797)	(56, 0.003091387765032629)	(58, 0.0026102642855996678)	(60, 0.0021467594124558015)	(62, 0.006569029591018479)	(64, 0.00682382174350692)	(66, 0.0034979709870886517)	(68, 0.00926738690806362)	(70, 0.017248615557023353)	(72, 0.0009893525070029893)	(74, 0.0004946762535014946)	(76, 0.0030019394561803035)	(78, 0.0035304976448531336)	(80, 0.0007779292315338574)	(82, 0.004964381141304042)	(84, 0.0038801592158213133)	(86, 0.007023047522314371)	(88, 0.002534368750815877)	(90, 0.002469315435286913)	(92, 0.0010869324802964349)	(94, 0.001654793713768014)	(96, 0.0006193617749320084)	(98, 6.234276071525687e-05)	(100, 0.0001734755080772365)
ERR579136_2	(1, 0.047784370810837536)	(2, 0.03364882745735647)	(3, 0.028935172636320308)	(4, 0.029818813505588734)	(5, 0.025002157601631714)	(6, 0.0029816102950775024)	(7, 0.0002981610295077502)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.00020464688843486493)	(26, 0.0013606985164808238)	(28, 0.002190128289475111)	(30, 0.0023215901979398916)	(32, 0.0003035821391351639)	(34, 9.486941847973872e-06)	(36, 0.0014691207090290967)	(38, 0.0011316566347225974)	(40, 0.008587037649823206)	(42, 0.010617243205289615)	(44, 0.0042325313416032)	(46, 0.001137077744350011)	(48, 0.0013132638072409545)	(50, 0.00046892598277127986)	(52, 0.0015206212504895263)	(54, 0.0004797682020261072)	(56, 0.00776167370904948)	(58, 0.012318116350890645)	(60, 0.010026342255901528)	(62, 0.012650159315569731)	(64, 0.00505518472756322)	(66, 0.0012278813306091894)	(68, 0.0002371735461993468)	(70, 0.001413554335348107)	(72, 0.0004431757120410651)	(74, 0.0001490805147538751)	(76, 0.0059442467064590564)	(78, 0.007406591028453887)	(80, 0.0019109411436633084)	(82, 0.004782773968785684)	(84, 0.0046269170669975416)	(86, 0.0007589553478379097)	(88, 0.001282092426883326)	(90, 0.002522171254154196)	(92, 0.0009080358625917847)	(94, 0.00017618606289094332)	(96, 0.0019028094792221876)	(98, 0.0016182012237829716)	(100, 0.0006803492582404119)
ERR579138_1	(1, 0.008808737456002807)	(2, 0.042087263551096495)	(3, 0.0005386203599365578)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0002101344005133656)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.00012680524168909993)	(32, 0.0)	(34, 0.0004359684976168102)	(36, 0.00023187244194578272)	(38, 0.002228149246822756)	(40, 0.004217180037888923)	(42, 0.0001799426763016751)	(44, 0.0010542950094722307)	(46, 0.0061893034633965435)	(48, 0.0008634833124543472)	(50, 0.006021437476779545)	(52, 0.0008683139883282177)	(54, 4.347608286483426e-05)	(56, 6.6421793265719e-05)	(58, 0.0003152016007700484)	(60, 0.0003743773802249617)	(62, 0.0028054150137502773)	(64, 0.000474613904607774)	(66, 0.004079505775483615)	(68, 0.007946461812516929)	(70, 0.002365823509228064)	(72, 0.0012571833961747905)	(74, 0.0034853326429975465)	(76, 1.2076689684676183e-06)	(78, 0.00029346355933763127)	(80, 0.0)	(82, 0.0)	(84, 0.0014516181000980772)	(86, 0.0004395915045222131)	(88, 0.0)	(90, 0.0018465258527869885)	(92, 0.0015204552313007314)	(94, 0.0010023652438281233)	(96, 5.676044151797806e-05)	(98, 0.0004142304561843931)	(100, 0.0002101344005133656)
ERR579138_2	(1, 0.08393057797056254)	(2, 0.04027334476045814)	(3, 0.035720432749335215)	(4, 0.03813577068627045)	(5, 0.036406388723424825)	(6, 0.005335481502689938)	(7, 0.00015941230383772562)	(8, 7.487547604499234e-05)	(9, 3.381473111709331e-05)	(10, 1.2076689684676182e-05)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 2.294571040088475e-05)	(20, 3.260706214862569e-05)	(22, 6.159111739184853e-05)	(24, 0.0)	(26, 2.65687173062876e-05)	(28, 0.0022112418812642093)	(30, 0.0028621754552682556)	(32, 0.002720878185957544)	(34, 0.0005651890772428454)	(36, 0.0028078303516872126)	(38, 0.0066929014232475405)	(40, 0.007976653536728618)	(42, 0.0019685004186022178)	(44, 0.002394807564471287)	(46, 0.0039913459407854785)	(48, 0.002627887675385537)	(50, 0.0020252608601201956)	(52, 0.0005241283323149463)	(54, 0.0004444221803960835)	(56, 0.0076312602117468795)	(58, 0.013335080749819442)	(60, 0.01474080742911575)	(62, 0.011575507062762122)	(64, 0.0034792942981552084)	(66, 0.0006654256016256577)	(68, 0.0009335281126254689)	(70, 0.0017064362524447448)	(72, 8.453682779273328e-06)	(74, 0.0008332915882426566)	(76, 0.00553716222042403)	(78, 0.0008791830090444262)	(80, 0.0012982441411026897)	(82, 0.0005833041117698596)	(84, 0.0026266800064170697)	(86, 0.001167815892508187)	(88, 0.00010869020716208564)	(90, 0.0)	(92, 0.00034539332498173883)	(94, 0.0008284609123687863)	(96, 0.0010965634233685974)	(98, 0.000300709573148437)	(100, 0.00014733561415304945)
ERR579139_1	(1, 0.008854237416398947)	(2, 0.03936973422648818)	(3, 0.0005234031970285092)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00017719379066069322)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.00013221382841605573)	(32, 0.0)	(34, 0.0004525256807642319)	(36, 0.00022489981122318756)	(38, 0.0022680805204568734)	(40, 0.003869639782197754)	(42, 0.0002221737529053307)	(44, 0.0011013275604141548)	(46, 0.006226317197984973)	(48, 0.0008300847577874014)	(50, 0.005925087753861796)	(52, 0.0009214077114356047)	(54, 3.8164816449995464e-05)	(56, 7.905569121784774e-05)	(58, 0.00031622276487139095)	(60, 0.0003693809020695989)	(62, 0.0028173812715050223)	(64, 0.0004811492931017285)	(66, 0.00400185361061381)	(68, 0.007958727258982983)	(70, 0.002413924640462213)	(72, 0.00122536321387664)	(74, 0.0032862633021763952)	(76, 0.0)	(78, 0.0003475724355267444)	(80, 0.0)	(82, 0.0)	(84, 0.0015633944452908856)	(86, 0.0005070468471213683)	(88, 1.3630291589284093e-06)	(90, 0.0019000626475462025)	(92, 0.0014339066751926867)	(94, 0.0009336749738659603)	(96, 6.269934131070683e-05)	(98, 0.0003598396979571001)	(100, 0.0001908240822499773)
ERR579139_2	(1, 0.0785595486039978)	(2, 0.03769048230268837)	(3, 0.033372405927203176)	(4, 0.03537878484914579)	(5, 0.03369680686702814)	(6, 0.004991412779995835)	(7, 0.0001281247409392705)	(8, 7.905569121784774e-05)	(9, 2.453452486071137e-05)	(10, 6.815145794642048e-06)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 2.317149570178296e-05)	(20, 2.9986641496425005e-05)	(22, 5.0432078880351145e-05)	(24, 0.0)	(26, 2.180846654285455e-05)	(28, 0.002029550417644402)	(30, 0.0026592698890693265)	(32, 0.002676989268135396)	(34, 0.0005043207888035115)	(36, 0.0026020226643943332)	(38, 0.006598424158372429)	(40, 0.007777444380845504)	(42, 0.0017951094023087152)	(44, 0.0023021562494300834)	(46, 0.00390780459864775)	(48, 0.002374396794853289)	(50, 0.0018319111895997824)	(52, 0.0004920535263731558)	(54, 0.0003911893686124535)	(56, 0.007470762820086612)	(58, 0.013128696858798439)	(60, 0.014182318398650098)	(62, 0.011344491689761151)	(64, 0.0033871274599370973)	(66, 0.0006338085589017104)	(68, 0.0008505301951713274)	(70, 0.0015565792994962433)	(72, 9.541204112498866e-06)	(74, 0.0007210424250731285)	(76, 0.005367608827860077)	(78, 0.0008014611454499048)	(80, 0.0012866995260284184)	(82, 0.0005424856052535069)	(84, 0.0025447754397193404)	(86, 0.001054984569010589)	(88, 8.859689533034661e-05)	(90, 0.0)	(92, 0.0003134967065535342)	(94, 0.000832810816105258)	(96, 0.0011435814643409356)	(98, 0.0003339421439374603)	(100, 0.00012539868262141367)
ERR579140_1	(1, 0.0002839011396789837)	(2, 0.0016546113296915768)	(3, 0.07609215936692884)	(4, 0.02305144175534123)	(5, 0.0)	(6, 0.00541630143043811)	(7, 0.0)	(8, 0.0003837101340973764)	(9, 0.00020848989945175363)	(10, 2.21797765374206e-06)	(12, 0.0002739202402371444)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.00020516293297114055)	(32, 9.64820279377796e-05)	(34, 2.328876536429163e-05)	(36, 0.00010978989386023197)	(38, 0.0019972888771947247)	(40, 0.000444704519575283)	(42, 0.005773395832690582)	(44, 0.0022734270950856114)	(46, 0.0035565271677753933)	(48, 0.0034589361510107422)	(50, 0.0023211136146410656)	(52, 0.0008273056648457884)	(54, 0.0004358326089603148)	(56, 0.0026915158828159894)	(58, 0.0007829461117709472)	(60, 0.0035410013241991985)	(62, 0.0040677710169629375)	(64, 0.006343416089702291)	(66, 0.007016572307613006)	(68, 0.004797485665044075)	(70, 0.0031040597264120127)	(72, 8.650112849594033e-05)	(74, 0.0002406505754310135)	(76, 0.0005655843017042252)	(78, 1.885281005680751e-05)	(80, 8.53921396690693e-05)	(82, 0.0026837529610278924)	(84, 0.0042008496761874615)	(86, 0.005304293558924136)	(88, 0.00712858017912698)	(90, 0.00021292585475923774)	(92, 0.0014583203073354045)	(94, 0.001290862994477879)	(96, 0.0010524303967006073)	(98, 0.0017843630224354872)	(100, 0.06355836764563247)
ERR579140_2	(1, 0.12703910607338398)	(2, 0.01205914450339558)	(3, 0.010750537687687764)	(4, 0.006862422860677934)	(5, 0.0018919349386419771)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.00028833709498646775)	(16, 0.0)	(18, 0.0)	(20, 6.432135195851974e-05)	(22, 0.00047021126259331667)	(24, 0.0032970237822875724)	(26, 0.0054052115421694006)	(28, 0.008263075749016044)	(30, 0.0072505689500827935)	(32, 0.010554246665331592)	(34, 0.007413590307632835)	(36, 0.005570450877373183)	(38, 0.009133631978109803)	(40, 0.022940542872654127)	(42, 0.02265775072180201)	(44, 0.010984534330157551)	(46, 0.008623497117749129)	(48, 0.006387775642777133)	(50, 0.007710799313234271)	(52, 0.008769883642896105)	(54, 0.008829769039547141)	(56, 0.020171397771957162)	(58, 0.0235194350402808)	(60, 0.02403400585594896)	(62, 0.020496331498230377)	(64, 0.006341198112048549)	(66, 0.006327890246126097)	(68, 0.005353089067306462)	(70, 0.009652638749085445)	(72, 0.006321236313164871)	(74, 0.007547777955684229)	(76, 0.009424187050750012)	(78, 0.011705377067623722)	(80, 0.008346249911031372)	(82, 0.01665812116842974)	(84, 0.00891737915686995)	(86, 0.015974984051077185)	(88, 0.008362884743434437)	(90, 0.009510688179245953)	(92, 0.006509764413732946)	(94, 0.013407674916870753)	(96, 0.00934544884404217)	(98, 0.005602611553352443)	(100, 0.04082409669477635)
ERR579141_1	(1, 0.05301896547197345)	(2, 0.4472673635599513)	(3, 0.010290422212212099)	(4, 0.000423474165111609)	(5, 0.0)	(6, 0.00010889335674298518)	(7, 0.0)	(8, 0.0001814889279049753)	(9, 0.001155479507661676)	(10, 0.0009074446395248765)	(12, 0.0029522198939209315)	(14, 0.00043859824243702364)	(16, 2.117370825558045e-05)	(18, 0.0)	(20, 0.0)	(22, 8.771964848740473e-05)	(24, 0.0017937155707941728)	(26, 0.0)	(28, 0.00021476189802088744)	(30, 0.003678175605540833)	(32, 0.0016364251666098606)	(34, 0.0006563849559229941)	(36, 0.0006321864322023306)	(38, 0.0001391415113938144)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 2.117370825558045e-05)	(48, 0.0021566934266041234)	(50, 0.002513621651483908)	(52, 0.0)	(54, 0.000653360140457911)	(56, 0.002434976449391752)	(58, 0.0009558416869662032)	(60, 0.0)	(62, 0.0006926827415039891)	(64, 0.0004143997187163602)	(66, 0.0027132594721793806)	(68, 0.0011857276623125053)	(70, 0.0)	(72, 0.0012915962035904077)	(74, 0.0008802213003391302)	(76, 0.0009528168715011203)	(78, 0.001040536519988525)	(80, 0.0)	(82, 0.0015698792263780363)	(84, 0.007574137924567636)	(86, 0.0014912340242858803)	(88, 0.0018723607728863287)	(90, 0.003088336589849663)	(92, 0.00018753855883514115)	(94, 0.0006926827415039891)	(96, 0.002056874516256387)	(98, 0.0006715090332484086)	(100, 0.003009691387757507)
ERR579141_2	(1, 0.16066609824334446)	(2, 0.02777385560039139)	(3, 0.045196792679269016)	(4, 0.06085928715746839)	(5, 0.0809743100002698)	(6, 0.023121689415093852)	(7, 0.0345191940875263)	(8, 0.03470068301543128)	(9, 0.042897932925805994)	(10, 0.024455633035195424)	(12, 0.03597715514169627)	(14, 0.0426317491648787)	(16, 0.038502876055040505)	(18, 0.06071712083060949)	(20, 0.05339101777417865)	(22, 0.03829416378794979)	(24, 0.030962011100588785)	(26, 0.026113231910060864)	(28, 0.029933573842460592)	(30, 0.03983681967514208)	(32, 0.039029193945964935)	(34, 0.02910477440502787)	(36, 0.052090347124193)	(38, 0.03744419064226148)	(40, 0.028396967586198467)	(42, 0.04180899935837615)	(44, 0.05148840884664149)	(46, 0.03379626319137149)	(48, 0.035357067971354274)	(50, 0.04611633658065422)	(52, 0.03805822818167332)	(54, 0.041939066423374714)	(56, 0.04791912659784364)	(58, 0.06403836821127053)	(60, 0.057795149091339384)	(62, 0.038427255668413436)	(64, 0.05349386149999147)	(66, 0.042625699533948534)	(68, 0.0376196299392363)	(70, 0.05397480715893966)	(72, 0.034885196758801335)	(74, 0.03463716189066454)	(76, 0.033923305440904966)	(78, 0.054479951341608504)	(80, 0.05184231225605619)	(82, 0.06050538374805368)	(84, 0.06916240560912101)	(86, 0.038508925685970676)	(88, 0.058654196683422935)	(90, 0.04905343239724974)	(92, 0.05591068905659273)	(94, 0.04402921390974701)	(96, 0.06592887787694736)	(98, 0.06541768406334836)	(100, 0.0717486228317669)
ERR579142_1	(1, 0.06901315388172884)	(2, 0.019477641477406448)	(3, 0.0)	(4, 0.016803478782265336)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 1.940355517582602e-05)	(18, 0.0010019290308971981)	(20, 5.768648730420093)	(22, 0.0)	(24, 0.0)	(26, 1.940355517582602e-05)	(28, 0.00038807110351652037)	(30, 1.7639595614387293e-06)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 1.2347716930071103e-05)	(46, 0.00037219546746357184)	(48, 0.0002451903790399834)	(50, 0.0011536295531809288)	(52, 0.0005979822913277291)	(54, 0.00033515231667335856)	(56, 0.003898350630779592)	(58, 0.008274734302709079)	(60, 0.003473236376472858)	(62, 0.000769086368787286)	(64, 2.6459393421580936e-05)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 1.7639595614387293e-06)	(74, 0.0)	(76, 0.003815444531391971)	(78, 0.003642576494370976)	(80, 0.00978644764686207)	(82, 0.013307310931493774)	(84, 0.014258085135109247)	(86, 0.014452120686867506)	(88, 0.004588058819302134)	(90, 0.007341599694707991)	(92, 0.008736891707806026)	(94, 0.004953198448519952)	(96, 0.0023143149446076127)	(98, 0.004540431911143289)	(100, 0.07938876402211145)
ERR579142_2	(1, 0.05006822819187688)	(2, 0.049842441368012726)	(3, 0.06459972705900914)	(4, 0.03682794772371779)	(5, 0.06859333150610643)	(6, 0.005030812669223256)	(7, 0.007207538768038647)	(8, 0.00763441698190682)	(9, 0.013970559726594734)	(10, 0.013421968302987291)	(12, 0.008251802828410374)	(14, 0.02279212149334982)	(16, 0.03450834090042586)	(18, 0.020617159354095867)	(20, 0.02903653834084292)	(22, 0.03185534572002201)	(24, 0.025933733472272198)	(26, 0.025619748670336104)	(28, 0.03029776942727161)	(30, 0.03227164017652155)	(32, 0.043403988968761374)	(34, 0.04547664145345187)	(36, 0.03609766846528215)	(38, 0.03263325188661649)	(40, 0.03196647517239265)	(42, 0.03563198314106233)	(44, 0.037402998540746815)	(46, 0.03174598022721281)	(48, 0.03127853094343155)	(50, 0.03657217358730917)	(52, 0.03988841756281398)	(54, 0.03547851865921716)	(56, 0.022675700162294865)	(58, 0.022776245857296873)	(60, 0.022008923448071024)	(62, 0.01536408778013133)	(64, 0.010564353813456549)	(66, 0.007923706349982771)	(68, 0.006004518347137435)	(70, 0.008087754589196574)	(72, 0.013192653560000257)	(74, 0.013499582523690594)	(76, 0.01311680329885839)	(78, 0.006140343233368217)	(80, 0.007129924547335343)	(82, 0.0016898732598583024)	(84, 0.0026459393421580935)	(86, 0.0005803426957133419)	(88, 0.010389721816874115)	(90, 0.019983897871539362)	(92, 0.024007489631181104)	(94, 0.013342590122722547)	(96, 0.0023213707828533678)	(98, 0.005845761986607949)	(100, 0.0022278809260971146)
ERR579143_1	(1, 0.00729462780420639)	(2, 0.01095720243393345)	(3, 13.873199377209705)	(4, 0.06607132024751373)	(5, 0.0029147989761577836)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 7.630363811931371e-06)	(10, 0.0007058086526036518)	(12, 0.0)	(14, 0.0)	(16, 9.919472955510783e-05)	(18, 0.0)	(20, 0.00011827063908493625)	(22, 0.0003624422810667401)	(24, 0.0)	(26, 0.0)	(28, 0.00014116173052073036)	(30, 0.00038914855440849987)	(32, 0.0017473533129322841)	(34, 0.000618059468766441)	(36, 0.005280211757856509)	(38, 0.003910561453614827)	(40, 0.0027087791532356366)	(42, 0.0011674456632255)	(44, 9.919472955510783e-05)	(46, 0.00322764389244697)	(48, 0.0005379406487411617)	(50, 0.0008164489278766567)	(52, 0.0007859274726289312)	(54, 2.289109143579411e-05)	(56, 0.00024035646007583816)	(58, 0.00043874591918605387)	(60, 0.00019075909529828427)	(62, 1.1445545717897056e-05)	(64, 0.0005150495573053676)	(66, 4.959736477755391e-05)	(68, 0.0023120002350152055)	(70, 0.0013009770299342988)	(72, 0.0012819011204044703)	(74, 0.002533280785561215)	(76, 0.0031437098905157247)	(78, 0.0017435381310263183)	(80, 0.00011064027527300487)	(82, 0.008446812739808027)	(84, 0.0014879209433266173)	(86, 0.0012666403927806076)	(88, 0.0033039475305662834)	(90, 0.02208227287172939)	(92, 0.005051300843498568)	(94, 0.005959314137118401)	(96, 0.011914813092330835)	(98, 0.008546007469363135)	(100, 0.09923669655607344)
ERR579143_2	(1, 0.9033129895116834)	(2, 2.026761974997587)	(3, 0.046232374336492174)	(4, 0.0300636334190096)	(5, 0.050780071168403274)	(6, 0.03342862386007133)	(7, 1.4488458502457167)	(8, 0.5769394381839429)	(9, 0.06066902266866633)	(10, 0.05010859915295331)	(12, 0.466963004562576)	(14, 0.5045845133373037)	(16, 0.06997425133731663)	(18, 0.08447194257998625)	(20, 0.3744105067057545)	(22, 0.08125574423325717)	(24, 0.37328884322540057)	(26, 0.36342659799847926)	(28, 0.37957244782452604)	(30, 0.1381553671788294)	(32, 0.3985682385343292)	(34, 0.12117017733347017)	(36, 0.11767165552569964)	(38, 0.11684757623401106)	(40, 0.12848769622911235)	(42, 0.14096334106162015)	(44, 0.1534542466217518)	(46, 0.15949749476080144)	(48, 0.15791037908791972)	(50, 0.17914186639461877)	(52, 0.1853606129013428)	(54, 0.18951916117884543)	(56, 0.202242792835241)	(58, 0.21426824620284485)	(60, 0.2254467291873243)	(62, 0.22715593068119694)	(64, 0.2403564600758382)	(66, 0.2411652786399029)	(68, 0.2666049115888821)	(70, 0.25211485071002443)	(72, 0.2702331495814555)	(74, 0.3050085326543327)	(76, 0.536342087522562)	(78, 0.2914493761605306)	(80, 0.28687115787337186)	(82, 0.28663461659520195)	(84, 0.2971568882918553)	(86, 0.3078737342657129)	(88, 0.32156260694431776)	(90, 0.30886186637935803)	(92, 0.3186821446053137)	(94, 0.33202002054856977)	(96, 0.3238173794507435)	(98, 0.3499361147789846)	(100, 0.46243056845828884)
ERR579144_1	(1, 0.008208096199114667)	(2, 0.04170792134394426)	(3, 0.002703843453826008)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00011786712535060856)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 6.816412068468929e-05)	(30, 1.4200858475976933e-06)	(32, 0.0013860037872553486)	(34, 0.0024382874003252395)	(36, 0.00016757013001652781)	(38, 0.006636061165824021)	(40, 0.010216097587617805)	(42, 0.0030915268902201786)	(44, 0.0015265922861675202)	(46, 0.00470332432724356)	(48, 0.0024283467993920557)	(50, 0.0012510956317335678)	(52, 0.0024595886880392046)	(54, 0.004172212220242023)	(56, 0.0009443570886524661)	(58, 0.0009173754575481099)	(60, 0.010403548919500702)	(62, 0.0004430667844504803)	(64, 0.000940096831109673)	(66, 0.004014582691158679)	(68, 0.00774514821279782)	(70, 0.0032150743589611777)	(72, 0.0027350853424731574)	(74, 0.004314220805001792)	(76, 5.680343390390773e-06)	(78, 3.834231788513772e-05)	(80, 0.0)	(82, 0.0010267220678131322)	(84, 0.0020037411309603453)	(86, 0.0002939577704527225)	(88, 5.9643605599103124e-05)	(90, 0.0035104522152614977)	(92, 0.0001320679838265855)	(94, 0.0001874513318828955)	(96, 0.0009358365735668799)	(98, 0.00030531845723350405)	(100, 0.00033940051757584867)
ERR579144_2	(1, 0.08010988283468107)	(2, 0.04034179875855527)	(3, 0.033264090894128365)	(4, 0.0386007735094005)	(5, 0.030693735509976543)	(6, 0.0012525157175811655)	(7, 0.0012581960609715562)	(8, 0.00022153339222524016)	(9, 0.00014484875645496474)	(10, 7.100429237988466e-06)	(12, 8.662523670345929e-05)	(14, 2.8401716951953866e-06)	(16, 2.8401716951953866e-06)	(18, 0.0)	(20, 5.254317636111466e-05)	(22, 0.00011502695365541315)	(24, 0.00010082609517943622)	(26, 0.00030247828553830867)	(28, 0.00398334080251153)	(30, 0.003506191957718705)	(32, 0.00037348257791819335)	(34, 0.0028685734121473403)	(36, 0.007462551129125879)	(38, 0.004839652568612939)	(40, 0.008436730020577897)	(42, 0.0036268992547645084)	(44, 0.0015436333163386926)	(46, 0.01100140506133933)	(48, 0.009331384104564444)	(50, 0.0032406359042179366)	(52, 0.0016884820727936574)	(54, 0.002904075558337283)	(56, 0.013546198900234396)	(58, 0.019557422293115433)	(60, 0.01672009076961524)	(62, 0.01542213230491095)	(64, 0.003023362769535489)	(66, 0.003046084143097052)	(68, 0.0017211440472884043)	(70, 0.0008605720236442021)	(72, 0.0007143031813416397)	(74, 0.0004033043807177449)	(76, 0.00960972093069359)	(78, 0.009170914403785903)	(80, 0.007752248642035807)	(82, 0.00117583108181089)	(84, 0.002121608256310954)	(86, 0.0019313167527328628)	(88, 0.001593336321004612)	(90, 0.00035218129020422797)	(92, 0.0016458794973657263)	(94, 0.0019369970961232534)	(96, 0.0029452580479176157)	(98, 0.0008421109076254321)	(100, 0.00037064240622299797)
ERR579145_1	(1, 0.010443350008021374)	(2, 0.04611245821426232)	(3, 3.416581245808519e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.00024105878789871217)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 1.898100692115844e-06)	(32, 0.0)	(34, 2.847151038173766e-05)	(36, 0.001579219775840382)	(38, 0.005986609582933372)	(40, 4.365631591866441e-05)	(42, 0.002027171539179721)	(44, 0.0041644329185021615)	(46, 0.006147948141763219)	(48, 0.0006795200477774722)	(50, 0.0037164811551628225)	(52, 0.0034716261658798786)	(54, 0.0011977015367250975)	(56, 0.0005466529993293631)	(58, 0.0007725269816911486)	(60, 0.001131268012501043)	(62, 0.003454543259650836)	(64, 0.0008142851969176971)	(66, 0.0008940054259865626)	(68, 0.004354242987713746)	(70, 0.006717378349397971)	(72, 0.0024618365976742497)	(74, 0.002347950556147299)	(76, 0.0)	(78, 0.0006168827249376493)	(80, 0.00011198794083483479)	(82, 0.0)	(84, 0.0006073922214770701)	(86, 0.0019246741018054659)	(88, 0.0026934048821123826)	(90, 0.004240356946186795)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
ERR579145_2	(1, 0.07687307803069168)	(2, 0.04016760684655549)	(3, 0.04307929330826119)	(4, 0.043014757884729256)	(5, 0.037597578509430636)	(6, 0.020165421753038724)	(7, 0.001021178172358324)	(8, 0.00023536448582236466)	(9, 0.0012945046720230057)	(10, 0.0012964027727151214)	(12, 0.0004650346695683818)	(14, 0.0005997998187086067)	(16, 0.00025054929135929143)	(18, 8.351643045309714e-05)	(20, 2.4675308997505968e-05)	(22, 0.001376123001783987)	(24, 0.0025301682225904202)	(26, 0.0015241748557690228)	(28, 0.005506390107828063)	(30, 0.004012584863132894)	(32, 0.003982215252059041)	(34, 0.002359339160299994)	(36, 0.0038873102174532487)	(38, 0.004255541751723722)	(40, 0.01591177810200712)	(42, 0.009183011148456453)	(44, 0.006685110637632003)	(46, 0.005897398850403927)	(48, 0.008550943617981878)	(50, 0.0012432559533358777)	(52, 0.0034868109714168054)	(54, 0.0022568417229257383)	(56, 0.009334859203825721)	(58, 0.015031059380865368)	(60, 0.016101588171218706)	(62, 0.018762725341565117)	(64, 0.007301993362569651)	(66, 0.009406987030126122)	(68, 0.005948647569091055)	(70, 0.006711684047321624)	(72, 0.0013951040087051454)	(74, 0.002027171539179721)	(76, 0.0037791184780026454)	(78, 0.006303592398516718)	(80, 0.001985413323953173)	(82, 0.0028053928229472176)	(84, 0.0012470521547201096)	(86, 0.0004859137771816561)	(88, 0.0)	(90, 0.000596003617324375)	(92, 0.0008161832976098128)	(94, 0.0)	(96, 0.003158439551680764)	(98, 0.0013362628872495542)	(100, 0.0011293699118089273)
