Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
ERR579150_2	(1.0, 31.10449321851924)	(2.0, 13.751431238932446)	(3.0, 8.185102750161848)	(4.0, 5.674417113010489)	(5.0, 3.864514687123499)	(6.0, 2.8944807878513275)	(7.0, 2.311873931100367)	(8.0, 1.8470527264952634)	(9.0, 1.5693594441116838)	('>10', 14.554695908549553)	('>50', 3.653918138325147)	('>100', 6.5594574528167024)	('>500', 1.7641490908020911)	('>1k', 1.716695529142517)	('>5k', 0.24513403262544226)	('>10k+', 0.3032239504326802)
ERR579151_1	(1.0, 25.355121606133295)	(2.0, 11.622856615909665)	(3.0, 6.700930530355712)	(4.0, 4.641746242067322)	(5.0, 3.478336358806431)	(6.0, 2.6893758488754944)	(7.0, 2.188991100184293)	(8.0, 1.800847442646801)	(9.0, 1.455036046234588)	('>10', 16.087436702653477)	('>50', 4.378479225617619)	('>100', 8.819917305881635)	('>500', 3.499464954778432)	('>1k', 5.838655020839137)	('>5k', 1.1428583932580072)	('>10k+', 0.29994660575809706)
ERR579151_2	(1.0, 27.365658361331075)	(2.0, 12.038953282918847)	(3.0, 7.004595059088417)	(4.0, 4.64417724878286)	(5.0, 3.3568491933097655)	(6.0, 2.6906790443449644)	(7.0, 2.05717786317377)	(8.0, 1.6957499766695225)	(9.0, 1.4536897977847374)	('>10', 14.558113084462821)	('>50', 4.009570971550819)	('>100', 8.421495445534541)	('>500', 3.3611905792860575)	('>1k', 6.035627089523526)	('>5k', 0.9768787666261152)	('>10k+', 0.3295942356119673)
ERR579152_1	(1.0, 33.76893323125296)	(2.0, 7.279741305999428)	(3.0, 3.5897415795145124)	(4.0, 2.368620460232533)	(5.0, 1.7987709544329231)	(6.0, 1.4499121585121602)	(7.0, 1.199501671576929)	(8.0, 1.0256384052774665)	(9.0, 0.919348517664058)	('>10', 15.319465611868113)	('>50', 7.3361434563218735)	('>100', 15.517573574825203)	('>500', 4.039988283466664)	('>1k', 3.3931515894188498)	('>5k', 0.09615831257264527)	('>10k+', 0.897310887063591)
ERR579152_2	(1.0, 34.00773703285988)	(2.0, 6.773800160320009)	(3.0, 3.4105513419423796)	(4.0, 2.2045525550872638)	(5.0, 1.6680977907230488)	(6.0, 1.2971168985697599)	(7.0, 1.1471953362291702)	(8.0, 0.9301121906654879)	(9.0, 0.8540437653639047)	('>10', 14.158068795477197)	('>50', 7.222611916462057)	('>100', 16.399651479939386)	('>500', 4.83281987044327)	('>1k', 4.64770997819577)	('>5k', 0.18281610142173638)	('>10k+', 0.2631147862995989)
ERR579153_1	(1.0, 20.51658635601841)	(2.0, 11.839701394698448)	(3.0, 7.265668608110229)	(4.0, 5.107959831398003)	(5.0, 3.911573002975389)	(6.0, 2.9848482456923042)	(7.0, 2.3951327533205147)	(8.0, 2.0161041572237948)	(9.0, 1.8109481429796606)	('>10', 19.407732476950436)	('>50', 5.720164735380702)	('>100', 10.44792273781266)	('>500', 2.8750864139021526)	('>1k', 2.8180246826106945)	('>5k', 0.2571781607124167)	('>10k+', 0.6253683002143535)
ERR579153_2	(1.0, 22.45742400183517)	(2.0, 11.884593211946832)	(3.0, 7.802065827069912)	(4.0, 5.262690660075895)	(5.0, 3.848843317961336)	(6.0, 2.919480310389364)	(7.0, 2.4187149611601826)	(8.0, 2.0078362230554614)	(9.0, 1.6049687587435653)	('>10', 17.94925634156473)	('>50', 5.434798127880965)	('>100', 10.044241514766448)	('>500', 2.702673420603604)	('>1k', 2.6976099794749144)	('>5k', 0.3714599868977394)	('>10k+', 0.5933433565738414)
ERR579154_1	(1.0, 25.25134635298668)	(2.0, 14.227431607336937)	(3.0, 8.22395817945636)	(4.0, 5.430434679451103)	(5.0, 3.8859248286222865)	(6.0, 2.9959635183805426)	(7.0, 2.3754120477730334)	(8.0, 1.9195137916374179)	(9.0, 1.6817520678881572)	('>10', 16.66715805484029)	('>50', 4.256852483411217)	('>100', 7.3634297154041)	('>500', 2.344624828941193)	('>1k', 2.641003472620092)	('>5k', 0.24096565145621604)	('>10k+', 0.4942287197944764)
ERR579154_2	(1.0, 27.4114576708278)	(2.0, 14.299465091629513)	(3.0, 8.485672985662335)	(4.0, 5.575545181206523)	(5.0, 3.953222474294206)	(6.0, 2.9501834229821675)	(7.0, 2.30812986926849)	(8.0, 1.925337561847084)	(9.0, 1.655158070705965)	('>10', 14.981864489007728)	('>50', 3.6102085987117274)	('>100', 7.133252070804017)	('>500', 2.3455266239015637)	('>1k', 2.507021636897152)	('>5k', 0.3283748306712366)	('>10k+', 0.5295794215824501)
ERR579155_1	(1.0, 45.683415904180336)	(2.0, 13.73658196068831)	(3.0, 5.604320717071586)	(4.0, 3.09057953124989)	(5.0, 2.059050406172644)	(6.0, 1.521069880505679)	(7.0, 1.142398722449802)	(8.0, 0.915726911747864)	(9.0, 0.7798494698876842)	('>10', 8.767641040420502)	('>50', 2.7878564964357673)	('>100', 4.308638686730511)	('>500', 0.6537230450373848)	('>1k', 0.7539251462666233)	('>5k', 0.42405541979598116)	('>10k+', 7.771166661359599)
ERR579155_2	(1.0, 48.91959975539964)	(2.0, 13.525883452254547)	(3.0, 5.796613099932022)	(4.0, 3.1124874097964845)	(5.0, 2.0909510766895463)	(6.0, 1.4942958910119204)	(7.0, 1.167237789485561)	(8.0, 0.9487226456192179)	(9.0, 0.7875633308578373)	('>10', 8.992749499697233)	('>50', 2.860939396450788)	('>100', 4.3191448840190505)	('>500', 0.697454554053189)	('>1k', 0.7959661997504084)	('>5k', 0.493604432232711)	('>10k+', 3.9967865827498756)
