Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR10898041_1	(0.0, 0.0003040337053179826)	(1.0, 0.0004719592983715195)	(2.0, 0.0006717023722141476)	(3.0, 0.0008201839492299064)	(4.0, 0.000973968439710514)	(5.0, 0.0010323004878238478)	(6.0, 0.0010676532442561715)	(7.0, 0.001143661670585667)	(8.0, 0.0012426493885961728)	(9.0, 0.001203761356520617)	(10.0, 0.0012497199398826377)	(11.0, 0.0014353219111523363)	(12.0, 0.001758799632508097)	(13.0, 0.002395149248289921)	(14.0, 0.0033708853258220513)	(15.0, 0.00478146030747176)	(16.0, 0.007537207671371381)	(17.0, 0.01248129065843183)	(18.0, 0.020748532750130694)	(19.0, 0.03432222358232132)	(20.0, 0.058091649369594066)	(21.0, 0.1049358192802444)	(22.0, 0.16482692395224371)	(23.0, 0.235877126192106)	(24.0, 0.3503705631738291)	(25.0, 0.5141475102600328)	(26.0, 0.6941407667217433)	(27.0, 0.906817646505137)	(28.0, 1.1312404796131703)	(29.0, 1.3565488992698331)	(30.0, 1.5891965511618464)	(31.0, 1.7861662012623587)	(32.0, 1.9695621605306801)	(33.0, 2.1478903021644284)	(34.0, 2.321611979635045)	(35.0, 2.449786933356077)	(36.0, 2.5701188780625985)	(37.0, 2.698737508876856)	(38.0, 2.7888994112440324)	(39.0, 2.8385488223775877)	(40.0, 2.901222188980811)	(41.0, 2.9704711682804463)	(42.0, 3.0042984532727153)	(43.0, 3.033328369217118)	(44.0, 2.993319654762657)	(45.0, 2.9016658660740364)	(46.0, 2.850109173730958)	(47.0, 2.7907147752868324)	(48.0, 2.725405860691579)	(49.0, 2.7057090724453103)	(50.0, 2.5949170690620518)	(51.0, 2.4608187610007835)	(52.0, 2.4455110174655874)	(53.0, 2.4050268084371123)	(54.0, 2.2345734932986643)	(55.0, 2.06153235638937)	(56.0, 1.920635713266166)	(57.0, 1.8063155047909614)	(58.0, 1.840701363334861)	(59.0, 2.0975020184214377)	(60.0, 2.204385774581103)	(61.0, 2.206061495235995)	(62.0, 2.210717453258132)	(63.0, 2.089959507836601)	(64.0, 1.9301721193137853)	(65.0, 1.5306364777695238)	(66.0, 1.0301050816494006)	(67.0, 0.7402990931576066)	(68.0, 0.695938454386327)	(69.0, 0.6130150288986689)	(70.0, 0.46263147358685086)	(71.0, 0.3568224412227281)	(72.0, 0.2772310130288165)	(73.0, 0.23588066146774922)	(74.0, 0.2071954348985619)	(75.0, 0.19855698886432363)	(76.0, 0.19897768666586826)	(77.0, 0.23131485297451462)	(78.0, 0.2545168670210486)	(79.0, 0.22557710060554853)	(80.0, 0.20970371296743523)	(81.0, 0.2557984044417203)	(82.0, 0.3735425273773956)	(83.0, 0.3417197436748395)	(84.0, 0.255238063252268)	(85.0, 0.2917592282846799)	(86.0, 0.3154738572994825)	(87.0, 0.24154417304820744)	(88.0, 0.1100831806167907)	(89.0, 0.07198528264749722)	(90.0, 0.07334459613232006)	(91.0, 0.035425229583009823)	(92.0, 0.002693880040143055)	(93.0, 0.0006681670965709151)	(94.0, 0.00028105441363697226)	(95.0, 0.0001909048847345472)	(96.0, 0.00013434047444282952)	(97.0, 6.36349615781824e-05)	(98.0, 2.6514567324242665e-05)	(99.0, 1.4141102572929421e-05)	(100.0, 7.0705512864647105e-06)
SRR10898041_2	(0.0, 0.0009580612912110198)	(1.0, 0.0009156379130024137)	(2.0, 0.000843164641896045)	(3.0, 0.0008537704864481965)	(4.0, 0.0009598289319697116)	(5.0, 0.001062352095973843)	(6.0, 0.001148966493149747)	(7.0, 0.0013045188799146357)	(8.0, 0.001491888800335979)	(9.0, 0.00155729150840758)	(10.0, 0.0017393585065528475)	(11.0, 0.002016878105667479)	(12.0, 0.0023633356943710947)	(13.0, 0.0030703919978478616)	(14.0, 0.0041645616274781595)	(15.0, 0.005976393405137376)	(16.0, 0.00910511754802207)	(17.0, 0.01458657154072571)	(18.0, 0.02354497490577635)	(19.0, 0.03715404110694543)	(20.0, 0.06033311437567255)	(21.0, 0.10497488173643695)	(22.0, 0.16287749006890812)	(23.0, 0.23427250031247468)	(24.0, 0.3451760491535643)	(25.0, 0.5015645299973145)	(26.0, 0.6766016208452643)	(27.0, 0.8830054969562021)	(28.0, 1.1058342909969054)	(29.0, 1.3264482311669676)	(30.0, 1.5529484150634738)	(31.0, 1.7538337167257758)	(32.0, 1.938520358475425)	(33.0, 2.1164033509448683)	(34.0, 2.2861092372646037)	(35.0, 2.4217951095425536)	(36.0, 2.548950347519057)	(37.0, 2.676512142870059)	(38.0, 2.7730288635761555)	(39.0, 2.8279035032889874)	(40.0, 2.8915138236312745)	(41.0, 2.9613921981038835)	(42.0, 2.994128904954858)	(43.0, 3.0170817202064724)	(44.0, 2.985561150197478)	(45.0, 2.9101164749757484)	(46.0, 2.8669931110267)	(47.0, 2.8073758911582978)	(48.0, 2.7403982151707025)	(49.0, 2.719730959420077)	(50.0, 2.6160941817379695)	(51.0, 2.4868160072102774)	(52.0, 2.463801324532109)	(53.0, 2.421153455947149)	(54.0, 2.2577209266800113)	(55.0, 2.090724833643351)	(56.0, 1.9510458608915155)	(57.0, 1.8377224118517765)	(58.0, 1.857991948431697)	(59.0, 2.077333187255501)	(60.0, 2.17802154015211)	(61.0, 2.190324319832606)	(62.0, 2.202881639782353)	(63.0, 2.0789876990056366)	(64.0, 1.89209504158914)	(65.0, 1.515797909238046)	(66.0, 1.0711089882924025)	(67.0, 0.7986519123106651)	(68.0, 0.7271985699220617)	(69.0, 0.6325449425756269)	(70.0, 0.48704866408693637)	(71.0, 0.3784925421733896)	(72.0, 0.29745505159115865)	(73.0, 0.25266126712514675)	(74.0, 0.2208631775170378)	(75.0, 0.20869473853420265)	(76.0, 0.20783036220320228)	(77.0, 0.2338959928308733)	(78.0, 0.2526559642028707)	(79.0, 0.22966426085456484)	(80.0, 0.2169867413332264)	(81.0, 0.25883917157677494)	(82.0, 0.3604449300271451)	(83.0, 0.33524721101199184)	(84.0, 0.2599598558177857)	(85.0, 0.2859494778928329)	(86.0, 0.30342967735553733)	(87.0, 0.23560176616301104)	(88.0, 0.11727766141693272)	(89.0, 0.07731483914442581)	(90.0, 0.07331290046674731)	(91.0, 0.037937105963045954)	(92.0, 0.006946828181659239)	(93.0, 0.0025418674109989785)	(94.0, 0.001320427646742863)	(95.0, 0.0008272558750678177)	(96.0, 0.0005497362759531866)	(97.0, 0.00043660726739690376)	(98.0, 0.00036236635553184326)	(99.0, 0.0004419101896729796)	(100.0, 0.0007901354191352875)
SRR10898042_1	(0.0, 0.00034803555199736775)	(1.0, 0.00035770320621951685)	(2.0, 0.0004529986549807009)	(3.0, 0.0006159676832969286)	(4.0, 0.0007609824966291652)	(5.0, 0.0007886043658353054)	(6.0, 0.0008397048238666649)	(7.0, 0.0012015513104671031)	(8.0, 0.0015302515540201725)	(9.0, 0.001218124431990787)	(10.0, 0.0009059973099614018)	(11.0, 0.00103167681484934)	(12.0, 0.0012871791050061377)	(13.0, 0.0016559310589081108)	(14.0, 0.002404483714394513)	(15.0, 0.0036543732959723615)	(16.0, 0.005575474299259419)	(17.0, 0.008720224108378492)	(18.0, 0.014436569940589226)	(19.0, 0.02398821231207254)	(20.0, 0.03964014449773194)	(21.0, 0.06449154022249637)	(22.0, 0.10030467474171757)	(23.0, 0.14705745056003064)	(24.0, 0.21017756497644213)	(25.0, 0.2936715701193027)	(26.0, 0.39581171806976834)	(27.0, 0.5303619862532586)	(28.0, 0.7078463068373131)	(29.0, 0.9206893821921478)	(30.0, 1.13936895851024)	(31.0, 1.3150868605585617)	(32.0, 1.4568561042590769)	(33.0, 1.5820480831555268)	(34.0, 1.7246984644837178)	(35.0, 1.8864852767979228)	(36.0, 2.0532771718122804)	(37.0, 2.1887886810441444)	(38.0, 2.268487441358081)	(39.0, 2.365105977654239)	(40.0, 2.486649107628558)	(41.0, 2.5358243213762495)	(42.0, 2.516576021819951)	(43.0, 2.516599500408776)	(44.0, 2.493486901350538)	(45.0, 2.4394543819029466)	(46.0, 2.3875501274776885)	(47.0, 2.2567481469454713)	(48.0, 2.120533661142311)	(49.0, 2.0795980509788112)	(50.0, 2.102368138858893)	(51.0, 2.149466188042283)	(52.0, 2.1543925484151982)	(53.0, 2.100456705509828)	(54.0, 1.8720708043526983)	(55.0, 1.6594127955215447)	(56.0, 1.5846638741693484)	(57.0, 1.6056937842894432)	(58.0, 1.9382887114005785)	(59.0, 2.6522076861828614)	(60.0, 3.089825103296123)	(61.0, 3.314406091970107)	(62.0, 3.4201495127585133)	(63.0, 3.265617584391302)	(64.0, 3.0948122317812916)	(65.0, 2.3853500455954193)	(66.0, 1.3998003712268734)	(67.0, 0.8559271476514313)	(68.0, 0.6975875446141526)	(69.0, 0.5933757564732265)	(70.0, 0.44374394770318354)	(71.0, 0.32019547002449894)	(72.0, 0.2753486031814095)	(73.0, 0.2572839007205938)	(74.0, 0.2563944765321561)	(75.0, 0.2773456643250135)	(76.0, 0.32072719100671715)	(77.0, 0.39917329955215564)	(78.0, 0.47802130629454337)	(79.0, 0.5109037604909931)	(80.0, 0.6123575049916861)	(81.0, 0.8753743246660143)	(82.0, 1.3363418889126866)	(83.0, 1.280099619928604)	(84.0, 1.0129920014248466)	(85.0, 1.116661019835872)	(86.0, 1.1706534875731143)	(87.0, 0.8837782783719825)	(88.0, 0.3899268788354001)	(89.0, 0.241724501796775)	(90.0, 0.2072372169994485)	(91.0, 0.08588329682919171)	(92.0, 0.010286384092366646)	(93.0, 0.0030094026500089854)	(94.0, 0.0015274893670995584)	(95.0, 0.0008217506088826738)	(96.0, 0.0005469130102815779)	(97.0, 0.0003977549165684203)	(98.0, 0.00017954214983991192)	(99.0, 9.667654222149104e-05)	(100.0, 4.419499072982447e-05)
SRR10898042_2	(0.0, 0.0013617584527772276)	(1.0, 0.0010206282927001735)	(2.0, 0.0006946901640435553)	(3.0, 0.0007195498518224499)	(4.0, 0.0008728512597923001)	(5.0, 0.0009916253236247968)	(6.0, 0.001070347668257963)	(7.0, 0.0013645206403082159)	(8.0, 0.0016352150183450687)	(9.0, 0.0014971056417956538)	(10.0, 0.0013203256398124032)	(11.0, 0.001526108610871031)	(12.0, 0.001760894551005036)	(13.0, 0.0022304664312730454)	(14.0, 0.00311160425365831)	(15.0, 0.0043932592680368775)	(16.0, 0.006574006323752133)	(17.0, 0.010195234176877782)	(18.0, 0.016154653774985022)	(19.0, 0.02615515373092813)	(20.0, 0.041938293282995226)	(21.0, 0.06573315776869387)	(22.0, 0.10109744472793696)	(23.0, 0.14860845135470105)	(24.0, 0.21000359360597778)	(25.0, 0.2897589963757337)	(26.0, 0.3905954143819923)	(27.0, 0.5231845591507267)	(28.0, 0.697126413445887)	(29.0, 0.9076603470578145)	(30.0, 1.1182329512951759)	(31.0, 1.2903476185385874)	(32.0, 1.4357201672007356)	(33.0, 1.5635334897283915)	(34.0, 1.7063427283617827)	(35.0, 1.8655773151481956)	(36.0, 2.0244611041181733)	(37.0, 2.1593331968812692)	(38.0, 2.247115516616077)	(39.0, 2.3421775815888046)	(40.0, 2.4660257839157267)	(41.0, 2.518753181694762)	(42.0, 2.503008712768129)	(43.0, 2.5065954132771173)	(44.0, 2.4876357580644135)	(45.0, 2.4404796925353813)	(46.0, 2.391721558238376)	(47.0, 2.274354828952918)	(48.0, 2.1504859102195137)	(49.0, 2.1095585775728605)	(50.0, 2.1241926471120363)	(51.0, 2.162657489574814)	(52.0, 2.165744234140693)	(53.0, 2.106103080971594)	(54.0, 1.8985233069240584)	(55.0, 1.708189250726248)	(56.0, 1.6363074635135744)	(57.0, 1.6586162711076011)	(58.0, 1.9601187077713318)	(59.0, 2.600692093707764)	(60.0, 2.9952622959468487)	(61.0, 3.196751446488556)	(62.0, 3.3216506611710184)	(63.0, 3.192731082537202)	(64.0, 2.9701098162896695)	(65.0, 2.309946996383468)	(66.0, 1.4744916124794527)	(67.0, 0.9944869499069006)	(68.0, 0.8130319455274522)	(69.0, 0.6789166921478467)	(70.0, 0.5154352420325391)	(71.0, 0.38237100100847465)	(72.0, 0.31980469124405886)	(73.0, 0.2909301638888728)	(74.0, 0.2842636242828325)	(75.0, 0.29992246539600514)	(76.0, 0.33919662880536217)	(77.0, 0.41667046467452173)	(78.0, 0.49291098381109516)	(79.0, 0.5248252985441338)	(80.0, 0.6205986268060909)	(81.0, 0.8651516620496702)	(82.0, 1.2661522368608953)	(83.0, 1.2318817761639238)	(84.0, 1.007733020211755)	(85.0, 1.0753513709703482)	(86.0, 1.1144584220340803)	(87.0, 0.8636407454702196)	(88.0, 0.4245026474186391)	(89.0, 0.26824017441556947)	(90.0, 0.21773081322391755)	(91.0, 0.10171617473487833)	(92.0, 0.02422024136547083)	(93.0, 0.009229849634797374)	(94.0, 0.004474743800201032)	(95.0, 0.002443154871159144)	(96.0, 0.001687696581433846)	(97.0, 0.00126922517048912)	(98.0, 0.0009419059480670073)	(99.0, 0.0009032353226331713)	(100.0, 0.0009999118862177615)
SRR10898043_1	(0.0, 0.00045072693098577223)	(1.0, 0.0006056643135121314)	(2.0, 0.0007418214072474167)	(3.0, 0.0007465164794451853)	(4.0, 0.0008028573458184068)	(5.0, 0.000766861792302182)	(6.0, 0.0007339962869178027)	(7.0, 0.0008576331881257053)	(8.0, 0.0010141355947179875)	(9.0, 0.00090458391010339)	(10.0, 0.0008044223698843296)	(11.0, 0.0009108440063670813)	(12.0, 0.0010579562685638264)	(13.0, 0.0013944364427372327)	(14.0, 0.001868638734711847)	(15.0, 0.002610460141959264)	(16.0, 0.004144183726563628)	(17.0, 0.006645092183908295)	(18.0, 0.011049069905415109)	(19.0, 0.018359297317340605)	(20.0, 0.030076632498904757)	(21.0, 0.0486925937630567)	(22.0, 0.07673312995219586)	(23.0, 0.11438291390610114)	(24.0, 0.1641616343709083)	(25.0, 0.23185518531833393)	(26.0, 0.3149360528819128)	(27.0, 0.4427515683458295)	(28.0, 0.6262365548586868)	(29.0, 0.8414101486583494)	(30.0, 1.062566829462035)	(31.0, 1.2110688330293196)	(32.0, 1.2961341511084885)	(33.0, 1.3910387754901143)	(34.0, 1.5649192093104034)	(35.0, 1.7702049810615654)	(36.0, 1.9578764069507666)	(37.0, 2.1003483727920504)	(38.0, 2.2179990569477983)	(39.0, 2.363619851209719)	(40.0, 2.5167637161565306)	(41.0, 2.6070233491104973)	(42.0, 2.6797171519485468)	(43.0, 2.7170007202710256)	(44.0, 2.6553559873383916)	(45.0, 2.6170629784933923)	(46.0, 2.535445408431451)	(47.0, 2.2957510175669102)	(48.0, 2.08458388537601)	(49.0, 2.0554055766909447)	(50.0, 2.098553290188437)	(51.0, 2.1018429707750066)	(52.0, 2.0953762913346137)	(53.0, 2.094254169079347)	(54.0, 1.8671097061994408)	(55.0, 1.6147902661951)	(56.0, 1.5213176388337935)	(57.0, 1.5590941897370385)	(58.0, 1.9544709145833183)	(59.0, 2.8608984230363657)	(60.0, 3.4809453077143275)	(61.0, 3.8075439199354975)	(62.0, 3.9528438842639035)	(63.0, 3.8160905163595014)	(64.0, 3.6828115018814485)	(65.0, 2.734599415892328)	(66.0, 1.4603396061532425)	(67.0, 0.8476154690797334)	(68.0, 0.6815429403243334)	(69.0, 0.5811716868804393)	(70.0, 0.4384352319720144)	(71.0, 0.31846048707837094)	(72.0, 0.28927122322484444)	(73.0, 0.26499926498644744)	(74.0, 0.24782469088701042)	(75.0, 0.27319999109188303)	(76.0, 0.32867383413258333)	(77.0, 0.38808840777127723)	(78.0, 0.4223405244780641)	(79.0, 0.43842740685168474)	(80.0, 0.5221953199802036)	(81.0, 0.7196184108241698)	(82.0, 1.0058394021445305)	(83.0, 0.9703211809684121)	(84.0, 0.8505686694921297)	(85.0, 0.9424840979078429)	(86.0, 0.9258995378812588)	(87.0, 0.6339912491053344)	(88.0, 0.2435850406924255)	(89.0, 0.14042804441118872)	(90.0, 0.11537357413983029)	(91.0, 0.04729972234438539)	(92.0, 0.006749948796325123)	(93.0, 0.0020392263578974347)	(94.0, 0.0010751715332889774)	(95.0, 0.0006823504927423496)	(96.0, 0.0005055027732930709)	(97.0, 0.0003881259683488594)	(98.0, 0.0002535338986794969)	(99.0, 0.00013459206966936254)	(100.0, 4.225564977991615e-05)
SRR10898043_2	(0.0, 0.0008357255586191522)	(1.0, 0.0008654611122029797)	(2.0, 0.0008951966657868073)	(3.0, 0.000859200995659016)	(4.0, 0.0008638960830669889)	(5.0, 0.000860766024795007)	(6.0, 0.0008826764326988799)	(7.0, 0.0010407443754339631)	(8.0, 0.0011315160653214366)	(9.0, 0.0010266591132100447)	(10.0, 0.0010063137344421627)	(11.0, 0.001200377347305037)	(12.0, 0.0014977328831433123)	(13.0, 0.0018968153128209975)	(14.0, 0.0025087417049934474)	(15.0, 0.003519750526843583)	(16.0, 0.005286668421377334)	(17.0, 0.007925307544658028)	(18.0, 0.012288608775800718)	(19.0, 0.01962233530705418)	(20.0, 0.03168714491640819)	(21.0, 0.05023117514876463)	(22.0, 0.0774548569693267)	(23.0, 0.11464620935701499)	(24.0, 0.16453933821240557)	(25.0, 0.23047714576997508)	(26.0, 0.31225930830031673)	(27.0, 0.43683562752519406)	(28.0, 0.6160549390331945)	(29.0, 0.8326784468913779)	(30.0, 1.0464035207897062)	(31.0, 1.1906569513413976)	(32.0, 1.27948487504197)	(33.0, 1.3808627673840541)	(34.0, 1.5508171064069882)	(35.0, 1.7431482320163207)	(36.0, 1.925845038264493)	(37.0, 2.0756277167536403)	(38.0, 2.2005389522136194)	(39.0, 2.3436796470496213)	(40.0, 2.4993656154397264)	(41.0, 2.595970168917038)	(42.0, 2.65805017965439)	(43.0, 2.691483897086564)	(44.0, 2.6443233091026133)	(45.0, 2.6104701638619936)	(46.0, 2.5371188132872353)	(47.0, 2.3240870472961506)	(48.0, 2.125359647608023)	(49.0, 2.0795543748558414)	(50.0, 2.1137127007779792)	(51.0, 2.1215660169823813)	(52.0, 2.11670660151513)	(53.0, 2.099258091677967)	(54.0, 1.8908071659679282)	(55.0, 1.6674555978541197)	(56.0, 1.577596319952929)	(57.0, 1.6145137922418187)	(58.0, 1.9755785341480123)	(59.0, 2.796419100654755)	(60.0, 3.349843138694729)	(61.0, 3.661163429513451)	(62.0, 3.844456511862436)	(63.0, 3.719589097218264)	(64.0, 3.5216770777099877)	(65.0, 2.659648074402236)	(66.0, 1.5672045264899495)	(67.0, 1.01058939404169)	(68.0, 0.8139231377256627)	(69.0, 0.6757310650176643)	(70.0, 0.5135815262959169)	(71.0, 0.38316921342292937)	(72.0, 0.3343262191177887)	(73.0, 0.2998188916983249)	(74.0, 0.27754852709317407)	(75.0, 0.2948311438419218)	(76.0, 0.34485730017387156)	(77.0, 0.40204346480297987)	(78.0, 0.43683093243778615)	(79.0, 0.4531479262096274)	(80.0, 0.5274539445573404)	(81.0, 0.7069518312515473)	(82.0, 0.9567148310643383)	(83.0, 0.9344648118379555)	(84.0, 0.8326894020953299)	(85.0, 0.8984503613605324)	(86.0, 0.8797169626027211)	(87.0, 0.6271431704616901)	(88.0, 0.27990702600111234)	(89.0, 0.16642676335041062)	(90.0, 0.12708349590073484)	(91.0, 0.058032845391679376)	(92.0, 0.015628380952005347)	(93.0, 0.006386883903978952)	(94.0, 0.0032599556902690903)	(95.0, 0.00181699882688546)	(96.0, 0.0012113325512569735)	(97.0, 0.000942147539866535)	(98.0, 0.0007355636939157333)	(99.0, 0.0007402587813237061)	(100.0, 0.000921802161098653)
SRR10898044_1	(0.0, 0.0005017903448975768)	(1.0, 0.0005671121649434152)	(2.0, 0.0006769715895659617)	(3.0, 0.0007912847746461788)	(4.0, 0.0010288186657219547)	(5.0, 0.0010941404857677931)	(6.0, 0.0010481182943718615)	(7.0, 0.0012500221017862712)	(8.0, 0.0014430183882853393)	(9.0, 0.001258929622701613)	(10.0, 0.0009976423425182592)	(11.0, 0.0010867175516716752)	(12.0, 0.0012529912754247184)	(13.0, 0.0015692082679193452)	(14.0, 0.0021778888638010214)	(15.0, 0.003187407900873069)	(16.0, 0.005080256095383159)	(17.0, 0.008108813206599303)	(18.0, 0.013276659924316654)	(19.0, 0.021856087152609838)	(20.0, 0.037487301772215126)	(21.0, 0.062355615581029644)	(22.0, 0.09539509524285086)	(23.0, 0.1384139675034931)	(24.0, 0.19696607165367191)	(25.0, 0.2723489365733886)	(26.0, 0.3656062267965575)	(27.0, 0.5161314535712768)	(28.0, 0.726916059338282)	(29.0, 0.9639644905241718)	(30.0, 1.18636895732524)	(31.0, 1.3751445634972554)	(32.0, 1.4937407815509327)	(33.0, 1.5867575687093873)	(34.0, 1.7768767259528002)	(35.0, 1.9091237198092383)	(36.0, 1.987984971646396)	(37.0, 2.122145597912813)	(38.0, 2.2002318954303366)	(39.0, 2.2360653674859363)	(40.0, 2.347366325909949)	(41.0, 2.467267495777724)	(42.0, 2.571075744525115)	(43.0, 2.6358675670764904)	(44.0, 2.510644153461799)	(45.0, 2.3518319630621733)	(46.0, 2.269519046870321)	(47.0, 2.1475632088447405)	(48.0, 2.0385826596191747)	(49.0, 2.0434402276916743)	(50.0, 2.057738283347617)	(51.0, 2.0372732540446195)	(52.0, 2.046878530764996)	(53.0, 2.035791636399034)	(54.0, 1.8568722021198445)	(55.0, 1.6857023110370017)	(56.0, 1.5930032254578612)	(57.0, 1.6005998562118282)	(58.0, 2.039774782835011)	(59.0, 3.149637043018382)	(60.0, 3.824160548919444)	(61.0, 4.0268393106534885)	(62.0, 4.07291940093537)	(63.0, 4.065548427377925)	(64.0, 4.115230125283242)	(65.0, 2.9400015074494563)	(66.0, 1.4593933809013755)	(67.0, 0.8345040661274162)	(68.0, 0.6188826765033806)	(69.0, 0.5008194251178046)	(70.0, 0.38422294550962144)	(71.0, 0.28478977411848244)	(72.0, 0.25597245937053315)	(73.0, 0.22318684405479913)	(74.0, 0.19985507760388105)	(75.0, 0.21154471421844767)	(76.0, 0.26128431100971516)	(77.0, 0.31388322201480734)	(78.0, 0.35220337699260684)	(79.0, 0.3630735216829621)	(80.0, 0.412397434164847)	(81.0, 0.6010156741340246)	(82.0, 0.8520993891088544)	(83.0, 0.7826786248551395)	(84.0, 0.6694180118297519)	(85.0, 0.7437438509341815)	(86.0, 0.7246164343553045)	(87.0, 0.5204560549756752)	(88.0, 0.24397996704484487)	(89.0, 0.16124542819633286)	(90.0, 0.11999172966374748)	(91.0, 0.045896001516297594)	(92.0, 0.005705267146276295)	(93.0, 0.0016879752134572332)	(94.0, 0.0008180073373922036)	(95.0, 0.00047952154260922275)	(96.0, 0.0003162169924946268)	(97.0, 0.00021674967560664563)	(98.0, 0.000126189879634006)	(99.0, 6.23526464073912e-05)	(100.0, 2.5237975926801197e-05)
SRR10898044_2	(0.0, 0.0013628525412256213)	(1.0, 0.0011668868163435058)	(2.0, 0.0009248988378905904)	(3.0, 0.0009634981473370678)	(4.0, 0.0011446179839705382)	(5.0, 0.0011164107962981123)	(6.0, 0.0011743097604678284)	(7.0, 0.0014133285612710146)	(8.0, 0.001524672723135853)	(9.0, 0.0014355973936439823)	(10.0, 0.0013480066529769762)	(11.0, 0.0016063251085034012)	(12.0, 0.0018720665081541487)	(13.0, 0.0022239140596470378)	(14.0, 0.0029112786855593066)	(15.0, 0.004211778496140618)	(16.0, 0.006303564150374715)	(17.0, 0.009422685271415052)	(18.0, 0.01482213482744728)	(19.0, 0.023498071919955486)	(20.0, 0.03906547033748475)	(21.0, 0.0633592818675676)	(22.0, 0.09602172060341173)	(23.0, 0.13824342678255844)	(24.0, 0.195784605045482)	(25.0, 0.27076376364526417)	(26.0, 0.3631259727953849)	(27.0, 0.5098538247120439)	(28.0, 0.7164922586561104)	(29.0, 0.9470429648022696)	(30.0, 1.1619713427443794)	(31.0, 1.345205233864457)	(32.0, 1.4671063068629067)	(33.0, 1.5629721456397077)	(34.0, 1.741364792601902)	(35.0, 1.8777836597187019)	(36.0, 1.9659370595503316)	(37.0, 2.1003621238753385)	(38.0, 2.180819415238871)	(39.0, 2.2221637294225225)	(40.0, 2.3336014203833275)	(41.0, 2.4596667650355224)	(42.0, 2.558050466459293)	(43.0, 2.6048714288178703)	(44.0, 2.5002168241978713)	(45.0, 2.363619806422088)	(46.0, 2.286293512890195)	(47.0, 2.1742144795570484)	(48.0, 2.07279182480878)	(49.0, 2.0681792073299254)	(50.0, 2.0727279874893108)	(51.0, 2.0563574265175295)	(52.0, 2.0645909561402283)	(53.0, 2.0466808765570628)	(54.0, 1.888039199320866)	(55.0, 1.7370179165226989)	(56.0, 1.6564388888755277)	(57.0, 1.670610773797684)	(58.0, 2.073053112441956)	(59.0, 3.0765163909443767)	(60.0, 3.7060963660264434)	(61.0, 3.9396028885229075)	(62.0, 4.038276084767528)	(63.0, 3.9906549290323485)	(64.0, 3.9094286206575366)	(65.0, 2.841618808719014)	(66.0, 1.5520173647010325)	(67.0, 0.9619467520150844)	(68.0, 0.7259045518057514)	(69.0, 0.5816693245260398)	(70.0, 0.44711064720679516)	(71.0, 0.34043106342968105)	(72.0, 0.2953916076609415)	(73.0, 0.2543471804199124)	(74.0, 0.2267635200539298)	(75.0, 0.23275235137343323)	(76.0, 0.27336773244407647)	(77.0, 0.32466473010962)	(78.0, 0.3626687194373266)	(79.0, 0.37520607206330736)	(80.0, 0.4236675050733596)	(81.0, 0.5901225732948183)	(82.0, 0.8101089453632417)	(83.0, 0.7596106564854752)	(84.0, 0.6557413993538297)	(85.0, 0.7091895662266019)	(86.0, 0.6940541831571082)	(87.0, 0.5152310054357032)	(88.0, 0.26591064277678206)	(89.0, 0.1750998289486448)	(90.0, 0.12745343520344316)	(91.0, 0.05600165965153909)	(92.0, 0.014474741042428985)	(93.0, 0.005674098488632162)	(94.0, 0.002721251315976649)	(95.0, 0.0016182018191023173)	(96.0, 0.0010451505327046158)	(97.0, 0.0007200255800592879)	(98.0, 0.0006175889511436367)	(99.0, 0.0006650957935393011)	(100.0, 0.0009278680155403196)
