Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR10898051_1	(1, 2.249302803774221)	(2, 0.0)	(3, 0.004428984580239085)	(4, 0.0)	(5, 0.0)	(6, 3.4047286971729035e-05)	(7, 0.0)	(8, 0.0)	(9, 0.043364894506325545)	(10, 0.0003745201566890194)	(15, 5.447565915476646e-05)	(20, 0.0005175187619702813)	(25, 0.0034540972632819103)	(30, 0.005206397632760231)	(35, 0.0033423086710580668)	(40, 0.004195193209699879)	(45, 0.0018635215069193025)	(50, 0.015137991242413591)	(55, 0.003884227988691421)	(60, 0.0035993656876946206)	(65, 0.0013573518406062642)	(70, 0.001639376867688753)	(75, 0.020443126007391836)	(80, 0.0005646175089478398)	(85, 0.0008517496290760879)	(90, 0.0018096133025473982)	(95, 0.0008052183368813916)	(100, 0.0013363560136403646)	(105, 0.0008761501847391605)	(110, 0.002009357386114875)	(115, 0.0017545701886097697)	(120, 0.0008165674325386347)	(125, 0.004020417136578337)	(130, 0.0015843337537511245)	(135, 0.00147765225457304)	(140, 0.00902707068577109)	(145, 0.0016376745033401664)	(150, 0.04830175111722626)
SRR10898051_2	(1, 3.0751623083822235)	(2, 0.04887771772183134)	(3, 0.004199165393179914)	(4, 0.009641056760827937)	(5, 0.00162008340507144)	(6, 0.004074325340950241)	(7, 0.00011065368265811936)	(8, 0.0027862029838531593)	(9, 0.0007405284916351065)	(10, 0.0015343977328592551)	(15, 0.014716372338747013)	(20, 0.004712711971670161)	(25, 0.01173950454785217)	(30, 0.01931672826341047)	(35, 0.001631999955511545)	(40, 0.012270074769828282)	(45, 0.0019248066234684145)	(50, 0.016435192876036467)	(55, 0.015511376489536885)	(60, 0.0017625145555698397)	(65, 0.0013329512849431916)	(70, 0.001933318445211347)	(75, 0.002137602167041721)	(80, 0.0019509095434800737)	(85, 0.0025955381768114766)	(90, 0.0052824365736637595)	(95, 0.0028747259299796548)	(100, 0.004452250226336434)	(105, 0.0015746870224424678)	(110, 0.0016070319450656103)	(115, 0.012923782679685478)	(120, 0.0024684283054503546)	(125, 0.002862241924756687)	(130, 0.0013352211040746401)	(135, 0.02608589636817306)	(140, 0.032558285621498755)	(145, 0.022841757374550145)	(150, 0.029107593086914015)
SRR10898052_1	(1, 2.2537618867962808)	(2, 0.0)	(3, 0.004673710687069916)	(4, 0.0)	(5, 0.0)	(6, 1.5800238969134263e-05)	(7, 0.0)	(8, 0.0)	(9, 0.044006825576832755)	(10, 0.0003570854007024344)	(15, 6.256894631777169e-05)	(20, 0.0005270959720103191)	(25, 0.0035291413761458293)	(30, 0.005231143117900972)	(35, 0.003445084104830035)	(40, 0.004145982705500831)	(45, 0.001918781020411665)	(50, 0.015253550700802218)	(55, 0.0038855947672894985)	(60, 0.0037307524253919824)	(65, 0.0014435098322201066)	(70, 0.00165460102484774)	(75, 0.020759617976766127)	(80, 0.0005643845359774759)	(85, 0.0008620610381559655)	(90, 0.0018783324086506814)	(95, 0.0007817958241927635)	(100, 0.0012937235667927136)	(105, 0.0008607970190384347)	(110, 0.002034438769665728)	(115, 0.0016925215983736625)	(120, 0.0008696451528611499)	(125, 0.0040183167746302255)	(130, 0.001621736527791941)	(135, 0.0015560075336803422)	(140, 0.009246299844737372)	(145, 0.0017045297799902046)	(150, 0.048849598820872406)
SRR10898052_2	(1, 3.0767710543161337)	(2, 0.04862365540361378)	(3, 0.004537828631935361)	(4, 0.009571784767501538)	(5, 0.0018170274814504406)	(6, 0.004420906863563767)	(7, 0.0001485222463098621)	(8, 0.0031094870291256235)	(9, 0.0007015306102295613)	(10, 0.0016798814071983552)	(15, 0.014949554103036077)	(20, 0.0049050261855780415)	(25, 0.011973421090809946)	(30, 0.019421653740859836)	(35, 0.0016375367667610752)	(40, 0.012436052087826197)	(45, 0.0019326852307045034)	(50, 0.016554226372741353)	(55, 0.0157648464338434)	(60, 0.001802491261598837)	(65, 0.0013360682072299933)	(70, 0.001990198100552152)	(75, 0.0021064878593649804)	(80, 0.002016742502020298)	(85, 0.0027372333990128197)	(90, 0.005194486563492581)	(95, 0.0029925652607540295)	(100, 0.004539092651052891)	(105, 0.0017234900667531655)	(110, 0.0016868335123447742)	(115, 0.01316728714731773)	(120, 0.002526142206385186)	(125, 0.002908507989438235)	(130, 0.001326588063848513)	(135, 0.02616140367553375)	(140, 0.03290431365800149)	(145, 0.022873057941277527)	(150, 0.029582787421910083)
SRR10898053_1	(1, 2.2532013036294365)	(2, 0.0)	(3, 0.004436685790987969)	(4, 0.0)	(5, 0.0)	(6, 2.0676964405403315e-05)	(7, 0.0)	(8, 0.0)	(9, 0.04385288765180252)	(10, 0.0003473730020107757)	(15, 6.26216636277929e-05)	(20, 0.0005027456202570921)	(25, 0.0035286716683849717)	(30, 0.005166287249292914)	(35, 0.003265778835230558)	(40, 0.004107035901324682)	(45, 0.001912914592705598)	(50, 0.01517393802150812)	(55, 0.0039014477980938143)	(60, 0.0036521426844058082)	(65, 0.0014024889570979277)	(70, 0.0016659725606639245)	(75, 0.020762626115082845)	(80, 0.0005358287633057373)	(85, 0.0008489370814447019)	(90, 0.0017971235920353397)	(95, 0.0007939954331674874)	(100, 0.001315054936183651)	(105, 0.0008542540151489484)	(110, 0.0019495423582237413)	(115, 0.001706144948651565)	(120, 0.0008583894080300291)	(125, 0.003988881819008091)	(130, 0.001634661728850028)	(135, 0.0015277322843535136)	(140, 0.009077778144383639)	(145, 0.0016777879688955834)	(150, 0.04900735949286378)
SRR10898053_2	(1, 3.0749274999166274)	(2, 0.047716526143555024)	(3, 0.0043894241580613325)	(4, 0.009351895615358128)	(5, 0.0018048036073859183)	(6, 0.004203331478412703)	(7, 0.00012110793437450513)	(8, 0.003030652211420543)	(9, 0.0006557551568570765)	(10, 0.0015921262592160552)	(15, 0.014805888055091941)	(20, 0.004734434078425776)	(25, 0.011807728216308459)	(30, 0.019312875525058282)	(35, 0.0016181201573257052)	(40, 0.012384910908425003)	(45, 0.0019205946080561765)	(50, 0.0165711100449018)	(55, 0.01563060354966174)	(60, 0.0017752650868067704)	(65, 0.0013357319005890542)	(70, 0.0019719916338638934)	(75, 0.0021320904154028732)	(80, 0.0019838070420955525)	(85, 0.00269982078093409)	(90, 0.005214730423042716)	(95, 0.0029503074354452615)	(100, 0.0043380271322536156)	(105, 0.001695511081243072)	(110, 0.0016376155809079424)	(115, 0.0128770226612736)	(120, 0.002478281876590483)	(125, 0.0027949348171989455)	(130, 0.0013209626402994805)	(135, 0.02595845188495491)	(140, 0.0328616041443017)	(145, 0.022652500661736706)	(150, 0.029522274392829066)
SRR10898054_1	(1, 2.2411614247456697)	(2, 0.0)	(3, 0.004544782638434764)	(4, 0.0)	(5, 0.0)	(6, 2.2821720566028225e-05)	(7, 0.0)	(8, 0.0)	(9, 0.04467188788510268)	(10, 0.0003755803156009217)	(15, 6.259671926682028e-05)	(20, 0.0005053380982477679)	(25, 0.0036358261107478115)	(30, 0.00538788220105975)	(35, 0.0033469683332977966)	(40, 0.004275486335755631)	(45, 0.0018713810864143146)	(50, 0.015546808098737458)	(55, 0.0038816486437018866)	(60, 0.0036716888144944265)	(65, 0.00139408110200481)	(70, 0.0017057606000208526)	(75, 0.0211831210293874)	(80, 0.0005444610477895306)	(85, 0.0008398393168298387)	(90, 0.0018694249389372263)	(95, 0.0007948479248568116)	(100, 0.0013640868406894584)	(105, 0.0008770061188945133)	(110, 0.0020696040307592455)	(115, 0.0017787901058321429)	(120, 0.0008613569390778081)	(125, 0.0041822433060144295)	(130, 0.0016327310942095624)	(135, 0.0015538331459670075)	(140, 0.009429934937882863)	(145, 0.001680982731977736)	(150, 0.04978069304609785)
SRR10898054_2	(1, 3.060014539392148)	(2, 0.04958181805259389)	(3, 0.004424153544014329)	(4, 0.009770956648055228)	(5, 0.0016985880592715293)	(6, 0.004248100271076397)	(7, 0.00013367007760102246)	(8, 0.003035288835281754)	(9, 0.0006813913711856998)	(10, 0.0016366433891637385)	(15, 0.015342064662802232)	(20, 0.004913190413286362)	(25, 0.012265044681342596)	(30, 0.019813165746266678)	(35, 0.001694675764317353)	(40, 0.012707786060323545)	(45, 0.001935933953158223)	(50, 0.017049129361141144)	(55, 0.01614864947252157)	(60, 0.0018055241213523472)	(65, 0.0013543061033040177)	(70, 0.0019581036245652217)	(75, 0.0021817564861122984)	(80, 0.0019867937875625145)	(85, 0.0027373023696053286)	(90, 0.005323981383474871)	(95, 0.0029942097382629033)	(100, 0.004497183049825619)	(105, 0.0016829388794548244)	(110, 0.0016672896996381193)	(115, 0.013357227022716805)	(120, 0.0024686581160852246)	(125, 0.002942697854699582)	(130, 0.0013340925793741071)	(135, 0.026846820024716576)	(140, 0.033543364887948283)	(145, 0.023460076692717987)	(150, 0.03023388938129468)
SRR10898055_1	(1, 2.2569557581560833)	(2, 0.0)	(3, 0.00474502738737594)	(4, 0.0)	(5, 0.0)	(6, 2.541330658885354e-05)	(7, 0.0)	(8, 0.0)	(9, 0.044850855656956665)	(10, 0.00038119959883280315)	(15, 5.808755791737952e-05)	(20, 0.0004988269036154966)	(25, 0.003626841897466384)	(30, 0.0053941558471026566)	(35, 0.003430796389495228)	(40, 0.004310822891943528)	(45, 0.0019226981670652623)	(50, 0.015550765348956467)	(55, 0.003960845355491316)	(60, 0.003721960273556093)	(65, 0.0014362148695072087)	(70, 0.0016997871635573184)	(75, 0.021001556565028567)	(80, 0.0005583666504808106)	(85, 0.0008785743135003654)	(90, 0.0019292330173309674)	(95, 0.0008451739676978721)	(100, 0.0013766751226418946)	(105, 0.0008720394632346601)	(110, 0.00214197869820337)	(115, 0.0017840141225375188)	(120, 0.000856791479281348)	(125, 0.004172864941889751)	(130, 0.001600312220623806)	(135, 0.0014913980495287193)	(140, 0.009349918541276201)	(145, 0.00168090870723417)	(150, 0.04927277100341718)
SRR10898055_2	(1, 3.080056453845351)	(2, 0.04946881651138833)	(3, 0.004458220070158878)	(4, 0.010063669409186002)	(5, 0.001811605712548274)	(6, 0.004193195587160834)	(7, 0.00011254464346492282)	(8, 0.0030096615945942266)	(9, 0.0007369858910767528)	(10, 0.0016053948819415766)	(15, 0.015035238272439723)	(20, 0.004893150660065257)	(25, 0.012082938141288909)	(30, 0.019681516811356117)	(35, 0.001689621840921777)	(40, 0.012642756980717654)	(45, 0.0019263286394350986)	(50, 0.01689621840921777)	(55, 0.016036522552040553)	(60, 0.001764409571740403)	(65, 0.0013367399265736964)	(70, 0.0019677160244512314)	(75, 0.00216303543794842)	(80, 0.002014912165259102)	(85, 0.002727936938694936)	(90, 0.005300489659960881)	(95, 0.003040157562500851)	(100, 0.004578751752837441)	(105, 0.001660578061963087)	(110, 0.0016220950548428233)	(115, 0.01331003780229355)	(120, 0.0024803387230721056)	(125, 0.0030154703503859647)	(130, 0.0013055178641931048)	(135, 0.02672027664199458)	(140, 0.033305953520877486)	(145, 0.02342961648597503)	(150, 0.030169225393338987)
SRR10898056_1	(1, 2.1976807868886494)	(2, 0.0)	(3, 0.004614310280085153)	(4, 0.0)	(5, 0.0)	(6, 2.5318574925021416e-05)	(7, 0.0)	(8, 0.0)	(9, 0.04424737450334055)	(10, 0.0003563589420696764)	(15, 7.025904541693443e-05)	(20, 0.0004905473891722899)	(25, 0.0035256115583092323)	(30, 0.005223222007031918)	(35, 0.0033933220043259947)	(40, 0.004151613323330387)	(45, 0.0018925634756453507)	(50, 0.015312041150279825)	(55, 0.0039250120777514445)	(60, 0.003654736290426841)	(65, 0.0014406269132337184)	(70, 0.001645707370126392)	(75, 0.020665020853802476)	(80, 0.0005361208240373285)	(85, 0.0008196888631975683)	(90, 0.0017969858553033948)	(95, 0.0007867747157950404)	(100, 0.0012494716725498067)	(105, 0.0008342470437794555)	(110, 0.00202168820776296)	(115, 0.0016406436551413875)	(120, 0.0008272844356750746)	(125, 0.00386614639105077)	(130, 0.0015615231085006956)	(135, 0.0014824025618600037)	(140, 0.009095065077440817)	(145, 0.0016134261870969896)	(150, 0.04861641108883956)
SRR10898056_2	(1, 3.0026405691235865)	(2, 0.048700278868278685)	(3, 0.0044497395430725135)	(4, 0.009532443459270562)	(5, 0.001715333451170201)	(6, 0.004161740753300395)	(7, 9.49446559688303e-05)	(8, 0.0029622732662275054)	(9, 0.0006582829480505567)	(10, 0.001576081289082583)	(15, 0.01472465021201933)	(20, 0.00476368987214278)	(25, 0.011874411639835044)	(30, 0.019373773532626384)	(35, 0.0015368374979487997)	(40, 0.012316220772276667)	(45, 0.0018482559695265632)	(50, 0.016579235825277146)	(55, 0.015633587051827595)	(60, 0.0017115356649314477)	(65, 0.0012912473211760922)	(70, 0.0018837019744215933)	(75, 0.0020204222790167086)	(80, 0.001940035803629766)	(85, 0.002566670533024046)	(90, 0.005083336880571175)	(95, 0.002870493432124303)	(100, 0.004431383576251873)	(105, 0.0016368458689026344)	(110, 0.0015792461109482108)	(115, 0.013021343083938515)	(120, 0.0023653878623701254)	(125, 0.0028065640304386235)	(130, 0.0012735243187285772)	(135, 0.02594014593943069)	(140, 0.03265336608080012)	(145, 0.022662023451013542)	(150, 0.029296756010115402)
SRR10898057_1	(1, 2.2293506680599537)	(2, 0.0)	(3, 0.004767507570361545)	(4, 0.0)	(5, 0.0)	(6, 1.9432775422669345e-05)	(7, 0.0)	(8, 0.0)	(9, 0.044303489167782324)	(10, 0.0003744048064767627)	(15, 6.412815889480883e-05)	(20, 0.0005058999201701586)	(25, 0.003586642583844005)	(30, 0.0053757534410910955)	(35, 0.003481705596561591)	(40, 0.004257073335926097)	(45, 0.0019355044320978666)	(50, 0.015255376465976191)	(55, 0.004034244177746156)	(60, 0.0036993526812954874)	(65, 0.0014600491934232233)	(70, 0.0016368874497695144)	(75, 0.02080861592259433)	(80, 0.0005305147690388731)	(85, 0.0008770659307431429)	(90, 0.0018687852364800352)	(95, 0.0007960960331486874)	(100, 0.0013408615041641848)	(105, 0.0008602241920434964)	(110, 0.0021181725210709587)	(115, 0.0017787467103550006)	(120, 0.0008770659307431429)	(125, 0.004075053006133761)	(130, 0.001620693470250623)	(135, 0.0015675772174286603)	(140, 0.009165144648511618)	(145, 0.0016537291884691613)	(150, 0.04910500409513355)
SRR10898057_2	(1, 3.0444325227965887)	(2, 0.050013486346143325)	(3, 0.004514881489866843)	(4, 0.009599791058798657)	(5, 0.001894695603710261)	(6, 0.0043367477151590415)	(7, 0.0001360294279586854)	(8, 0.0030444681495515307)	(9, 0.0007449230578689915)	(10, 0.0016692754088072966)	(15, 0.014915950655260232)	(20, 0.004889286296343606)	(25, 0.011997147786775297)	(30, 0.01972750584991316)	(35, 0.0016012606948279536)	(40, 0.012403940552289841)	(45, 0.0018765583466491028)	(50, 0.01670441375332657)	(55, 0.015789777790099598)	(60, 0.0017541318614862859)	(65, 0.0013194854511992483)	(70, 0.0019367999504593778)	(75, 0.0020689428233335297)	(80, 0.002007405701161743)	(85, 0.002664233510447967)	(90, 0.005259804547735836)	(95, 0.00294341771735365)	(100, 0.0046250005505953035)	(105, 0.001686764906687699)	(110, 0.0016491948742038715)	(115, 0.013198093307896262)	(120, 0.002423914854387623)	(125, 0.0029401789214498716)	(130, 0.0013123601002109364)	(135, 0.02686516426265961)	(140, 0.03303118390427259)	(145, 0.02337633331510971)	(150, 0.029877892212354113)
SRR10898058_1	(1, 2.2671671348222118)	(2, 0.0)	(3, 0.0047012669209981085)	(4, 0.0)	(5, 0.0)	(6, 3.603758615399247e-05)	(7, 0.0)	(8, 0.0)	(9, 0.04409362473150769)	(10, 0.0003813431843931567)	(15, 6.224673972053244e-05)	(20, 0.0005025605196384041)	(25, 0.00346943670337073)	(30, 0.005187446719657425)	(35, 0.0033475641392863185)	(40, 0.0041135266522684495)	(45, 0.001820880944035365)	(50, 0.015297627707950222)	(55, 0.0038979563641836587)	(60, 0.0036574873802106543)	(65, 0.001365496900816733)	(70, 0.0016485557593353647)	(75, 0.02096863331091031)	(80, 0.0004888007140159707)	(85, 0.0008445899736817509)	(90, 0.0018267780035878364)	(95, 0.0007417190459330814)	(100, 0.001279006694047151)	(105, 0.0008537631774300398)	(110, 0.0020521767242600805)	(115, 0.0016760753705802318)	(120, 0.0007934821242269979)	(125, 0.003971997223009134)	(130, 0.0015456848315866954)	(135, 0.0014742648881178738)	(140, 0.009220380224708764)	(145, 0.0016026897405939198)	(150, 0.0493747691751655)
SRR10898058_2	(1, 3.0939774739532613)	(2, 0.04878178707572254)	(3, 0.004445727673724344)	(4, 0.009723595973186332)	(5, 0.001713423414412551)	(6, 0.004255711310366929)	(7, 0.0001113889026577949)	(8, 0.0028535215945570402)	(9, 0.000671609560142587)	(10, 0.0015522371199783302)	(15, 0.014887454454633872)	(20, 0.00484934863864906)	(25, 0.01205817632712588)	(30, 0.019592652748666964)	(35, 0.0015633760102441096)	(40, 0.012388411662064286)	(45, 0.0018687126492943004)	(50, 0.016822345216683687)	(55, 0.015921405562833873)	(60, 0.0017081815836992433)	(65, 0.0012763857786904972)	(70, 0.0018392273515319432)	(75, 0.002058073783812552)	(80, 0.001934890762049814)	(85, 0.0025809463974650246)	(90, 0.0051376493278809995)	(95, 0.002896111469102668)	(100, 0.004461453165864267)	(105, 0.0016171047750555166)	(110, 0.0015941717656847941)	(115, 0.013118336588892424)	(120, 0.0023620999651844158)	(125, 0.0029203549361517173)	(130, 0.0012573841423547554)	(135, 0.026766098079828955)	(140, 0.033179477957561286)	(145, 0.023373323150640352)	(150, 0.030034051915156908)
SRR10898059_1	(1, 2.2450360620349645)	(2, 0.0)	(3, 0.004838645306461075)	(4, 0.0)	(5, 0.0)	(6, 3.5318578879277923e-06)	(7, 0.0)	(8, 0.0)	(9, 0.04307807065905528)	(10, 0.00038779799609447155)	(15, 6.851804302579916e-05)	(20, 0.0005085875358616021)	(25, 0.0034845309922295594)	(30, 0.005219379586779691)	(35, 0.0033665669387727714)	(40, 0.004141456559384128)	(45, 0.0018740037953344864)	(50, 0.01512129636137405)	(55, 0.0038560824420395628)	(60, 0.0036399327392983827)	(65, 0.0013329231669039485)	(70, 0.0016451394041967654)	(75, 0.020426853280619175)	(80, 0.0005481443442063933)	(85, 0.0008660115541198945)	(90, 0.001834446986989695)	(95, 0.0007861915658527265)	(100, 0.0013315104237487775)	(105, 0.0008879090730250468)	(110, 0.002102161814894622)	(115, 0.001740499567170816)	(120, 0.0008631860678095523)	(125, 0.003999475872289431)	(130, 0.0016239482568691987)	(135, 0.0015476601264899582)	(140, 0.009115018837164045)	(145, 0.0016557349778605487)	(150, 0.04813039336773599)
SRR10898059_2	(1, 3.0661894891202883)	(2, 0.04873963885340352)	(3, 0.004397163070470101)	(4, 0.0097726507758962)	(5, 0.0016387820599984954)	(6, 0.004171124165642723)	(7, 0.00013067874185332832)	(8, 0.002871400462885295)	(9, 0.0007664131616803309)	(10, 0.0016034634811192174)	(15, 0.014749038539986459)	(20, 0.004816041415978337)	(25, 0.011769563225730573)	(30, 0.019368002285818427)	(35, 0.001578740475903723)	(40, 0.01230287376680767)	(45, 0.0018690591942913874)	(50, 0.016423139178864232)	(55, 0.015531698247951259)	(60, 0.0017263721356191046)	(65, 0.0013216212216625796)	(70, 0.0018768292816448288)	(75, 0.002082383410722226)	(80, 0.001940402723627529)	(85, 0.002637591470704475)	(90, 0.005132495882736667)	(95, 0.0028968298396783746)	(100, 0.004476983058737269)	(105, 0.0016239482568691987)	(110, 0.0015822723337916506)	(115, 0.012920948897195033)	(120, 0.0023797658448857463)	(125, 0.0028721068344628804)	(130, 0.0012961918448694996)	(135, 0.026337064270277547)	(140, 0.03254889592356494)	(145, 0.02302983254402196)	(150, 0.029432737709046253)
SRR10898060_1	(1, 2.2609659461037417)	(2, 0.0)	(3, 0.004748972909258409)	(4, 0.0)	(5, 0.0)	(6, 1.0744282600132147e-05)	(7, 0.0)	(8, 0.0)	(9, 0.04498989267428668)	(10, 0.00037604989100462516)	(15, 5.228884198730979e-05)	(20, 0.0005042649966995354)	(25, 0.0035778461058440054)	(30, 0.005261117046531375)	(35, 0.0034424681450823404)	(40, 0.004162335079291194)	(45, 0.001904603162250092)	(50, 0.015665164030992672)	(55, 0.0038808348751677314)	(60, 0.0036036323840843223)	(65, 0.001402487022070583)	(70, 0.0016739592291005886)	(75, 0.021383271230783)	(80, 0.0005794749749004605)	(85, 0.0008667054630773265)	(90, 0.0018981565926900128)	(95, 0.0008208631906500962)	(100, 0.0013337236134297371)	(105, 0.0009046685949311268)	(110, 0.0019998691346379306)	(115, 0.0017620623464216724)	(120, 0.0008917754558109682)	(125, 0.004138697657570903)	(130, 0.0016374286682601393)	(135, 0.0016102098190064712)	(140, 0.009527313524290513)	(145, 0.0017434389232481098)	(150, 0.04988749482618025)
SRR10898060_2	(1, 3.0852601443308134)	(2, 0.048782624432133326)	(3, 0.004462458706588218)	(4, 0.009845344289254425)	(5, 0.0017656437739550495)	(6, 0.0045949715253231814)	(7, 0.00011818710860145362)	(8, 0.0031803076496391158)	(9, 0.000759262637076005)	(10, 0.0017104897899410379)	(15, 0.015335672697921953)	(20, 0.005067003674222321)	(25, 0.012271403300364263)	(30, 0.02005814304343337)	(35, 0.001653903234913675)	(40, 0.012825808282531081)	(45, 0.0018981565926900128)	(50, 0.017091288474783545)	(55, 0.01614794046249194)	(60, 0.0017319783551413021)	(65, 0.0013301421858963598)	(70, 0.001938984866570515)	(75, 0.0021116096736793046)	(80, 0.002071497685305478)	(85, 0.002722601210873486)	(90, 0.005322717600105466)	(95, 0.003049943687424179)	(100, 0.004795531467192316)	(105, 0.0017069083624076606)	(110, 0.0017670763449684004)	(115, 0.013564298639913498)	(120, 0.0024926735632306582)	(125, 0.0030191434106371334)	(130, 0.0013036396221493673)	(135, 0.026878613637997255)	(140, 0.03376283364265526)	(145, 0.023653180001437586)	(150, 0.030261271943272196)
SRR10898061_1	(1, 2.267313517159861)	(2, 0.0)	(3, 0.004628614785407881)	(4, 0.0)	(5, 0.0)	(6, 2.2707840320889032e-05)	(7, 0.0)	(8, 0.0)	(9, 0.045067493756857764)	(10, 0.00037619322131606165)	(15, 6.73665929519708e-05)	(20, 0.000502600199102344)	(25, 0.003567401714411667)	(30, 0.005342397899494493)	(35, 0.0033940651999622143)	(40, 0.00420322124339656)	(45, 0.001855230554216634)	(50, 0.01566916674942413)	(55, 0.003891366902989684)	(60, 0.003643094515481297)	(65, 0.0014124276679592979)	(70, 0.0016455614952537586)	(75, 0.021319634349272015)	(80, 0.0005116833352306996)	(85, 0.0008129406834878274)	(90, 0.0018749106824947378)	(95, 0.0007856912751027606)	(100, 0.0013140270265687788)	(105, 0.0008439747319263757)	(110, 0.002040677916837228)	(115, 0.0017409344246014926)	(120, 0.0008280792437017533)	(125, 0.003995066040455077)	(130, 0.0015622994140771654)	(135, 0.001498717461178676)	(140, 0.009320054595703555)	(145, 0.0016130135907938177)	(150, 0.05005564934734639)
SRR10898061_2	(1, 3.0969444632835414)	(2, 0.048965673011943725)	(3, 0.00444695206284077)	(4, 0.00920045997001354)	(5, 0.0016955187439597144)	(6, 0.0041782426190435824)	(7, 0.00011732384165792666)	(8, 0.0027817104393089063)	(9, 0.0007380048104288936)	(10, 0.0016016596706333731)	(15, 0.015207440662899386)	(20, 0.004828443780231705)	(25, 0.012221359660702476)	(30, 0.019911748249376898)	(35, 0.0016092289507403362)	(40, 0.012624802290403607)	(45, 0.0018688552584091675)	(50, 0.017131551666089383)	(55, 0.01610667113960659)	(60, 0.0017023310960559812)	(65, 0.001307214674472512)	(70, 0.0018665844743770785)	(75, 0.00207701046135065)	(80, 0.0019067016589439825)	(85, 0.0026235124850733796)	(90, 0.005212963209665426)	(95, 0.0028869234327956925)	(100, 0.004466632191118872)	(105, 0.001613770518804514)	(110, 0.0016099858787510326)	(115, 0.013280301947666601)	(120, 0.0023759970255756895)	(125, 0.002846049320218092)	(130, 0.0013049438904404233)	(135, 0.026860347387568942)	(140, 0.03381802966188934)	(145, 0.023509427084216418)	(150, 0.030233597067237005)
SRR10898063_1	(1, 2.2537772893974184)	(2, 0.0)	(3, 0.004927506066540966)	(4, 0.0)	(5, 0.0)	(6, 2.509232879206094e-05)	(7, 0.0)	(8, 0.0)	(9, 0.043409728810265426)	(10, 0.0003908130209363491)	(15, 6.084889732074777e-05)	(20, 0.0005156473566768523)	(25, 0.0035850664761657067)	(30, 0.005382304525897072)	(35, 0.003395619393785646)	(40, 0.0042512678055949245)	(45, 0.0019597108786599594)	(50, 0.015239198583638407)	(55, 0.0039457687025515826)	(60, 0.0037651039352487436)	(65, 0.0014503366041811222)	(70, 0.0016636213989136403)	(75, 0.020738809746638366)	(80, 0.000588415110173829)	(85, 0.0009158700009102242)	(90, 0.0018530684812937002)	(95, 0.0008217737679399957)	(100, 0.001349339980793077)	(105, 0.0008638034186666979)	(110, 0.0021353571802043858)	(115, 0.00176649994696109)	(120, 0.000855648411809278)	(125, 0.004082521894468315)	(130, 0.0016027725015928924)	(135, 0.001528122823436511)	(140, 0.009118552283034945)	(145, 0.0016793041044086783)	(150, 0.04870421018539028)
SRR10898063_2	(1, 3.075858438365117)	(2, 0.049159008644746385)	(3, 0.00440997678520471)	(4, 0.009814237098794833)	(5, 0.0017752822620383114)	(6, 0.004388020997511657)	(7, 0.00011291547956427421)	(8, 0.0030236256194433432)	(9, 0.0007245409938707595)	(10, 0.0016222190564067396)	(15, 0.014913625617561418)	(20, 0.004834664450010341)	(25, 0.011915719635129938)	(30, 0.019396997464482906)	(35, 0.0015864624878780527)	(40, 0.012228119128591095)	(45, 0.0018405223168976698)	(50, 0.016610494352124538)	(55, 0.015685214727917292)	(60, 0.001687459111266098)	(65, 0.0012602622135812606)	(70, 0.0018386403922382652)	(75, 0.002074508282883638)	(80, 0.0019346185498678983)	(85, 0.0026171298930119558)	(90, 0.005225477470946691)	(95, 0.0029213743796156944)	(100, 0.004546729977121442)	(105, 0.0015883444125374573)	(110, 0.0016234736728463427)	(115, 0.01304111058145387)	(120, 0.002382516618806186)	(125, 0.002933920544011725)	(130, 0.0012314060354703905)	(135, 0.02656838503325392)	(140, 0.032801319505201855)	(145, 0.023128226755862367)	(150, 0.029259223642092557)
SRR10898064_1	(1, 2.2578033852623176)	(2, 0.0)	(3, 0.004490254976894234)	(4, 0.0)	(5, 0.0)	(6, 5.999004645149277e-06)	(7, 0.0)	(8, 0.0)	(9, 0.043672753816686734)	(10, 0.0003881356005411582)	(15, 6.898855341921669e-05)	(20, 0.0004907185799732109)	(25, 0.003574206967579939)	(30, 0.005362510252298939)	(35, 0.0033696409091803488)	(40, 0.004256893696197927)	(45, 0.0019544757133896345)	(50, 0.015458835070085171)	(55, 0.003928748142108262)	(60, 0.0037805727273730744)	(65, 0.0014703560385260878)	(70, 0.0016479265760225065)	(75, 0.020902331885093627)	(80, 0.0005435098208505246)	(85, 0.0008650564698305257)	(90, 0.00186509054417691)	(95, 0.0008206638354564212)	(100, 0.0013383779363328036)	(105, 0.0009022502986304513)	(110, 0.0020750557067571347)	(115, 0.0017721059721770964)	(120, 0.0009142483079207498)	(125, 0.0041135174851788595)	(130, 0.0016311293630160884)	(135, 0.0016173316523322451)	(140, 0.009270261878149178)	(145, 0.0017289131387320216)	(150, 0.049269825150611006)
