Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR10898051_1	(1, 30.83473131966518)	(2, 31.511683737929065)	(3, 35.32739326395423)	(4, 35.94068633485751)	(5, 36.18060930968019)	(6, 39.512817853058095)	(7, 39.60455211091902)	(8, 39.74181800425642)	(9, 39.764479878464805)	(10, 39.78110643979181)	(15, 39.73686070224969)	(20, 39.657227587869734)	(25, 39.56662576547168)	(30, 39.46022425415801)	(35, 39.44891554425766)	(40, 39.38367152267043)	(45, 39.33633752028899)	(50, 39.28296629270356)	(55, 39.22917777021991)	(60, 39.17586812282751)	(65, 39.126302576139736)	(70, 39.05549365601157)	(75, 38.675145040733184)	(80, 38.8485563567292)	(85, 38.823012635033315)	(90, 38.75231463529156)	(95, 38.66745601140176)	(100, 38.581894657183405)	(105, 38.45656718966798)	(110, 38.272585110344)	(115, 38.132965045721676)	(120, 37.92270064555642)	(125, 37.653981786233594)	(130, 37.35910017446681)	(135, 37.02806008290685)	(140, 36.69058352198131)	(145, 36.23166748942881)	(150, 34.15391930095018)
SRR10898051_2	(1, 27.34098315343078)	(2, 30.077254514166636)	(3, 32.25151113917995)	(4, 33.298166874208526)	(5, 34.15416004364181)	(6, 36.30873404554772)	(7, 35.33803309787837)	(8, 36.0450186847255)	(9, 36.933283518369464)	(10, 37.44454160846591)	(15, 37.58614573901467)	(20, 37.5320316450239)	(25, 37.57789105373204)	(30, 37.492903197689984)	(35, 37.430600072934965)	(40, 37.27519423338831)	(45, 37.085030471896246)	(50, 37.0047765336111)	(55, 36.870539203195314)	(60, 36.72990866616661)	(65, 36.58860620025496)	(70, 36.46535987883025)	(75, 35.75929962914844)	(80, 35.941454345184276)	(85, 35.741673950185245)	(90, 35.485721370792575)	(95, 35.0931720804643)	(100, 34.64168632921133)	(105, 34.1653705100956)	(110, 33.63365998773333)	(115, 33.08695208942384)	(120, 32.57615723536484)	(125, 31.916726231922343)	(130, 31.272523070512584)	(135, 30.55747097773793)	(140, 30.041254450725194)	(145, 29.531280856949785)	(150, 26.931658625785104)
SRR10898052_1	(1, 30.842493927415155)	(2, 31.513827910938858)	(3, 35.342406251889116)	(4, 35.951292318925546)	(5, 36.19037025363586)	(6, 39.53571332754265)	(7, 39.62527097804838)	(8, 39.76072124425239)	(9, 39.77857548268703)	(10, 39.795981550503356)	(15, 39.75278023374936)	(20, 39.676434281702655)	(25, 39.5878319199651)	(30, 39.47947423504012)	(35, 39.46518779168623)	(40, 39.4069959539696)	(45, 39.36369207470441)	(50, 39.308737023382236)	(55, 39.2552562544377)	(60, 39.2006550210268)	(65, 39.151681725295084)	(70, 39.08073667413375)	(75, 38.70172408731578)	(80, 38.87606688190595)	(85, 38.84728780839974)	(90, 38.77591246617051)	(95, 38.69317385751869)	(100, 38.60621154794593)	(105, 38.4797093109955)	(110, 38.30087992478833)	(115, 38.16296793711227)	(120, 37.95794437753394)	(125, 37.69324605829069)	(130, 37.401264777529)	(135, 37.08325418940966)	(140, 36.749539181290395)	(145, 36.31405860706799)	(150, 34.26425743253511)
SRR10898052_2	(1, 29.588561714042786)	(2, 30.67493097112598)	(3, 32.95399962667195)	(4, 33.69786681921692)	(5, 34.38234075547452)	(6, 37.00778708457498)	(7, 37.4892558849017)	(8, 37.72150628354964)	(9, 37.8458619379543)	(10, 37.91564484361888)	(15, 38.046403620706926)	(20, 37.98657541544121)	(25, 38.028302095892215)	(30, 37.94351286270594)	(35, 37.8845514332697)	(40, 37.74140795487047)	(45, 37.57722898000198)	(50, 37.495665612084984)	(55, 37.37797497248467)	(60, 37.251155561537175)	(65, 37.11604120841365)	(70, 36.996709612874874)	(75, 36.31881331610012)	(80, 36.49478608862272)	(85, 36.30315636633814)	(90, 36.06392244534864)	(95, 35.69670875650191)	(100, 35.283563968894896)	(105, 34.83789449049143)	(110, 34.34860860409597)	(115, 33.82550145929427)	(120, 33.357950596508005)	(125, 32.73332797178558)	(130, 32.10983601216378)	(135, 31.418901073787403)	(140, 30.904831305430598)	(145, 30.4012464429317)	(150, 27.718202437780953)
SRR10898053_1	(1, 30.851454738169224)	(2, 31.5179970673566)	(3, 35.34737973679347)	(4, 35.955221197882125)	(5, 36.19315513314946)	(6, 39.54086339736881)	(7, 39.64077313060377)	(8, 39.772377105649745)	(9, 39.79214779870526)	(10, 39.80939541176387)	(15, 39.771818360902174)	(20, 39.703275234115665)	(25, 39.6146900734236)	(30, 39.5111737931646)	(35, 39.49625971732404)	(40, 39.447158283550834)	(45, 39.4005055222412)	(50, 39.34348936003289)	(55, 39.29603525410616)	(60, 39.2495603087827)	(65, 39.20560518240347)	(70, 39.13838665149529)	(75, 38.775927068683764)	(80, 38.9473084544356)	(85, 38.923958047148155)	(90, 38.85990899949811)	(95, 38.782515446652404)	(100, 38.700171113695866)	(105, 38.58245147803225)	(110, 38.4076074214824)	(115, 38.27871932435714)	(120, 38.090186178045975)	(125, 37.84902484038934)	(130, 37.56794317284888)	(135, 37.26217722113946)	(140, 36.92696119308921)	(145, 36.48117853025715)	(150, 34.41758105864817)
SRR10898053_2	(1, 27.620693257853354)	(2, 30.21643872430337)	(3, 32.560828837890504)	(4, 33.5742008080026)	(5, 33.86291441399755)	(6, 36.24319140792966)	(7, 36.32291392543042)	(8, 37.115267932547845)	(9, 37.55210832815252)	(10, 37.6901750243006)	(15, 37.85886923766602)	(20, 37.78483174518985)	(25, 37.82612655560557)	(30, 37.74073734468609)	(35, 37.66540507251426)	(40, 37.54614548152647)	(45, 37.39691159998085)	(50, 37.291307743856954)	(55, 37.17286720878319)	(60, 37.0556631857194)	(65, 36.90901153210428)	(70, 36.79155109695874)	(75, 36.11885734722995)	(80, 36.28618457694)	(85, 36.08832840005578)	(90, 35.84614893457953)	(95, 35.481980879183936)	(100, 35.071348258301015)	(105, 34.62758338953283)	(110, 34.13487738072722)	(115, 33.61644901552394)	(120, 33.15459275404139)	(125, 32.57156401060918)	(130, 31.963690204840482)	(135, 31.294887741658698)	(140, 30.808327357936776)	(145, 30.29265279811464)	(150, 27.627534837066555)
SRR10898054_1	(1, 30.872539190925668)	(2, 31.524905571870914)	(3, 35.38287130107998)	(4, 35.9857662232928)	(5, 36.218423362086746)	(6, 39.58279834329958)	(7, 39.68919972506999)	(8, 39.8157598260385)	(9, 39.837365279308194)	(10, 39.84987443815369)	(15, 39.814914085676776)	(20, 39.747607589252326)	(25, 39.65298248263414)	(30, 39.55418499821371)	(35, 39.54134043832179)	(40, 39.49448562026209)	(45, 39.44314608633248)	(50, 39.378915814389515)	(55, 39.33322804695562)	(60, 39.27970450044982)	(65, 39.23559732625939)	(70, 39.161933109276205)	(75, 38.799026875314574)	(80, 38.96012198405257)	(85, 38.93131773853442)	(90, 38.86186378993011)	(95, 38.77791137178298)	(100, 38.689156252952564)	(105, 38.561451303632104)	(110, 38.379842826158416)	(115, 38.239242000677216)	(120, 38.04559911483023)	(125, 37.788481805904915)	(130, 37.49919994220237)	(135, 37.198975226500686)	(140, 36.856325108320036)	(145, 36.42679196312897)	(150, 34.36831785727257)
SRR10898054_2	(1, 27.295946823304522)	(2, 29.75705244959546)	(3, 32.186285391353714)	(4, 33.49867125422373)	(5, 34.166552688473665)	(6, 36.04685051453525)	(7, 35.0446694100983)	(8, 35.82920087398061)	(9, 36.90883038877714)	(10, 37.603217210550646)	(15, 37.79025479929373)	(20, 37.777674162819416)	(25, 37.81227417989006)	(30, 37.74420991105593)	(35, 37.67427158121335)	(40, 37.54072305861654)	(45, 37.342598332436445)	(50, 37.228427002477204)	(55, 37.119612582383965)	(60, 37.00898118166566)	(65, 36.86158111357869)	(70, 36.73085771785272)	(75, 36.043416373749885)	(80, 36.21260823771521)	(85, 36.01031511775323)	(90, 35.75894046445592)	(95, 35.39126809020735)	(100, 34.98515263199317)	(105, 34.53843459428556)	(110, 34.04670433163428)	(115, 33.52360639000351)	(120, 33.07333979644459)	(125, 32.49552409331424)	(130, 31.88817094798884)	(135, 31.23599787353728)	(140, 30.735353538119803)	(145, 30.191728397790673)	(150, 27.53642573189421)
SRR10898055_1	(1, 30.865432729616032)	(2, 31.51624119043189)	(3, 35.3669735928516)	(4, 35.97571449965284)	(5, 36.208124416288115)	(6, 39.56993921681635)	(7, 39.680616490513124)	(8, 39.80605225157358)	(9, 39.8297979732888)	(10, 39.838911584383524)	(15, 39.80493610640915)	(20, 39.73789994962719)	(25, 39.642420784454316)	(30, 39.54562024351394)	(35, 39.53280754412159)	(40, 39.48794212300948)	(45, 39.43655800723372)	(50, 39.37378833801513)	(55, 39.32795122097324)	(60, 39.277316739654296)	(65, 39.23337373444002)	(70, 39.161068644063945)	(75, 38.79741640338179)	(80, 38.96155546862591)	(85, 38.93220291073122)	(90, 38.863518802670214)	(95, 38.77949927435934)	(100, 38.692660916603515)	(105, 38.56511576396484)	(110, 38.387739771371)	(115, 38.25044711990089)	(120, 38.06153384916295)	(125, 37.806789237464656)	(130, 37.523300346256306)	(135, 37.22457500147488)	(140, 36.89076019005523)	(145, 36.467908704511316)	(150, 34.379326420308864)
SRR10898055_2	(1, 27.145598061327753)	(2, 30.11097809463734)	(3, 32.53809136991337)	(4, 33.96562069732298)	(5, 34.374180189419896)	(6, 36.83106762208598)	(7, 35.74643299736337)	(8, 36.44122691813739)	(9, 37.217946259932745)	(10, 37.78369303630019)	(15, 37.95195517092718)	(20, 37.92932609538159)	(25, 37.969044443335136)	(30, 37.90184814641695)	(35, 37.836490937887156)	(40, 37.71006524140372)	(45, 37.53246882831043)	(50, 37.41886490740027)	(55, 37.313753873940925)	(60, 37.2045482993506)	(65, 37.05935787472148)	(70, 36.93238596640906)	(75, 36.25504311639748)	(80, 36.42077686663006)	(85, 36.221604585286606)	(90, 35.97467144315815)	(95, 35.61311723793662)	(100, 35.22015450201264)	(105, 34.78292124144003)	(110, 34.30167190876623)	(115, 33.78645387984044)	(120, 33.344252586484664)	(125, 32.777949752447164)	(130, 32.178484622680465)	(135, 31.534610669050675)	(140, 31.039341918795408)	(145, 30.500853062984156)	(150, 27.812567715116835)
SRR10898056_1	(1, 30.86394019372824)	(2, 31.5178517315769)	(3, 35.353905255677255)	(4, 35.96197640593651)	(5, 36.19864080395337)	(6, 39.54578115794819)	(7, 39.65507862920805)	(8, 39.78203235682227)	(9, 39.80083931075877)	(10, 39.81414567137027)	(15, 39.77542493667587)	(20, 39.70650422479983)	(25, 39.608631292081256)	(30, 39.50618745144965)	(35, 39.49244480748468)	(40, 39.4395577477925)	(45, 39.37935793676401)	(50, 39.310422692025966)	(55, 39.25847119798477)	(60, 39.20528459423265)	(65, 39.153530920546984)	(70, 39.07325568864862)	(75, 38.696826750213745)	(80, 38.85977231322052)	(85, 38.82700143730385)	(90, 38.7597223311888)	(95, 38.6698128941489)	(100, 38.57398446800373)	(105, 38.44078705322012)	(110, 38.24655357386718)	(115, 38.10532230941483)	(120, 37.9000474881521)	(125, 37.631472071000886)	(130, 37.33594176474582)	(135, 37.00813727604732)	(140, 36.64555813611614)	(145, 36.174296601725054)	(150, 33.97082833357412)
SRR10898056_2	(1, 29.584845851812595)	(2, 30.80948895880684)	(3, 33.43264143470237)	(4, 34.381540321966824)	(5, 34.692867171951576)	(6, 37.32185165498821)	(7, 37.954413494420656)	(8, 38.05698163659585)	(9, 38.24977077986433)	(10, 38.31228387312799)	(15, 38.42751265730945)	(20, 38.35126658544679)	(25, 38.380143616451434)	(30, 38.29146636482706)	(35, 38.22443676693824)	(40, 38.11400848583687)	(45, 37.99034618562219)	(50, 37.87214221570129)	(55, 37.76301705000308)	(60, 37.65279166563151)	(65, 37.502671828069154)	(70, 37.37013666492021)	(75, 36.72187820784366)	(80, 36.86040830316335)	(85, 36.670029614820606)	(90, 36.44077145064832)	(95, 36.0905422811498)	(100, 35.69971425772822)	(105, 35.26565851477125)	(110, 34.770553326378106)	(115, 34.261675592783)	(120, 33.78237146748517)	(125, 33.19550290839218)	(130, 32.60840603904979)	(135, 31.969177103589846)	(140, 31.494871016893665)	(145, 30.95955355756835)	(150, 28.199915182774)
SRR10898057_1	(1, 30.865435706144307)	(2, 31.518584081344045)	(3, 35.36405876445377)	(4, 35.972401151301256)	(5, 36.20541661409021)	(6, 39.56475444485872)	(7, 39.674223349697456)	(8, 39.80008707178908)	(9, 39.81996793462503)	(10, 39.831851167482284)	(15, 39.79481249185443)	(20, 39.72757029547405)	(25, 39.63316813315028)	(30, 39.533463019039715)	(35, 39.52012210778764)	(40, 39.472247813747984)	(45, 39.42184302903593)	(50, 39.355938798676185)	(55, 39.30914341880559)	(60, 39.25802069020555)	(65, 39.21161675768547)	(70, 39.139755526616554)	(75, 38.773509195200674)	(80, 38.93707614201887)	(85, 38.9079309043055)	(90, 38.838430502824366)	(95, 38.754521799557914)	(100, 38.66738757297331)	(105, 38.5414678585781)	(110, 38.36435890367018)	(115, 38.22613283364326)	(120, 38.0360222248766)	(125, 37.78122126054454)	(130, 37.49789287177296)	(135, 37.2023929843535)	(140, 36.86576339455867)	(145, 36.45147328939108)	(150, 34.372674495959146)
SRR10898057_2	(1, 27.466358724111334)	(2, 29.788569103856265)	(3, 32.38573767722367)	(4, 33.834535455616965)	(5, 33.879174548816295)	(6, 36.3759647077479)	(7, 37.27067589006646)	(8, 36.88961137428847)	(9, 37.537745769549566)	(10, 37.919409754061384)	(15, 38.04192125113909)	(20, 38.01210330256132)	(25, 38.04646565749241)	(30, 37.97379727314113)	(35, 37.90409268501104)	(40, 37.77887204527889)	(45, 37.60371559848154)	(50, 37.49435852278778)	(55, 37.3916938358459)	(60, 37.2849450790901)	(65, 37.138653675294904)	(70, 37.01206258441921)	(75, 36.338725965219474)	(80, 36.506492788237935)	(85, 36.309030961334216)	(90, 36.06767192629847)	(95, 35.707702076897306)	(100, 35.31347489376101)	(105, 34.8767053361624)	(110, 34.397470616995804)	(115, 33.88125101860131)	(120, 33.434746158723286)	(125, 32.858602695351856)	(130, 32.251770137990846)	(135, 31.605597300036095)	(140, 31.108980740564938)	(145, 30.571576987862805)	(150, 27.86361598866577)
SRR10898058_1	(1, 30.865921734815327)	(2, 31.519480723282218)	(3, 35.36667847498239)	(4, 35.97485975400023)	(5, 36.20789058019105)	(6, 39.56901009370198)	(7, 39.681808164262726)	(8, 39.809379384607105)	(9, 39.83062187081135)	(10, 39.84036645376425)	(15, 39.80582799188054)	(20, 39.73819261087299)	(25, 39.644083855269514)	(30, 39.54653396884852)	(35, 39.53296777024349)	(40, 39.489437622656794)	(45, 39.439320433340825)	(50, 39.37734083697031)	(55, 39.33264566629843)	(60, 39.2830047431688)	(65, 39.23952553307207)	(70, 39.16879346849547)	(75, 38.80716465871243)	(80, 38.97241038410596)	(85, 38.94369140268016)	(90, 38.87906227055729)	(95, 38.79579888235651)	(100, 38.71213269877915)	(105, 38.58610117447476)	(110, 38.407005385686205)	(115, 38.27205558751798)	(120, 38.08172493054328)	(125, 37.83226396601433)	(130, 37.54665998901116)	(135, 37.256070880296996)	(140, 36.925537462102795)	(145, 36.51218413424302)	(150, 34.46966364187917)
SRR10898058_2	(1, 29.378839554998713)	(2, 30.688328018826823)	(3, 33.096026669386305)	(4, 33.868465791829145)	(5, 34.06286186855474)	(6, 36.89825957132898)	(7, 35.45265825848627)	(8, 36.32659711128606)	(9, 37.18543533092841)	(10, 37.916924138293)	(15, 38.10356923133172)	(20, 38.099609585172324)	(25, 38.13505713120436)	(30, 38.06698023079584)	(35, 38.008029010387894)	(40, 37.88545919108658)	(45, 37.70026043053056)	(50, 37.600716158568915)	(55, 37.50433221910577)	(60, 37.405231301185864)	(65, 37.26461940852689)	(70, 37.143602724009064)	(75, 36.48028689980997)	(80, 36.64701851385123)	(85, 36.45644979913469)	(90, 36.22117208841776)	(95, 35.87124818178093)	(100, 35.493219865607976)	(105, 35.070947890403936)	(110, 34.5998163262518)	(115, 34.10429000926395)	(120, 33.672927153262975)	(125, 33.12099109127937)	(130, 32.53207059160317)	(135, 31.899589102718817)	(140, 31.40899306168354)	(145, 30.87281887014501)	(150, 28.143622574166745)
SRR10898059_1	(1, 30.842299719817714)	(2, 31.516301996453308)	(3, 35.3389532844689)	(4, 35.94823832694479)	(5, 36.185268973935244)	(6, 39.53096298577615)	(7, 39.6449844969098)	(8, 39.770767942456146)	(9, 39.79322098728849)	(10, 39.79644029694448)	(15, 39.758514020239666)	(20, 39.69025147887719)	(25, 39.592009058509106)	(30, 39.490718729548334)	(35, 39.48229634336157)	(40, 39.42926861933671)	(45, 39.369878288645324)	(50, 39.29980030169129)	(55, 39.244699687889714)	(60, 39.195765267073796)	(65, 39.13841065688671)	(70, 39.058505889902804)	(75, 38.67681321169144)	(80, 38.841148722650615)	(85, 38.80680940788049)	(90, 38.736167799981004)	(95, 38.64850744745213)	(100, 38.5468168883555)	(105, 38.41353228524274)	(110, 38.217259080494934)	(115, 38.07399917566437)	(120, 37.86355708948068)	(125, 37.59900056191859)	(130, 37.29893773016677)	(135, 36.96127702798397)	(140, 36.59129079869788)	(145, 36.08707373918854)	(150, 33.86623183609636)
SRR10898059_2	(1, 26.969563861464994)	(2, 30.21357409537641)	(3, 32.3152516925546)	(4, 33.80140998830602)	(5, 33.979743735455365)	(6, 36.879077238553336)	(7, 36.11111768821536)	(8, 37.20128068698874)	(9, 37.50760020498903)	(10, 37.77606584937121)	(15, 37.89183897129694)	(20, 37.84852716934658)	(25, 37.87808733648823)	(30, 37.80150183073854)	(35, 37.732644354978554)	(40, 37.5902455665471)	(45, 37.401875600195105)	(50, 37.289241819599056)	(55, 37.166879381048965)	(60, 37.05382267459828)	(65, 36.87908404797535)	(70, 36.74048385746693)	(75, 36.03498839961277)	(80, 36.18861042936443)	(85, 35.96829600924782)	(90, 35.70363017068409)	(95, 35.31200259520917)	(100, 34.84790760377216)	(105, 34.350717783010424)	(110, 33.77669571384322)	(115, 33.20467481654647)	(120, 32.636046629000575)	(125, 31.99070839533216)	(130, 31.34818137926821)	(135, 30.67449341679349)	(140, 30.174973805975974)	(145, 29.605264227118237)	(150, 26.951373221665406)
SRR10898060_1	(1, 30.856657732318162)	(2, 31.498687174016226)	(3, 35.35546183994335)	(4, 35.955113503138605)	(5, 36.1958006186343)	(6, 39.556707338670925)	(7, 39.674373564451926)	(8, 39.79422188240046)	(9, 39.811717048458185)	(10, 39.816354381108376)	(15, 39.787035124886344)	(20, 39.71862661422549)	(25, 39.618921849204206)	(30, 39.51635202094762)	(35, 39.49924868455062)	(40, 39.45116497570162)	(45, 39.390776857116116)	(50, 39.321562475120274)	(55, 39.268806135071316)	(60, 39.21029494237609)	(65, 39.16012436435481)	(70, 39.07880929854626)	(75, 38.69895676955523)	(80, 38.85626709885425)	(85, 38.81678082884762)	(90, 38.73863329215527)	(95, 38.643645002169805)	(100, 38.540808593936205)	(105, 38.399826809327344)	(110, 38.20147319872729)	(115, 38.04476098215207)	(120, 37.82750787045561)	(125, 37.54793705297293)	(130, 37.22883868594988)	(135, 36.89965901586597)	(140, 36.53154580464953)	(145, 36.0978376450796)	(150, 34.04222352641896)
SRR10898060_2	(1, 27.420279016842272)	(2, 29.73084297098467)	(3, 31.78931375085162)	(4, 33.14009821062211)	(5, 33.92396256878176)	(6, 36.520508453834346)	(7, 35.001186312056156)	(8, 34.98995771301068)	(9, 36.47951604312998)	(10, 37.208693413937425)	(15, 37.43212998920164)	(20, 37.431450040858714)	(25, 37.46194820990761)	(30, 37.388453162466774)	(35, 37.31282203703934)	(40, 37.17712903958612)	(45, 36.9558699722622)	(50, 36.83033307240247)	(55, 36.710539342572396)	(60, 36.590554772794775)	(65, 36.43073082574432)	(70, 36.292960514367486)	(75, 35.58477239329647)	(80, 35.74029026109216)	(85, 35.52614107235891)	(90, 35.261817065194194)	(95, 34.88310663195499)	(100, 34.461526897935435)	(105, 34.008020556821016)	(110, 33.50800308303608)	(115, 32.99311644614086)	(120, 32.55410072557215)	(125, 32.01901450789735)	(130, 31.457365830681493)	(135, 30.84528646352547)	(140, 30.388846059392893)	(145, 29.89171078955543)	(150, 27.39569400311806)
SRR10898061_1	(1, 30.8700393208963)	(2, 31.506881081159637)	(3, 35.388277917624436)	(4, 35.98054134885783)	(5, 36.214235075801795)	(6, 39.59460529080569)	(7, 39.713273550149815)	(8, 39.834086792090645)	(9, 39.85226532658113)	(10, 39.85481737749272)	(15, 39.82656170901023)	(20, 39.76199050418672)	(25, 39.664857626382755)	(30, 39.56561402454385)	(35, 39.55059990329488)	(40, 39.505982743857984)	(45, 39.45099833506115)	(50, 39.38615207773711)	(55, 39.33751619825943)	(60, 39.28270824452044)	(65, 39.23399316766501)	(70, 39.15569193211628)	(75, 38.78135827098265)	(80, 38.935889363163156)	(85, 38.89462018714894)	(90, 38.817488117744084)	(95, 38.72237467845698)	(100, 38.620875764194516)	(105, 38.48234478282827)	(110, 38.28751433621652)	(115, 38.129591161987435)	(120, 37.91325089529445)	(125, 37.63157066498245)	(130, 37.31220664498018)	(135, 36.98004200344917)	(140, 36.607677634351695)	(145, 36.17294842988909)	(150, 34.10088357342081)
SRR10898061_2	(1, 29.447611990526894)	(2, 30.44702991288667)	(3, 32.68170261267328)	(4, 33.29112635883717)	(5, 33.74726321323813)	(6, 36.35756541220483)	(7, 35.85706493140415)	(8, 35.657482581572616)	(9, 36.93869356193367)	(10, 37.429242127343144)	(15, 37.64630187681814)	(20, 37.62393363224925)	(25, 37.65475522613376)	(30, 37.57737983465059)	(35, 37.50372736331091)	(40, 37.36956742169731)	(45, 37.16832026169121)	(50, 37.039900990788496)	(55, 36.921771830712146)	(60, 36.80421469627204)	(65, 36.64360295159536)	(70, 36.50864212716148)	(75, 35.80592909280058)	(80, 35.954110035835996)	(85, 35.739290316408024)	(90, 35.47869630655463)	(95, 35.10073085941001)	(100, 34.689125608872885)	(105, 34.24521580623127)	(110, 33.75427287375894)	(115, 33.24361108100219)	(120, 32.813548307448414)	(125, 32.28803993188859)	(130, 31.72775976709628)	(135, 31.114232456830884)	(140, 30.6566221285179)	(145, 30.158249432909532)	(150, 27.62519394387954)
SRR10898063_1	(1, 30.847375721929822)	(2, 31.51412155489383)	(3, 35.33836089506093)	(4, 35.95088910589571)	(5, 36.188517693887015)	(6, 39.53560212524497)	(7, 39.64742022317493)	(8, 39.774551071577314)	(9, 39.79534329661887)	(10, 39.80559631699816)	(15, 39.76783144002302)	(20, 39.69996637627942)	(25, 39.60274567789342)	(30, 39.50113939873887)	(35, 39.4879078687473)	(40, 39.440806606709806)	(45, 39.38690727449822)	(50, 39.32277401716955)	(55, 39.2766707523251)	(60, 39.22575642863895)	(65, 39.180010058259995)	(70, 39.10552537471158)	(75, 38.735093660567415)	(80, 38.90646603593335)	(85, 38.87836624098158)	(90, 38.81231986295573)	(95, 38.73083287649613)	(100, 38.64593941821052)	(105, 38.518815702302604)	(110, 38.3379554908508)	(115, 38.203336997440644)	(120, 38.011493629026354)	(125, 37.75789364829726)	(130, 37.470753404072376)	(135, 37.17456860484206)	(140, 36.83995136604834)	(145, 36.41264302078516)	(150, 34.334544665505774)
SRR10898063_2	(1, 27.82226140598466)	(2, 30.11419967358644)	(3, 32.49305579210303)	(4, 33.793893712784545)	(5, 34.595445917970544)	(6, 36.9856687673337)	(7, 37.72137782353782)	(8, 37.473889048120625)	(9, 37.99490726094837)	(10, 38.09696831974302)	(15, 38.24222231590025)	(20, 38.1843228461827)	(25, 38.216230991698396)	(30, 38.138644118449086)	(35, 38.0701263342297)	(40, 37.95366189605039)	(45, 37.80746324271803)	(50, 37.693673245310706)	(55, 37.58887910497169)	(60, 37.480746518110045)	(65, 37.33402036129566)	(70, 37.20875977589289)	(75, 36.54758624656839)	(80, 36.71045626196943)	(85, 36.52035766354537)	(90, 36.2876759654446)	(95, 35.938410841341394)	(100, 35.557038671105246)	(105, 35.12600215781481)	(110, 34.647579923301535)	(115, 34.14504441875408)	(120, 33.69600369534726)	(125, 33.118550225463984)	(130, 32.51759749483208)	(135, 31.87233412669004)	(140, 31.383658758881978)	(145, 30.841274264987664)	(150, 28.094651165504168)
SRR10898064_1	(1, 30.84398880537741)	(2, 31.512298019512603)	(3, 35.33910462576049)	(4, 35.948095681964446)	(5, 36.18596356492531)	(6, 39.52462396439183)	(7, 39.632732297057274)	(8, 39.76391994040349)	(9, 39.78745589531785)	(10, 39.80297166694102)	(15, 39.76534077465867)	(20, 39.69761742331712)	(25, 39.59814744737553)	(30, 39.49838280032577)	(35, 39.4838362698861)	(40, 39.430107132624556)	(45, 39.37582513309391)	(50, 39.31515331776152)	(55, 39.26430307283415)	(60, 39.213913413486445)	(65, 39.16564214665503)	(70, 39.09012806795097)	(75, 38.716166639631155)	(80, 38.87886292706314)	(85, 38.849869263691765)	(90, 38.78205942470025)	(95, 38.691443301727375)	(100, 38.593468043782174)	(105, 38.46106655583706)	(110, 38.260466739358606)	(115, 38.12090183396771)	(120, 37.909029569813775)	(125, 37.64635382897269)	(130, 37.35327804210725)	(135, 37.03943854235705)	(140, 36.697208561155534)	(145, 36.25087976602922)	(150, 34.14407740467702)
SRR10898064_2	(1, 27.233448776179056)	(2, 30.10935264620894)	(3, 32.51704866128612)	(4, 33.6115531111078)	(5, 34.082772706352564)	(6, 36.86177009510582)	(7, 35.2393478074118)	(8, 36.1537448306577)	(9, 36.87987035191121)	(10, 37.62341196148735)	(15, 37.77992323913617)	(20, 37.79069506987401)	(25, 37.82734589876848)	(30, 37.763587853503346)	(35, 37.702602356217064)	(40, 37.564743741718374)	(45, 37.36414952831026)	(50, 37.27087719605563)	(55, 37.160428417716936)	(60, 37.05338224481794)	(65, 36.903580271961275)	(70, 36.77484580758361)	(75, 36.085699116802544)	(80, 36.24680497211903)	(85, 36.04824436129557)	(90, 35.802843342232656)	(95, 35.4318792026027)	(100, 35.01640321037934)	(105, 34.56258161045919)	(110, 34.048926082184444)	(115, 33.525107334191105)	(120, 33.037119765088576)	(125, 32.447844317670814)	(130, 31.856909725538337)	(135, 31.206895477902304)	(140, 30.731091857239043)	(145, 30.206293435793135)	(150, 27.57088345901648)
SRR10898065_1	(1, 30.84803026423057)	(2, 31.519612281393897)	(3, 35.35756645400423)	(4, 35.96036442383739)	(5, 36.196136368108306)	(6, 39.544666508688046)	(7, 39.65519541573221)	(8, 39.781501588208904)	(9, 39.80240123257298)	(10, 39.81010993811513)	(15, 39.77199391527505)	(20, 39.70211888825518)	(25, 39.60299153611135)	(30, 39.499032572049074)	(35, 39.48612821720418)	(40, 39.430796523677614)	(45, 39.37138544277967)	(50, 39.300384159840384)	(55, 39.247667684892676)	(60, 39.19313456197101)	(65, 39.14073969950371)	(70, 39.059195106003514)	(75, 38.68016785794721)	(80, 38.84034688339749)	(85, 38.80652082238914)	(90, 38.7386347476242)	(95, 38.64805091752879)	(100, 38.55050422925473)	(105, 38.41789667037407)	(110, 38.22027904743421)	(115, 38.07389526442097)	(120, 37.85857775074966)	(125, 37.58447541542644)	(130, 37.2832593622505)	(135, 36.959789174982134)	(140, 36.59839637543818)	(145, 36.13274451615296)	(150, 34.002559260739325)
