Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
DRR076630_1	(1.0, 81.61261703594963)	(2.0, 13.662741064172804)	(3.0, 2.194595454604971)	(4.0, 0.4733904456041882)	(5.0, 0.2018851347354537)	(6.0, 0.14202116409184953)	(7.0, 0.0850737008406625)	(8.0, 0.06610463887749765)	(9.0, 0.06915898630667669)	('>10', 0.8037155967763092)	('>50', 0.16847026107442806)	('>100', 0.18275642317540522)	('>500', 0.009394608252788208)	('>1k', 0.11370556670334757)	('>5k', 0.106584401246788)	('>10k+', 0.10778551758701253)
DRR076630_2	(1.0, 84.58234279988035)	(2.0, 11.76267661247327)	(3.0, 1.777932777737324)	(4.0, 0.38303889189236107)	(5.0, 0.16313094095849162)	(6.0, 0.10515806909551884)	(7.0, 0.0982163691991083)	(8.0, 0.05114844089708644)	(9.0, 0.059213207740746336)	('>10', 0.5292799099193032)	('>50', 0.13600939428063097)	('>100', 0.16834053997365211)	('>500', 0.008159764687131685)	('>1k', 0.06835981188874295)	('>5k', 0.037466272493968576)	('>10k+', 0.06952619688226543)
DRR076631_1	(1.0, 80.45141880563664)	(2.0, 14.447477922927185)	(3.0, 2.545319898291244)	(4.0, 0.5662704552512333)	(5.0, 0.20584801006715758)	(6.0, 0.11697791572336666)	(7.0, 0.0800288405660138)	(8.0, 0.08407643744023453)	(9.0, 0.0741080128306232)	('>10', 0.7414629211841958)	('>50', 0.1606498031456796)	('>100', 0.22478692650100934)	('>500', 0.025426356667534317)	('>1k', 0.07580238891012933)	('>5k', 0.05561250749413971)	('>10k+', 0.14473279736355427)
DRR076631_2	(1.0, 83.07222530298291)	(2.0, 12.679545138444754)	(3.0, 2.1986369456314914)	(4.0, 0.46774894430927005)	(5.0, 0.16300015199057946)	(6.0, 0.10305546561475332)	(7.0, 0.07508071966367251)	(8.0, 0.0691113808811206)	(9.0, 0.05311407516295398)	('>10', 0.6215856005859698)	('>50', 0.1191008164342652)	('>100', 0.16545722511018243)	('>500', 0.012551724262267912)	('>1k', 0.042356931981345464)	('>5k', 0.061721750982636686)	('>10k+', 0.09570782596174086)
DRR076632_1	(1.0, 82.28738327368691)	(2.0, 13.06574513077009)	(3.0, 2.2901520192401037)	(4.0, 0.47466407918533143)	(5.0, 0.20096539180676884)	(6.0, 0.12104392691465665)	(7.0, 0.08807906232703182)	(8.0, 0.07210325012259758)	(9.0, 0.07314379643613021)	('>10', 0.7314532021111518)	('>50', 0.1397870050897314)	('>100', 0.21941127709575728)	('>500', 0.017560339068361033)	('>1k', 0.06675546519370132)	('>5k', 0.07385830476259825)	('>10k+', 0.07789447618900343)
DRR076632_2	(1.0, 84.85047576321357)	(2.0, 11.307416165484826)	(3.0, 1.9806607623852495)	(4.0, 0.4139373462520943)	(5.0, 0.1520567276560578)	(6.0, 0.09008081436205222)	(7.0, 0.06709533093105818)	(8.0, 0.05610908493943658)	(9.0, 0.054133554109427724)	('>10', 0.5743631901178893)	('>50', 0.13565917978706216)	('>100', 0.14914903779305835)	('>500', 0.008425009355538172)	('>1k', 0.05259873481421707)	('>5k', 0.044777494651350724)	('>10k+', 0.06306180414710451)
DRR076633_1	(1.0, 73.03811548615155)	(2.0, 18.432703030213023)	(3.0, 4.9149636504416705)	(4.0, 1.3905674023686383)	(5.0, 0.4178220665270906)	(6.0, 0.1790318711994082)	(7.0, 0.10107898439449714)	(8.0, 0.07910951286365954)	(9.0, 0.06112143249304841)	('>10', 0.7454092530480412)	('>50', 0.14455934919878924)	('>100', 0.21244461424460895)	('>500', 0.02899487900459233)	('>1k', 0.07939964561136012)	('>5k', 0.07524805981706364)	('>10k+', 0.09943076242282603)
DRR076633_2	(1.0, 76.14682983284979)	(2.0, 16.437746664408866)	(3.0, 4.226249828722931)	(4.0, 1.2496254890000176)	(5.0, 0.39411330548453866)	(6.0, 0.16814699885835568)	(7.0, 0.09413748803751597)	(8.0, 0.0811660916218865)	(9.0, 0.05514512402638136)	('>10', 0.6344999354379715)	('>50', 0.13309079271185345)	('>100', 0.1847595046942717)	('>500', 0.014065196063098624)	('>1k', 0.0822893028863909)	('>5k', 0.023320851968550733)	('>10k+', 0.07481359322761785)
DRR076634_1	(1.0, 73.35744376043348)	(2.0, 18.437383237374746)	(3.0, 4.727011000094379)	(4.0, 1.3171347572081413)	(5.0, 0.46297807914683936)	(6.0, 0.17009554651964678)	(7.0, 0.10712536860266861)	(8.0, 0.10017815472465465)	(9.0, 0.06615785038752418)	('>10', 0.6939766212490189)	('>50', 0.1290861537921608)	('>100', 0.19847873535289887)	('>500', 0.013647941893807379)	('>1k', 0.07667756059781788)	('>5k', 0.08096993212185295)	('>10k+', 0.061655300500271334)
DRR076634_2	(1.0, 76.46568117886426)	(2.0, 16.547277495124042)	(3.0, 4.133026606990898)	(4.0, 1.1251300815425067)	(5.0, 0.3582537259288485)	(6.0, 0.15720442490591496)	(7.0, 0.10519904235693783)	(8.0, 0.06816928244622543)	(9.0, 0.05216034138619807)	('>10', 0.5545906112672327)	('>50', 0.11761138518643066)	('>100', 0.1629744788204543)	('>500', 0.014013533275355358)	('>1k', 0.061437627253149794)	('>5k', 0.02613682704752726)	('>10k+', 0.05113335760401257)
DRR076635_1	(1.0, 72.89438692549429)	(2.0, 18.568218017204472)	(3.0, 4.900227351647254)	(4.0, 1.3666654169615258)	(5.0, 0.4348402554081586)	(6.0, 0.18004344501050745)	(7.0, 0.10108586999267674)	(8.0, 0.08912987604420687)	(9.0, 0.06713859697058192)	('>10', 0.7401200100734742)	('>50', 0.1642179465506937)	('>100', 0.23317380278500976)	('>500', 0.018754295703781437)	('>1k', 0.0528690489775397)	('>5k', 0.09065699388905857)	('>10k+', 0.0984721472867315)
DRR076635_2	(1.0, 76.15542123483293)	(2.0, 16.59493489774355)	(3.0, 4.2803281155451876)	(4.0, 1.1756872413116777)	(5.0, 0.3641184624566969)	(6.0, 0.14413205906542284)	(7.0, 0.1041569297943758)	(8.0, 0.06513656739075965)	(9.0, 0.05113736167519772)	('>10', 0.6053156880270186)	('>50', 0.12174837382360154)	('>100', 0.14648128183901724)	('>500', 0.009869428198748628)	('>1k', 0.04944304778573208)	('>5k', 0.05644845356948412)	('>10k+', 0.07564085694064782)
DRR076636_1	(1.0, 75.82575428221728)	(2.0, 16.879422346801448)	(3.0, 4.0651170154464715)	(4.0, 1.0658261552246366)	(5.0, 0.3768078360809459)	(6.0, 0.1600129489323374)	(7.0, 0.10306919670322755)	(8.0, 0.10012629268536181)	(9.0, 0.0571056935858962)	('>10', 0.6802972923063583)	('>50', 0.17879798306835423)	('>100', 0.23035648983120807)	('>500', 0.019366961753409583)	('>1k', 0.07763879045201538)	('>5k', 0.07349164594799029)	('>10k+', 0.10680906896305027)
DRR076636_2	(1.0, 79.06049931578266)	(2.0, 14.819869580633762)	(3.0, 3.5246156693808954)	(4.0, 0.9034201323917934)	(5.0, 0.3143264894877339)	(6.0, 0.13521795853630245)	(7.0, 0.09019705136460392)	(8.0, 0.07420458271063828)	(9.0, 0.06220708139733735)	('>10', 0.5953065233106044)	('>50', 0.15275101165998797)	('>100', 0.15349174307958158)	('>500', 0.01841760088052119)	('>1k', 0.05207864869680766)	('>5k', 0.029627337441540096)	('>10k+', 0.01376927324512166)
DRR076637_1	(1.0, 75.9846442786558)	(2.0, 16.793386619353917)	(3.0, 3.9488200733185645)	(4.0, 1.02747232972948)	(5.0, 0.336696092673104)	(6.0, 0.16394772313223843)	(7.0, 0.10402750861320281)	(8.0, 0.08407123197562269)	(9.0, 0.06509306180271222)	('>10', 0.7737477435727409)	('>50', 0.17238866139903777)	('>100', 0.2227930967445474)	('>500', 0.01982332662091409)	('>1k', 0.08637377655217345)	('>5k', 0.08711050393837072)	('>10k+', 0.12960397191755083)
DRR076637_2	(1.0, 79.62394970903098)	(2.0, 14.446585538846463)	(3.0, 3.3253336274504552)	(4.0, 0.8750563024431276)	(5.0, 0.27417255631752596)	(6.0, 0.1431709425438418)	(7.0, 0.09817260251013984)	(8.0, 0.06916058443765462)	(9.0, 0.07521701881169815)	('>10', 0.606032317072568)	('>50', 0.12886286415685652)	('>100', 0.18351365249830037)	('>500', 0.01418942608175621)	('>1k', 0.05145874551979432)	('>5k', 0.04954227398797961)	('>10k+', 0.035581838290792575)
DRR076638_1	(1.0, 74.63197139345947)	(2.0, 17.484239838651487)	(3.0, 4.306306599416657)	(4.0, 1.2342464154509953)	(5.0, 0.3836841272099137)	(6.0, 0.19395612185093905)	(7.0, 0.1250463087912623)	(8.0, 0.09909576801504993)	(9.0, 0.059092303968944944)	('>10', 0.7742661877988384)	('>50', 0.15671626537596042)	('>100', 0.22441175296653332)	('>500', 0.027920672439888244)	('>1k', 0.09812745016694471)	('>5k', 0.12819868340845708)	('>10k+', 0.07272011102859448)
DRR076638_2	(1.0, 77.98129969120141)	(2.0, 15.424169983459182)	(3.0, 3.764611904938415)	(4.0, 1.0116759874496113)	(5.0, 0.3390878208107487)	(6.0, 0.1291081679054248)	(7.0, 0.10014181868237437)	(8.0, 0.07514985646769826)	(9.0, 0.06215984896644064)	('>10', 0.640508381311344)	('>50', 0.11747781927090502)	('>100', 0.150963959496769)	('>500', 0.015932534865413288)	('>1k', 0.08132408313747148)	('>5k', 0.05403539253950203)	('>10k+', 0.052352749497340964)
DRR076639_1	(1.0, 76.63975464370549)	(2.0, 16.294891013904852)	(3.0, 4.0631059184095015)	(4.0, 1.1771379302869287)	(5.0, 0.3642550006866588)	(6.0, 0.17422344057760808)	(7.0, 0.10118866373268899)	(8.0, 0.0811986120680551)	(9.0, 0.06720343012443081)	('>10', 0.5768549955048066)	('>50', 0.1247006523076899)	('>100', 0.17986313918560742)	('>500', 0.012857392919886515)	('>1k', 0.0688581881908555)	('>5k', 0.0739069783948946)	('>10k+', 0.0)
DRR076639_2	(1.0, 80.06336148319137)	(2.0, 13.994524468179106)	(3.0, 3.4018892352221997)	(4.0, 0.9622290150102856)	(5.0, 0.31325125839880397)	(6.0, 0.1622215570195813)	(7.0, 0.08215848481492279)	(8.0, 0.058144887460373655)	(9.0, 0.05215930667806471)	('>10', 0.5412270075410188)	('>50', 0.09758184002308344)	('>100', 0.12350355819241787)	('>500', 0.008194310418802937)	('>1k', 0.08850554607458616)	('>5k', 0.03395686379823428)	('>10k+', 0.017091177977204112)
DRR076640_1	(1.0, 76.31424587877397)	(2.0, 16.523846611008015)	(3.0, 4.146623248330019)	(4.0, 1.1297425051892198)	(5.0, 0.40714577143297426)	(6.0, 0.18617566245725137)	(7.0, 0.09314237477966425)	(8.0, 0.09119270434364402)	(9.0, 0.04712711513849824)	('>10', 0.5978344932054634)	('>50', 0.11861134112823637)	('>100', 0.1535582348153461)	('>500', 0.015693334038554083)	('>1k', 0.06998050607761808)	('>5k', 0.03194843023351008)	('>10k+', 0.07313178904803148)
DRR076640_2	(1.0, 79.67501494323562)	(2.0, 14.328007914481896)	(3.0, 3.505057687366252)	(4.0, 0.965288477118829)	(5.0, 0.3382930007556496)	(6.0, 0.15422099107852966)	(7.0, 0.08316627909553453)	(8.0, 0.05814917210898527)	(9.0, 0.058182161640096354)	('>10', 0.4871689881387987)	('>50', 0.09560863872585958)	('>100', 0.12340799282778048)	('>500', 0.010064241556500458)	('>1k', 0.03449505895388753)	('>5k', 0.019763246807667736)	('>10k+', 0.06411120610813736)
DRR076641_1	(1.0, 77.6051587032216)	(2.0, 15.62323033203444)	(3.0, 3.8361067511714566)	(4.0, 1.0628092671389688)	(5.0, 0.3931552383659717)	(6.0, 0.14313866220172672)	(7.0, 0.0821266525019862)	(8.0, 0.06313353728466291)	(9.0, 0.05314283266523464)	('>10', 0.6241852829766554)	('>50', 0.13940846350211344)	('>100', 0.18952166011527613)	('>500', 0.008485009507200127)	('>1k', 0.09042209964123686)	('>5k', 0.08597550767138183)	('>10k+', 0.0)
DRR076641_2	(1.0, 80.81360580103375)	(2.0, 13.625694734035218)	(3.0, 3.2438331809120062)	(4.0, 0.8664386445941)	(5.0, 0.28330130083274)	(6.0, 0.1292093700766979)	(7.0, 0.09620943242922071)	(8.0, 0.044120575800780326)	(9.0, 0.05317486490166129)	('>10', 0.4838958464376728)	('>50', 0.11104439321485289)	('>100', 0.14383370346452046)	('>500', 0.010369959466485073)	('>1k', 0.05552609841609539)	('>5k', 0.021577814179829128)	('>10k+', 0.018164280204371188)
DRR076642_1	(1.0, 79.0366338426874)	(2.0, 15.004739082083873)	(3.0, 3.3242766157207884)	(4.0, 0.8540396662022359)	(5.0, 0.3091888801710036)	(6.0, 0.15918703015537106)	(7.0, 0.09716892844119206)	(8.0, 0.09822608431358643)	(9.0, 0.06618959474645085)	('>10', 0.6092620427243695)	('>50', 0.12033026513119954)	('>100', 0.1575389346293721)	('>500', 0.014896509478137738)	('>1k', 0.06731897995101206)	('>5k', 0.0810035435641588)	('>10k+', 0.0)
DRR076642_2	(1.0, 81.87712717904581)	(2.0, 13.152173079303124)	(3.0, 2.8618737747213583)	(4.0, 0.7193643497408692)	(5.0, 0.2452591600616293)	(6.0, 0.10717216828120678)	(7.0, 0.05912746977552602)	(8.0, 0.06517629053665029)	(9.0, 0.04414361695178162)	('>10', 0.5344391522411938)	('>50', 0.09964896853482509)	('>100', 0.1289606869139105)	('>500', 0.008408755116955335)	('>1k', 0.03958996843272638)	('>5k', 0.040363119704733885)	('>10k+', 0.01717226063765625)
DRR076643_1	(1.0, 78.4046854630579)	(2.0, 15.281426968430242)	(3.0, 3.4799433909144417)	(4.0, 0.9014654765376181)	(5.0, 0.34099296713472516)	(6.0, 0.15408494140871845)	(7.0, 0.08809891001095957)	(8.0, 0.07312385217903869)	(9.0, 0.06214070596009799)	('>10', 0.6522917174780661)	('>50', 0.14440294522531605)	('>100', 0.18686398037407873)	('>500', 0.017054704104100493)	('>1k', 0.07398525035709244)	('>5k', 0.05881845050619567)	('>10k+', 0.08062027632143268)
DRR076643_2	(1.0, 81.40015580486451)	(2.0, 13.427246910950114)	(3.0, 2.953623315162572)	(4.0, 0.7610697532174076)	(5.0, 0.26917469134912686)	(6.0, 0.12615212832332937)	(7.0, 0.07312888385129168)	(8.0, 0.060139434235089786)	(9.0, 0.041118181793423594)	('>10', 0.5039685206799351)	('>50', 0.10590649135148729)	('>100', 0.12185776241027563)	('>500', 0.008909933462646654)	('>1k', 0.04895827195401325)	('>5k', 0.05072320846318415)	('>10k+', 0.047866707931687735)
