Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
DRR049665	(2.0, 1059.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 8.0)	(13.0, 29.0)	(14.0, 64.0)	(15.0, 100.0)	(16.0, 119.0)	(17.0, 289.0)	(18.0, 1159.0)	(19.0, 4659.0)	(20.0, 13479.0)	(21.0, 29298.0)	(22.0, 50486.0)	(23.0, 73368.0)	(24.0, 93032.0)	(25.0, 111834.0)	(26.0, 134666.0)	(27.0, 167421.0)	(28.0, 213583.0)	(29.0, 278162.0)	(30.0, 362994.0)	(31.0, 469307.0)	(32.0, 595134.0)	(33.0, 744996.0)	(34.0, 932526.0)	(35.0, 1197439.0)	(36.0, 1700091.0)	(37.0, 2585898.0)		
DRR049668_1	(2.0, 17234470.0)	(3.0, 15.0)	(4.0, 197.0)	(5.0, 14351.0)	(6.0, 21541.0)	(7.0, 17163.0)	(8.0, 15924.0)	(9.0, 11941.0)	(10.0, 11773.0)	(11.0, 9879.0)	(12.0, 10024.0)	(13.0, 10318.0)	(14.0, 13017.0)	(15.0, 105017.0)	(16.0, 207270.0)	(17.0, 210136.0)	(18.0, 207103.0)	(19.0, 221691.0)	(20.0, 250732.0)	(21.0, 310783.0)	(22.0, 377014.0)	(23.0, 447206.0)	(24.0, 530125.0)	(25.0, 626641.0)	(26.0, 747802.0)	(27.0, 892413.0)	(28.0, 1070980.0)	(29.0, 1280579.0)	(30.0, 1538928.0)	(31.0, 1870820.0)	(32.0, 2321906.0)	(33.0, 3002172.0)	(34.0, 4126772.0)	(35.0, 6207445.0)	(36.0, 10774289.0)	(37.0, 24275422.0)	(38.0, 64568289.0)	(39.0, 36562805.0)
DRR049668_2	(2.0, 17076341.0)	(3.0, 0.0)	(4.0, 45.0)	(5.0, 704.0)	(6.0, 866.0)	(7.0, 936.0)	(8.0, 818.0)	(9.0, 637.0)	(10.0, 521.0)	(11.0, 500.0)	(12.0, 566.0)	(13.0, 942.0)	(14.0, 33401.0)	(15.0, 177266.0)	(16.0, 253221.0)	(17.0, 274231.0)	(18.0, 265762.0)	(19.0, 311276.0)	(20.0, 407112.0)	(21.0, 510656.0)	(22.0, 643336.0)	(23.0, 790674.0)	(24.0, 951979.0)	(25.0, 1132204.0)	(26.0, 1340266.0)	(27.0, 1603089.0)	(28.0, 1950711.0)	(29.0, 2381736.0)	(30.0, 2856326.0)	(31.0, 3403960.0)	(32.0, 4263289.0)	(33.0, 5854534.0)	(34.0, 8898449.0)	(35.0, 15197386.0)	(36.0, 28269679.0)	(37.0, 45467139.0)	(38.0, 33126389.0)	(39.0, 2658006.0)
DRR049669_1	(2.0, 9028261.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 2.0)	(7.0, 0.0)	(8.0, 5.0)	(9.0, 14.0)	(10.0, 31.0)	(11.0, 106.0)	(12.0, 226.0)	(13.0, 378.0)	(14.0, 4071.0)	(15.0, 87492.0)	(16.0, 168781.0)	(17.0, 158088.0)	(18.0, 143416.0)	(19.0, 142859.0)	(20.0, 153426.0)	(21.0, 181867.0)	(22.0, 217076.0)	(23.0, 255850.0)	(24.0, 300775.0)	(25.0, 355440.0)	(26.0, 423291.0)	(27.0, 507546.0)	(28.0, 606721.0)	(29.0, 725573.0)	(30.0, 869797.0)	(31.0, 1049786.0)	(32.0, 1297928.0)	(33.0, 1671746.0)	(34.0, 2315757.0)	(35.0, 3535226.0)	(36.0, 6170182.0)	(37.0, 13618821.0)	(38.0, 35264022.0)	(39.0, 19487728.0)
DRR049669_2	(2.0, 8929499.0)	(3.0, 289.0)	(4.0, 684.0)	(5.0, 853.0)	(6.0, 882.0)	(7.0, 1133.0)	(8.0, 1313.0)	(9.0, 1614.0)	(10.0, 1885.0)	(11.0, 1988.0)	(12.0, 2031.0)	(13.0, 2336.0)	(14.0, 23225.0)	(15.0, 109063.0)	(16.0, 158182.0)	(17.0, 178320.0)	(18.0, 170848.0)	(19.0, 192203.0)	(20.0, 244202.0)	(21.0, 294465.0)	(22.0, 363128.0)	(23.0, 442040.0)	(24.0, 525722.0)	(25.0, 624834.0)	(26.0, 743103.0)	(27.0, 885014.0)	(28.0, 1058884.0)	(29.0, 1272157.0)	(30.0, 1530263.0)	(31.0, 1881197.0)	(32.0, 2415717.0)	(33.0, 3313851.0)	(34.0, 4940779.0)	(35.0, 8206569.0)	(36.0, 15029491.0)	(37.0, 24685337.0)	(38.0, 18997728.0)	(39.0, 1511459.0)
DRR076623_1	(11.0, 8.0)	(12.0, 218.0)	(13.0, 370.0)	(14.0, 497.0)	(15.0, 904.0)	(16.0, 2797.0)	(17.0, 8832.0)	(18.0, 23012.0)	(19.0, 49112.0)	(20.0, 88800.0)	(21.0, 143734.0)	(22.0, 214900.0)	(23.0, 307172.0)	(24.0, 424475.0)	(25.0, 567292.0)	(26.0, 732800.0)	(27.0, 920856.0)	(28.0, 1131136.0)	(29.0, 1358606.0)	(30.0, 1603670.0)	(31.0, 1874776.0)	(32.0, 2187462.0)	(33.0, 2563914.0)	(34.0, 3052616.0)	(35.0, 3726425.0)	(36.0, 4744259.0)	(37.0, 6450888.0)	(38.0, 9790651.0)	(39.0, 18843428.0)	(40.0, 48039211.0)								
DRR076623_2	(10.0, 75.0)	(11.0, 15313.0)	(12.0, 185323.0)	(13.0, 639655.0)	(14.0, 1083068.0)	(15.0, 885081.0)	(16.0, 568682.0)	(17.0, 465233.0)	(18.0, 442498.0)	(19.0, 452521.0)	(20.0, 494332.0)	(21.0, 563876.0)	(22.0, 652726.0)	(23.0, 758183.0)	(24.0, 876988.0)	(25.0, 1011194.0)	(26.0, 1165191.0)	(27.0, 1337281.0)	(28.0, 1534864.0)	(29.0, 1766698.0)	(30.0, 2048356.0)	(31.0, 2387936.0)	(32.0, 2828448.0)	(33.0, 3406029.0)	(34.0, 4167280.0)	(35.0, 5231613.0)	(36.0, 6870913.0)	(37.0, 9739028.0)	(38.0, 15328239.0)	(39.0, 25708273.0)	(40.0, 16237924.0)							
DRR076624_1	(11.0, 2.0)	(12.0, 158.0)	(13.0, 405.0)	(14.0, 532.0)	(15.0, 738.0)	(16.0, 1490.0)	(17.0, 3801.0)	(18.0, 9964.0)	(19.0, 23293.0)	(20.0, 45442.0)	(21.0, 74779.0)	(22.0, 114013.0)	(23.0, 164096.0)	(24.0, 228181.0)	(25.0, 312692.0)	(26.0, 417063.0)	(27.0, 546446.0)	(28.0, 698000.0)	(29.0, 873856.0)	(30.0, 1076192.0)	(31.0, 1311649.0)	(32.0, 1587570.0)	(33.0, 1915515.0)	(34.0, 2312568.0)	(35.0, 2827311.0)	(36.0, 3538923.0)	(37.0, 4678008.0)	(38.0, 6924418.0)	(39.0, 13988972.0)	(40.0, 64740506.0)								
DRR076624_2	(10.0, 18.0)	(11.0, 3091.0)	(12.0, 100261.0)	(13.0, 616590.0)	(14.0, 1319827.0)	(15.0, 1238816.0)	(16.0, 831656.0)	(17.0, 581039.0)	(18.0, 457553.0)	(19.0, 396849.0)	(20.0, 381309.0)	(21.0, 400252.0)	(22.0, 444966.0)	(23.0, 511456.0)	(24.0, 592909.0)	(25.0, 693639.0)	(26.0, 808753.0)	(27.0, 939912.0)	(28.0, 1096581.0)	(29.0, 1280568.0)	(30.0, 1513074.0)	(31.0, 1796188.0)	(32.0, 2145167.0)	(33.0, 2563719.0)	(34.0, 3082011.0)	(35.0, 3788503.0)	(36.0, 4841915.0)	(37.0, 6653817.0)	(38.0, 10460863.0)	(39.0, 21872784.0)	(40.0, 37002497.0)							
DRR076625_1	(11.0, 1.0)	(12.0, 107.0)	(13.0, 379.0)	(14.0, 468.0)	(15.0, 689.0)	(16.0, 1594.0)	(17.0, 4221.0)	(18.0, 11173.0)	(19.0, 25953.0)	(20.0, 49650.0)	(21.0, 83532.0)	(22.0, 128047.0)	(23.0, 186364.0)	(24.0, 262629.0)	(25.0, 358073.0)	(26.0, 476080.0)	(27.0, 618879.0)	(28.0, 786055.0)	(29.0, 977983.0)	(30.0, 1193414.0)	(31.0, 1444175.0)	(32.0, 1730779.0)	(33.0, 2072855.0)	(34.0, 2492221.0)	(35.0, 3035618.0)	(36.0, 3782275.0)	(37.0, 4983007.0)	(38.0, 7374779.0)	(39.0, 14918113.0)	(40.0, 61571658.0)								
DRR076625_2	(10.0, 23.0)	(11.0, 5572.0)	(12.0, 158244.0)	(13.0, 851613.0)	(14.0, 1463153.0)	(15.0, 1153287.0)	(16.0, 781714.0)	(17.0, 611027.0)	(18.0, 528364.0)	(19.0, 487140.0)	(20.0, 490266.0)	(21.0, 529125.0)	(22.0, 594333.0)	(23.0, 681063.0)	(24.0, 783935.0)	(25.0, 904911.0)	(26.0, 1040030.0)	(27.0, 1196153.0)	(28.0, 1376057.0)	(29.0, 1591114.0)	(30.0, 1846305.0)	(31.0, 2162432.0)	(32.0, 2551784.0)	(33.0, 3025475.0)	(34.0, 3621159.0)	(35.0, 4407236.0)	(36.0, 5521108.0)	(37.0, 7263088.0)	(38.0, 10493513.0)	(39.0, 19853981.0)	(40.0, 32597566.0)							
DRR076626_1	(12.0, 124.0)	(13.0, 237.0)	(14.0, 274.0)	(15.0, 442.0)	(16.0, 1115.0)	(17.0, 3170.0)	(18.0, 8507.0)	(19.0, 20865.0)	(20.0, 43097.0)	(21.0, 75895.0)	(22.0, 119046.0)	(23.0, 174206.0)	(24.0, 246107.0)	(25.0, 338168.0)	(26.0, 456919.0)	(27.0, 598522.0)	(28.0, 766132.0)	(29.0, 952180.0)	(30.0, 1161248.0)	(31.0, 1387898.0)	(32.0, 1643312.0)	(33.0, 1935987.0)	(34.0, 2295022.0)	(35.0, 2750448.0)	(36.0, 3382083.0)	(37.0, 4345890.0)	(38.0, 6117652.0)	(39.0, 10764655.0)	(40.0, 69597329.0)									
DRR076626_2	(10.0, 3.0)	(11.0, 1425.0)	(12.0, 73827.0)	(13.0, 545932.0)	(14.0, 1228342.0)	(15.0, 1109584.0)	(16.0, 733533.0)	(17.0, 579029.0)	(18.0, 546780.0)	(19.0, 549712.0)	(20.0, 589769.0)	(21.0, 660613.0)	(22.0, 754193.0)	(23.0, 865978.0)	(24.0, 989377.0)	(25.0, 1120440.0)	(26.0, 1261960.0)	(27.0, 1416517.0)	(28.0, 1592391.0)	(29.0, 1779394.0)	(30.0, 1998780.0)	(31.0, 2258958.0)	(32.0, 2580397.0)	(33.0, 2985650.0)	(34.0, 3503187.0)	(35.0, 4190229.0)	(36.0, 5213086.0)	(37.0, 6933364.0)	(38.0, 10449607.0)	(39.0, 19706882.0)	(40.0, 32967591.0)							
DRR076627_1	(12.0, 126.0)	(13.0, 246.0)	(14.0, 273.0)	(15.0, 419.0)	(16.0, 1185.0)	(17.0, 3588.0)	(18.0, 9401.0)	(19.0, 21895.0)	(20.0, 43458.0)	(21.0, 74186.0)	(22.0, 113472.0)	(23.0, 165926.0)	(24.0, 234499.0)	(25.0, 323213.0)	(26.0, 436729.0)	(27.0, 576617.0)	(28.0, 741210.0)	(29.0, 926209.0)	(30.0, 1131889.0)	(31.0, 1360455.0)	(32.0, 1615695.0)	(33.0, 1908644.0)	(34.0, 2257745.0)	(35.0, 2708308.0)	(36.0, 3320210.0)	(37.0, 4269697.0)	(38.0, 5999775.0)	(39.0, 10646917.0)	(40.0, 70439933.0)									
DRR076627_2	(10.0, 5.0)	(11.0, 1068.0)	(12.0, 56832.0)	(13.0, 478537.0)	(14.0, 1191620.0)	(15.0, 1140163.0)	(16.0, 760806.0)	(17.0, 596459.0)	(18.0, 553137.0)	(19.0, 542692.0)	(20.0, 564168.0)	(21.0, 620211.0)	(22.0, 701479.0)	(23.0, 797274.0)	(24.0, 908073.0)	(25.0, 1028832.0)	(26.0, 1162018.0)	(27.0, 1311035.0)	(28.0, 1483745.0)	(29.0, 1674411.0)	(30.0, 1903539.0)	(31.0, 2172335.0)	(32.0, 2489616.0)	(33.0, 2875738.0)	(34.0, 3363894.0)	(35.0, 4040323.0)	(36.0, 5052001.0)	(37.0, 6789146.0)	(38.0, 10317081.0)	(39.0, 19814084.0)	(40.0, 34941598.0)							
DRR076628_1	(12.0, 126.0)	(13.0, 266.0)	(14.0, 272.0)	(15.0, 419.0)	(16.0, 1163.0)	(17.0, 3612.0)	(18.0, 9799.0)	(19.0, 23200.0)	(20.0, 47121.0)	(21.0, 81864.0)	(22.0, 126008.0)	(23.0, 184663.0)	(24.0, 259963.0)	(25.0, 355760.0)	(26.0, 475029.0)	(27.0, 622565.0)	(28.0, 793255.0)	(29.0, 984277.0)	(30.0, 1194577.0)	(31.0, 1428070.0)	(32.0, 1687847.0)	(33.0, 1987885.0)	(34.0, 2349954.0)	(35.0, 2808426.0)	(36.0, 3432181.0)	(37.0, 4384812.0)	(38.0, 6137045.0)	(39.0, 10891490.0)	(40.0, 69388332.0)									
DRR076628_2	(10.0, 3.0)	(11.0, 1262.0)	(12.0, 65578.0)	(13.0, 525858.0)	(14.0, 1222627.0)	(15.0, 1103324.0)	(16.0, 738411.0)	(17.0, 597643.0)	(18.0, 570347.0)	(19.0, 575739.0)	(20.0, 616001.0)	(21.0, 691333.0)	(22.0, 788631.0)	(23.0, 905181.0)	(24.0, 1030033.0)	(25.0, 1167098.0)	(26.0, 1318766.0)	(27.0, 1487652.0)	(28.0, 1670114.0)	(29.0, 1883903.0)	(30.0, 2130546.0)	(31.0, 2420530.0)	(32.0, 2762324.0)	(33.0, 3174076.0)	(34.0, 3687698.0)	(35.0, 4396233.0)	(36.0, 5479047.0)	(37.0, 7353059.0)	(38.0, 11105042.0)	(39.0, 20040867.0)	(40.0, 30151055.0)							
DRR076629_1	(11.0, 1.0)	(12.0, 102.0)	(13.0, 219.0)	(14.0, 283.0)	(15.0, 368.0)	(16.0, 966.0)	(17.0, 3085.0)	(18.0, 8878.0)	(19.0, 21050.0)	(20.0, 43433.0)	(21.0, 76180.0)	(22.0, 119207.0)	(23.0, 173791.0)	(24.0, 245442.0)	(25.0, 339101.0)	(26.0, 456847.0)	(27.0, 602027.0)	(28.0, 771049.0)	(29.0, 964321.0)	(30.0, 1178328.0)	(31.0, 1412332.0)	(32.0, 1673837.0)	(33.0, 1977526.0)	(34.0, 2337441.0)	(35.0, 2798799.0)	(36.0, 3424230.0)	(37.0, 4392785.0)	(38.0, 6171610.0)	(39.0, 11044339.0)	(40.0, 69641615.0)								
DRR076629_2	(10.0, 1.0)	(11.0, 1158.0)	(12.0, 66375.0)	(13.0, 530835.0)	(14.0, 1234124.0)	(15.0, 1115405.0)	(16.0, 743874.0)	(17.0, 612600.0)	(18.0, 587168.0)	(19.0, 586214.0)	(20.0, 613364.0)	(21.0, 678845.0)	(22.0, 765957.0)	(23.0, 868215.0)	(24.0, 987504.0)	(25.0, 1117378.0)	(26.0, 1260775.0)	(27.0, 1420621.0)	(28.0, 1601079.0)	(29.0, 1806269.0)	(30.0, 2050576.0)	(31.0, 2334839.0)	(32.0, 2672020.0)	(33.0, 3084981.0)	(34.0, 3609538.0)	(35.0, 4346109.0)	(36.0, 5472548.0)	(37.0, 7421374.0)	(38.0, 11283364.0)	(39.0, 20580799.0)	(40.0, 30425283.0)							
DRR076630_1	(12.0, 93.0)	(13.0, 183.0)	(14.0, 202.0)	(15.0, 348.0)	(16.0, 1024.0)	(17.0, 3160.0)	(18.0, 8502.0)	(19.0, 19201.0)	(20.0, 38026.0)	(21.0, 64923.0)	(22.0, 100424.0)	(23.0, 143961.0)	(24.0, 202826.0)	(25.0, 276259.0)	(26.0, 369381.0)	(27.0, 482585.0)	(28.0, 612707.0)	(29.0, 759258.0)	(30.0, 921668.0)	(31.0, 1099632.0)	(32.0, 1297842.0)	(33.0, 1520988.0)	(34.0, 1793955.0)	(35.0, 2137077.0)	(36.0, 2607908.0)	(37.0, 3322592.0)	(38.0, 4631681.0)	(39.0, 8130338.0)	(40.0, 51692493.0)									
DRR076630_2	(10.0, 7.0)	(11.0, 1045.0)	(12.0, 54117.0)	(13.0, 407321.0)	(14.0, 929335.0)	(15.0, 837866.0)	(16.0, 577024.0)	(17.0, 481335.0)	(18.0, 465709.0)	(19.0, 470068.0)	(20.0, 502796.0)	(21.0, 563076.0)	(22.0, 642866.0)	(23.0, 736307.0)	(24.0, 840476.0)	(25.0, 948179.0)	(26.0, 1067661.0)	(27.0, 1196794.0)	(28.0, 1341912.0)	(29.0, 1505538.0)	(30.0, 1694346.0)	(31.0, 1913326.0)	(32.0, 2166507.0)	(33.0, 2469162.0)	(34.0, 2852618.0)	(35.0, 3374895.0)	(36.0, 4166542.0)	(37.0, 5542466.0)	(38.0, 8343930.0)	(39.0, 15465073.0)	(40.0, 20680940.0)							
DRR076631_1	(11.0, 1.0)	(12.0, 181.0)	(13.0, 296.0)	(14.0, 315.0)	(15.0, 555.0)	(16.0, 1719.0)	(17.0, 4957.0)	(18.0, 12428.0)	(19.0, 27171.0)	(20.0, 52447.0)	(21.0, 87420.0)	(22.0, 133201.0)	(23.0, 191652.0)	(24.0, 264060.0)	(25.0, 359091.0)	(26.0, 477292.0)	(27.0, 620564.0)	(28.0, 786683.0)	(29.0, 973056.0)	(30.0, 1181222.0)	(31.0, 1406483.0)	(32.0, 1660597.0)	(33.0, 1950101.0)	(34.0, 2295593.0)	(35.0, 2738957.0)	(36.0, 3343463.0)	(37.0, 4283766.0)	(38.0, 6002425.0)	(39.0, 10625661.0)	(40.0, 69909256.0)								
DRR076631_2	(10.0, 6.0)	(11.0, 1263.0)	(12.0, 64085.0)	(13.0, 474281.0)	(14.0, 1113982.0)	(15.0, 1062036.0)	(16.0, 735917.0)	(17.0, 578966.0)	(18.0, 537302.0)	(19.0, 536831.0)	(20.0, 572704.0)	(21.0, 639854.0)	(22.0, 729559.0)	(23.0, 834091.0)	(24.0, 957493.0)	(25.0, 1087245.0)	(26.0, 1233580.0)	(27.0, 1395876.0)	(28.0, 1581346.0)	(29.0, 1794395.0)	(30.0, 2038330.0)	(31.0, 2310455.0)	(32.0, 2620588.0)	(33.0, 2994124.0)	(34.0, 3473795.0)	(35.0, 4137254.0)	(36.0, 5143671.0)	(37.0, 6879253.0)	(38.0, 10415229.0)	(39.0, 19515031.0)	(40.0, 33932071.0)							
DRR076632_1	(11.0, 1.0)	(12.0, 175.0)	(13.0, 283.0)	(14.0, 299.0)	(15.0, 459.0)	(16.0, 1321.0)	(17.0, 4129.0)	(18.0, 11024.0)	(19.0, 25461.0)	(20.0, 51003.0)	(21.0, 87110.0)	(22.0, 134280.0)	(23.0, 193872.0)	(24.0, 270380.0)	(25.0, 368033.0)	(26.0, 492049.0)	(27.0, 640365.0)	(28.0, 812013.0)	(29.0, 1005853.0)	(30.0, 1217868.0)	(31.0, 1453319.0)	(32.0, 1718388.0)	(33.0, 2018399.0)	(34.0, 2383003.0)	(35.0, 2840738.0)	(36.0, 3477970.0)	(37.0, 4448041.0)	(38.0, 6222351.0)	(39.0, 11031098.0)	(40.0, 69113009.0)								
DRR076632_2	(10.0, 4.0)	(11.0, 1412.0)	(12.0, 87138.0)	(13.0, 664221.0)	(14.0, 1389405.0)	(15.0, 1151902.0)	(16.0, 781492.0)	(17.0, 662995.0)	(18.0, 638587.0)	(19.0, 631276.0)	(20.0, 653325.0)	(21.0, 714207.0)	(22.0, 800839.0)	(23.0, 905551.0)	(24.0, 1021871.0)	(25.0, 1151299.0)	(26.0, 1296889.0)	(27.0, 1459478.0)	(28.0, 1646619.0)	(29.0, 1858484.0)	(30.0, 2108413.0)	(31.0, 2388715.0)	(32.0, 2716712.0)	(33.0, 3105190.0)	(34.0, 3612910.0)	(35.0, 4323545.0)	(36.0, 5419852.0)	(37.0, 7311410.0)	(38.0, 11091661.0)	(39.0, 20043460.0)	(40.0, 30383432.0)							
DRR076633_1	(11.0, 4.0)	(12.0, 242.0)	(13.0, 426.0)	(14.0, 523.0)	(15.0, 1164.0)	(16.0, 3510.0)	(17.0, 9789.0)	(18.0, 23618.0)	(19.0, 48888.0)	(20.0, 86610.0)	(21.0, 137949.0)	(22.0, 205019.0)	(23.0, 291359.0)	(24.0, 404062.0)	(25.0, 539324.0)	(26.0, 699299.0)	(27.0, 880399.0)	(28.0, 1083110.0)	(29.0, 1300111.0)	(30.0, 1538989.0)	(31.0, 1799396.0)	(32.0, 2099069.0)	(33.0, 2455934.0)	(34.0, 2907271.0)	(35.0, 3526351.0)	(36.0, 4441112.0)	(37.0, 5961169.0)	(38.0, 8986375.0)	(39.0, 17912990.0)	(40.0, 52500362.0)								
DRR076633_2	(10.0, 116.0)	(11.0, 30989.0)	(12.0, 327114.0)	(13.0, 1031776.0)	(14.0, 1525321.0)	(15.0, 1030975.0)	(16.0, 625543.0)	(17.0, 514226.0)	(18.0, 480876.0)	(19.0, 477445.0)	(20.0, 503461.0)	(21.0, 551730.0)	(22.0, 624437.0)	(23.0, 711865.0)	(24.0, 812664.0)	(25.0, 928966.0)	(26.0, 1061371.0)	(27.0, 1213733.0)	(28.0, 1394868.0)	(29.0, 1617466.0)	(30.0, 1884578.0)	(31.0, 2207931.0)	(32.0, 2594619.0)	(33.0, 3085622.0)	(34.0, 3727668.0)	(35.0, 4647179.0)	(36.0, 6103975.0)	(37.0, 8763406.0)	(38.0, 14323341.0)	(39.0, 26688275.0)	(40.0, 20352888.0)							
DRR076634_1	(11.0, 5.0)	(12.0, 244.0)	(13.0, 388.0)	(14.0, 490.0)	(15.0, 1081.0)	(16.0, 3271.0)	(17.0, 9145.0)	(18.0, 23454.0)	(19.0, 48496.0)	(20.0, 86175.0)	(21.0, 136554.0)	(22.0, 203872.0)	(23.0, 290453.0)	(24.0, 401242.0)	(25.0, 537364.0)	(26.0, 697995.0)	(27.0, 878760.0)	(28.0, 1080007.0)	(29.0, 1296444.0)	(30.0, 1534615.0)	(31.0, 1797037.0)	(32.0, 2097338.0)	(33.0, 2455694.0)	(34.0, 2910044.0)	(35.0, 3521128.0)	(36.0, 4421395.0)	(37.0, 5898642.0)	(38.0, 8835684.0)	(39.0, 17650143.0)	(40.0, 51566751.0)								
DRR076634_2	(10.0, 111.0)	(11.0, 27338.0)	(12.0, 287857.0)	(13.0, 910779.0)	(14.0, 1378751.0)	(15.0, 981894.0)	(16.0, 616323.0)	(17.0, 517413.0)	(18.0, 487241.0)	(19.0, 477653.0)	(20.0, 499707.0)	(21.0, 547496.0)	(22.0, 616382.0)	(23.0, 700199.0)	(24.0, 799058.0)	(25.0, 911207.0)	(26.0, 1042981.0)	(27.0, 1199053.0)	(28.0, 1382321.0)	(29.0, 1609245.0)	(30.0, 1886018.0)	(31.0, 2215550.0)	(32.0, 2616927.0)	(33.0, 3115560.0)	(34.0, 3773041.0)	(35.0, 4719975.0)	(36.0, 6222816.0)	(37.0, 8949728.0)	(38.0, 14604942.0)	(39.0, 26512078.0)	(40.0, 18774267.0)							
DRR076635_1	(11.0, 9.0)	(12.0, 263.0)	(13.0, 399.0)	(14.0, 569.0)	(15.0, 1106.0)	(16.0, 3449.0)	(17.0, 9702.0)	(18.0, 24171.0)	(19.0, 50975.0)	(20.0, 90210.0)	(21.0, 144590.0)	(22.0, 216398.0)	(23.0, 310050.0)	(24.0, 428010.0)	(25.0, 575520.0)	(26.0, 747307.0)	(27.0, 940806.0)	(28.0, 1154539.0)	(29.0, 1389573.0)	(30.0, 1636685.0)	(31.0, 1921186.0)	(32.0, 2242351.0)	(33.0, 2634762.0)	(34.0, 3137370.0)	(35.0, 3827800.0)	(36.0, 4854103.0)	(37.0, 6522150.0)	(38.0, 9623988.0)	(39.0, 17545664.0)	(40.0, 49098104.0)								
DRR076635_2	(10.0, 150.0)	(11.0, 32513.0)	(12.0, 334446.0)	(13.0, 1042982.0)	(14.0, 1508219.0)	(15.0, 1008655.0)	(16.0, 598935.0)	(17.0, 474673.0)	(18.0, 434357.0)	(19.0, 428379.0)	(20.0, 451698.0)	(21.0, 501165.0)	(22.0, 568215.0)	(23.0, 651336.0)	(24.0, 749662.0)	(25.0, 862389.0)	(26.0, 992072.0)	(27.0, 1146364.0)	(28.0, 1326839.0)	(29.0, 1544933.0)	(30.0, 1821389.0)	(31.0, 2154077.0)	(32.0, 2563000.0)	(33.0, 3071372.0)	(34.0, 3730369.0)	(35.0, 4667172.0)	(36.0, 6149668.0)	(37.0, 8829048.0)	(38.0, 14420772.0)	(39.0, 26722809.0)	(40.0, 20344151.0)							
DRR076636_1	(11.0, 6.0)	(12.0, 213.0)	(13.0, 357.0)	(14.0, 495.0)	(15.0, 1156.0)	(16.0, 3650.0)	(17.0, 10054.0)	(18.0, 24362.0)	(19.0, 50809.0)	(20.0, 90688.0)	(21.0, 144261.0)	(22.0, 215741.0)	(23.0, 306880.0)	(24.0, 424987.0)	(25.0, 566752.0)	(26.0, 734149.0)	(27.0, 925586.0)	(28.0, 1134225.0)	(29.0, 1362261.0)	(30.0, 1609499.0)	(31.0, 1882117.0)	(32.0, 2196456.0)	(33.0, 2584353.0)	(34.0, 3075295.0)	(35.0, 3757362.0)	(36.0, 4775068.0)	(37.0, 6478462.0)	(38.0, 9713912.0)	(39.0, 18225682.0)	(40.0, 48045540.0)								
DRR076636_2	(10.0, 73.0)	(11.0, 14346.0)	(12.0, 182539.0)	(13.0, 666800.0)	(14.0, 1256358.0)	(15.0, 1132615.0)	(16.0, 718597.0)	(17.0, 534787.0)	(18.0, 478732.0)	(19.0, 472028.0)	(20.0, 501085.0)	(21.0, 562687.0)	(22.0, 642863.0)	(23.0, 741316.0)	(24.0, 850505.0)	(25.0, 980894.0)	(26.0, 1125388.0)	(27.0, 1293565.0)	(28.0, 1488396.0)	(29.0, 1722593.0)	(30.0, 2013074.0)	(31.0, 2365152.0)	(32.0, 2809626.0)	(33.0, 3372094.0)	(34.0, 4109646.0)	(35.0, 5174013.0)	(36.0, 6838866.0)	(37.0, 9746009.0)	(38.0, 15149234.0)	(39.0, 25181641.0)	(40.0, 16214856.0)							
DRR076637_1	(11.0, 5.0)	(12.0, 195.0)	(13.0, 309.0)	(14.0, 442.0)	(15.0, 1229.0)	(16.0, 3583.0)	(17.0, 9963.0)	(18.0, 24017.0)	(19.0, 49342.0)	(20.0, 88164.0)	(21.0, 139636.0)	(22.0, 208258.0)	(23.0, 296888.0)	(24.0, 409832.0)	(25.0, 549286.0)	(26.0, 712422.0)	(27.0, 897882.0)	(28.0, 1101615.0)	(29.0, 1325194.0)	(30.0, 1569907.0)	(31.0, 1841916.0)	(32.0, 2151016.0)	(33.0, 2524999.0)	(34.0, 3005796.0)	(35.0, 3655769.0)	(36.0, 4627667.0)	(37.0, 6275141.0)	(38.0, 9595965.0)	(39.0, 19040041.0)	(40.0, 49102116.0)								
DRR076637_2	(10.0, 134.0)	(11.0, 19868.0)	(12.0, 240132.0)	(13.0, 844857.0)	(14.0, 1531071.0)	(15.0, 1370190.0)	(16.0, 859774.0)	(17.0, 604154.0)	(18.0, 514379.0)	(19.0, 491611.0)	(20.0, 513973.0)	(21.0, 569502.0)	(22.0, 647152.0)	(23.0, 746133.0)	(24.0, 858440.0)	(25.0, 989708.0)	(26.0, 1140743.0)	(27.0, 1311913.0)	(28.0, 1517579.0)	(29.0, 1763776.0)	(30.0, 2063370.0)	(31.0, 2419969.0)	(32.0, 2867557.0)	(33.0, 3442375.0)	(34.0, 4209282.0)	(35.0, 5310833.0)	(36.0, 7052857.0)	(37.0, 9952534.0)	(38.0, 15051050.0)	(39.0, 24323512.0)	(40.0, 15980167.0)							
